@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralNumPeaks REAL
@ATTRIBUTE cepstralLocFirstPeak REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralNumPeaks_min REAL
@ATTRIBUTE cepstralLocFirstPeak_min REAL
@ATTRIBUTE class	{0,1}

@DATA
2459.5,4.8716,495.26,0.06308,3,13,1981.2,0.61046,366.06,0.061122,3,13,1
2554.8,4.8857,495.26,0.065988,2,13,2076.6,0.62456,366.06,0.064029,2,13,1
2945.7,4.8524,495.26,0.069441,2,13,2467.4,0.59128,366.06,0.067483,2,13,1
3179.1,4.8482,495.26,0.059023,2,13,2700.9,0.58703,366.06,0.057064,2,13,1
3371.8,4.9643,495.26,0.064907,3,4,2893.6,0.70314,366.06,0.062949,3,4,1
2821.4,5.0138,495.26,0.073426,3,13,2343.2,0.75271,366.06,0.071467,3,13,1
3261.3,4.9929,495.26,0.060959,3,13,2783.1,0.73177,366.06,0.059,3,13,1
3196.2,5.0178,495.26,0.070353,3,13,2718,0.75667,366.06,0.068395,3,13,1
3408.5,5.0164,495.26,0.056708,2,13,2930.2,0.75528,366.06,0.054749,2,13,1
3660.2,4.9466,473.73,0.047211,3,5,3182,0.6855,344.53,0.045252,3,5,1
3806.9,4.9008,473.73,0.023501,2,13,3328.7,0.63968,344.53,0.021542,2,13,1
3282,5.0023,473.73,0.045283,2,13,2803.8,0.74118,344.53,0.043324,2,13,1
3287.3,4.9249,473.73,0.040303,2,5,2809.1,0.66375,344.53,0.038345,2,5,1
3054.7,5.0087,473.73,0.057723,2,13,2576.5,0.74754,344.53,0.055764,2,13,1
5276.3,5.22,452.2,0.028577,2,12,4798.1,0.95888,323,0.026619,2,12,1
7614.3,5.133,968.99,0.0089711,0,0,7136.1,0.87189,839.79,0.0070123,0,0,1
6096.3,5.1596,452.2,0.022458,2,13,5618.1,0.89842,323,0.020499,2,13,1
9570.1,5.1728,452.2,0.020688,2,14,9091.9,0.9117,323,0.018729,2,14,1
8895.6,5.1969,258.4,0.013442,1,21,8417.4,0.93573,129.2,0.011483,1,21,1
9568.8,4.9718,430.66,0.0037726,0,0,9090.6,0.71067,301.46,0.0018138,0,0,1
8731.6,4.9458,258.4,0.010264,1,30,8253.4,0.68468,129.2,0.008305,1,30,1
8023.4,4.982,258.4,0.0088789,0,0,7545.2,0.72091,129.2,0.0069201,0,0,1
7745.6,4.8657,301.46,0.01091,1,12,7267.4,0.60457,172.27,0.0089507,1,12,1
6482.1,4.9722,279.93,0.015185,1,14,6003.9,0.71108,150.73,0.013227,1,14,1
6720.4,4.8578,430.66,0.0089011,0,0,6242.2,0.59663,301.46,0.0069423,0,0,1
5692.4,4.7312,430.66,0.0069377,0,0,5214.2,0.47004,301.46,0.0049789,0,0,1
6330.3,5.2091,107.67,0.045275,1,12,5852.1,0.948,0,0.043316,1,12,1
6428.1,5.2745,107.67,0.044959,2,12,5949.9,1.0134,0,0.043,2,12,1
4038.7,5.1327,86.133,0.043417,1,13,3560.5,0.87156,0,0.041458,1,13,1
4738,4.8831,86.133,0.043951,1,13,4259.8,0.62193,0,0.041992,1,13,1
3939.8,4.779,107.67,0.023771,1,13,3461.6,0.51784,21.533,0.021812,1,13,1
3258.1,4.9855,107.67,0.029921,1,12,2779.8,0.7244,21.533,0.027963,1,12,1
3021.5,4.8531,279.93,0.0050082,0,0,2543.3,0.59194,193.8,0.0030494,0,0,1
3520.5,4.81,107.67,0.021309,1,13,3042.3,0.54884,21.533,0.01935,1,13,1
4301,4.8721,107.67,0.019306,1,15,3822.8,0.61099,21.533,0.017348,1,15,1
4123.9,5.4288,107.67,0.048398,4,13,3645.7,1.1677,21.533,0.046439,4,13,1
6100.5,5.7407,344.53,0.065339,2,13,5622.3,1.4796,258.4,0.06338,2,13,1
4333.1,5.5088,366.06,0.037345,2,14,3854.9,1.2476,279.93,0.035386,2,14,1
4329.5,5.3661,344.53,0.056701,2,13,3851.3,1.105,258.4,0.054742,2,13,1
3827.9,5.1613,344.53,0.020833,1,13,3349.7,0.90016,258.4,0.018874,1,13,1
3630.7,5.0991,344.53,0.018134,1,16,3152.5,0.83792,258.4,0.016176,1,16,1
2051.2,5.2939,366.06,0.022327,1,13,1572.9,1.0328,279.93,0.020368,1,13,1
1154,5.4556,646,0.014886,1,18,675.84,1.1945,559.86,0.012927,1,18,1
2232.7,5.1211,279.93,0.024969,2,14,1754.5,0.85995,193.8,0.02301,2,14,1
1560.1,5.0495,107.67,0.020738,2,12,1081.9,0.78836,21.533,0.018779,2,12,1
1454.7,5.0936,258.4,0.0059237,0,0,976.45,0.83246,172.27,0.0039649,0,0,1
1082.6,5.1886,258.4,0.0053877,0,0,604.4,0.92745,172.27,0.0034289,0,0,0
726.48,5.3076,366.06,0.016235,1,27,248.27,1.0465,279.93,0.014276,1,27,0
610.31,5.2622,279.93,0.0072389,0,0,132.1,1.0011,193.8,0.0052801,0,0,0
542.43,5.2973,258.4,0.010875,1,13,64.217,1.0362,172.27,0.0089158,1,13,0
654.98,5.1448,279.93,0.0054023,0,0,176.77,0.88371,193.8,0.0034435,0,0,0
507.74,5.1434,279.93,0.0070162,0,0,29.534,0.88225,193.8,0.0050574,0,0,0
397.51,5.2033,258.4,0.0011467,0,0,0,0.94214,172.27,0,0,0,0
337.61,5.2738,258.4,0.0087201,0,0,0,1.0126,172.27,0.0075734,0,0,0
286.63,5.3364,581.4,0.011126,1,12,0,1.0753,495.26,0.009979,1,12,0
298.2,5.2985,258.4,0.0033297,0,0,11.57,1.0374,172.27,0.002183,0,0,0
138.55,5.4055,129.2,0.0074634,0,0,0,1.1443,43.066,0.0063167,0,0,0
48.945,5.5759,107.67,0.004346,0,0,0,1.3147,21.533,0.0031994,0,0,0
161.35,5.4445,559.86,0.012682,1,28,112.41,1.1834,473.73,0.011536,1,28,0
189.07,5.3953,301.46,0.0079407,0,0,140.13,1.1342,215.33,0.006794,0,0,0
119.75,5.5295,258.4,0.0053954,0,0,70.801,1.2684,172.27,0.0042487,0,0,0
139.1,5.4611,387.6,0.0089403,0,0,90.152,1.2,301.46,0.0077936,0,0,0
229.74,5.3653,150.73,0.009842,0,0,180.79,1.1042,64.6,0.0086953,0,0,0
127.61,5.4911,279.93,0.0086225,0,0,78.66,1.23,193.8,0.0074758,0,0,0
59.917,5.5889,495.26,0.0088777,0,0,10.972,1.3277,409.13,0.007731,0,0,0
315.66,5.4593,150.73,0.024489,1,12,266.72,1.1981,64.6,0.023343,1,12,0
275.96,5.3954,150.73,0.010255,1,11,227.01,1.1343,64.6,0.0091086,1,11,0
332.67,5.3758,172.27,0.012675,1,25,283.73,1.1146,86.133,0.011528,1,25,0
262.86,5.407,409.13,0.0098632,0,0,213.92,1.1459,323,0.0087165,0,0,0
276.94,5.423,387.6,0.010183,1,12,227.99,1.1619,301.46,0.0090365,1,12,0
219.84,5.3774,409.13,0.0061206,0,0,170.9,1.1163,323,0.0049739,0,0,0
172.14,5.4413,581.4,0.0061419,0,0,123.19,1.1801,495.26,0.0049952,0,0,0
178.62,5.605,387.6,0.019652,2,13,129.67,1.3439,301.46,0.018505,2,13,0
190.72,5.6347,236.87,0.0066496,0,0,141.78,1.3736,150.73,0.0055029,0,0,0
308.85,5.565,387.6,0.014296,1,11,259.91,1.3038,301.46,0.01315,1,11,0
341.35,5.4749,409.13,0.01443,1,11,292.4,1.2137,323,0.013283,1,11,0
396.06,5.5314,215.33,0.015419,2,8,347.11,1.2702,129.2,0.014272,2,8,0
408.97,5.683,236.87,0.021683,2,9,360.02,1.4218,150.73,0.020536,2,9,0
766.06,5.6038,409.13,0.019698,2,7,717.11,1.3427,323,0.018551,2,7,0
604.46,5.6426,236.87,0.019004,2,9,555.52,1.3815,150.73,0.017857,2,9,0
960.36,5.4322,775.2,0.024615,2,10,911.42,1.1711,689.06,0.023468,2,10,0
848.48,5.522,796.73,0.011915,1,10,799.54,1.2609,710.6,0.010768,1,10,0
731.41,5.5721,430.66,0.013937,1,9,682.47,1.311,344.53,0.01279,1,9,0
403.22,5.7459,775.2,0.014137,1,12,354.27,1.4847,689.06,0.012991,1,12,0
514.24,5.6163,775.2,0.01159,1,23,465.3,1.3552,689.06,0.010444,1,23,0
369.52,5.754,409.13,0.024673,1,13,320.57,1.4929,323,0.023526,1,13,0
658.12,5.5541,775.2,0.019389,1,9,609.18,1.293,689.06,0.018243,1,9,0
989.04,5.5202,430.66,0.013666,2,9,940.09,1.259,344.53,0.012519,2,9,0
1075.6,5.4408,409.13,0.0082359,0,0,1026.6,1.1797,323,0.0070892,0,0,0
812.14,5.455,775.2,0.010639,1,9,763.19,1.1939,689.06,0.0094921,1,9,0
1180.7,5.3808,775.2,0.026579,1,10,1131.7,1.1196,689.06,0.025432,1,10,0
1001.3,5.4364,538.33,0.0091039,0,0,952.36,1.1752,452.2,0.0079572,0,0,0
1126.3,5.4065,215.33,0.0062312,0,0,1077.4,1.1453,129.2,0.0050845,0,0,0
1736.1,5.3117,409.13,0.0085128,0,0,1687.2,1.0506,323,0.0073661,0,0,0
1408.1,5.3973,215.33,0.023128,2,12,1359.1,1.1362,129.2,0.021981,2,12,0
1180.2,5.3047,796.73,0.021518,2,11,1131.2,1.0436,710.6,0.020372,2,11,0
1202.2,5.2295,796.73,0.0054973,0,0,1153.2,0.96841,710.6,0.0043506,0,0,0
1415,5.3135,818.26,0.017879,1,11,1366.1,1.0523,732.13,0.016732,1,11,0
1453.7,5.2723,387.6,0.0077194,0,0,1404.8,1.0112,301.46,0.0065727,0,0,0
1292.4,5.1424,818.26,0.012378,1,28,1243.4,0.88123,732.13,0.011231,1,28,0
1391.5,5.1804,818.26,0.017463,1,28,1342.5,0.91928,732.13,0.016316,1,28,0
1635,5.3589,236.87,0.018604,1,19,1586.1,1.0978,150.73,0.017457,1,19,0
1703.6,5.2662,409.13,0.0054998,0,0,1654.7,1.0051,323,0.0043531,0,0,0
1091.4,5.3079,818.26,0.014189,1,25,1042.4,1.0468,732.13,0.013042,1,25,0
1396.3,5.2589,409.13,0.012418,1,15,1347.3,0.99777,323,0.011271,1,15,0
1317.4,5.1575,861.33,0.0069833,0,0,1268.4,0.89636,775.2,0.0058366,0,0,0
1970.2,4.9478,409.13,0.0054652,0,0,1921.3,0.68667,323,0.0043185,0,0,0
2101,4.8758,473.73,0.0030322,0,0,2052,0.61468,387.6,0.0018855,0,0,0
2805.3,4.7522,516.8,0.0056348,0,0,2756.4,0.49103,430.66,0.0044881,0,0,0
4144.6,4.5695,516.8,0.0032113,0,0,4095.7,0.30839,430.66,0.0020646,0,0,0
4148.8,4.5642,516.8,0.0043121,0,0,4099.8,0.30307,430.66,0.0031654,0,0,0
4165.2,4.6824,516.8,0.00094824,0,0,4116.2,0.42128,430.66,0,0,0,0
2190.3,4.9172,193.8,0.0056718,0,0,2141.4,0.6561,107.67,0.0047236,0,0,0
1874.5,4.9195,495.26,0.0015075,0,0,1825.6,0.65835,409.13,0.00055927,0,0,0
1869,5.0074,516.8,0.0033374,0,0,1820.1,0.7463,430.66,0.0023892,0,0,0
2051.9,5.4553,344.53,0.044477,1,12,2002.9,1.1942,258.4,0.043529,1,12,0
1593.4,5.2048,409.13,0.0087379,0,0,1544.4,0.94368,323,0.0077896,0,0,0
1510.8,5.1923,538.33,0.002396,0,0,1461.8,0.93115,452.2,0.0014477,0,0,0
1093,5.2944,473.73,0.0052366,0,0,1044,1.0332,387.6,0.0042884,0,0,0
1658.9,5.0394,452.2,0.010592,1,12,1609.9,0.77827,366.06,0.0096438,1,12,0
1720.2,5.2497,473.73,0.011836,1,20,1671.2,0.9886,387.6,0.010888,1,20,0
2398.4,5.3789,452.2,0.037082,1,24,2349.4,1.1178,366.06,0.036133,1,24,0
1880.8,5.2659,473.73,0.01655,2,9,1831.8,1.0047,387.6,0.015602,2,9,0
1192.8,5.3967,473.73,0.016696,1,23,1143.8,1.1355,387.6,0.015748,1,23,0
1329.1,5.3234,473.73,0.0091552,0,0,1280.2,1.0622,387.6,0.0082069,0,0,0
1724.5,5.2195,689.06,0.0083825,0,0,1675.6,0.95833,602.93,0.0074343,0,0,0
1954.7,5.2155,473.73,0.0059398,0,0,1905.8,0.95435,387.6,0.0049915,0,0,0
1423.1,5.3276,258.4,0.0083047,0,0,1374.1,1.0665,172.27,0.0073564,0,0,0
