@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE unnormalizedSpectralEntropy_delta 	REAL
@ATTRIBUTE normalizedSpectralEntropy_delta REAL
@ATTRIBUTE mostDominantFrequency_delta 	REAL
@ATTRIBUTE class	{0,1}

@DATA
302.03,-4.6948,64.6,224.43,1.2685,0,0
302.03,-4.6948,64.6,224.43,1.2685,0,0
116.99,-4.9493,21.533,80.18,0.19666,21.533,0
116.99,-4.9493,21.533,80.18,0.19666,21.533,0
192.13,-4.6792,21.533,128.84,0.94738,15.226,0
192.13,-4.6792,21.533,128.84,0.94738,15.226,0
289.8,-4.5656,43.066,103.86,1.5538,30.453,0
289.8,-4.5656,43.066,103.86,1.5538,30.453,0
601.55,-4.4692,21.533,270.17,1.1582,0,0
601.55,-4.4692,21.533,270.17,1.1582,0,0
382.68,-4.7612,64.6,319.09,1.337,37.297,0
382.68,-4.7612,64.6,319.09,1.337,37.297,0
69.426,-5.2201,64.6,94.412,0.72185,26.373,0
69.426,-5.2201,64.6,94.412,0.72185,26.373,0
125.9,-4.9608,43.066,145.2,1.4102,30.453,0
125.9,-4.9608,43.066,145.2,1.4102,30.453,0
404.34,-4.4184,21.533,73.418,0.29271,15.226,0
404.34,-4.4184,21.533,73.418,0.29271,15.226,0
152.56,-4.922,64.6,168.55,1.3544,37.297,0
152.56,-4.922,64.6,168.55,1.3544,37.297,0
31.921,-5.1637,64.6,53.757,1.0897,26.373,0
31.921,-5.1637,64.6,53.757,1.0897,26.373,0
333.63,-4.4621,43.066,94.548,0.58267,0,0
333.63,-4.4621,43.066,94.548,0.58267,0,0
85.51,-5.0115,64.6,84.591,0.98456,26.373,0
85.51,-5.0115,64.6,84.591,0.98456,26.373,0
166.26,-4.849,21.533,96.391,0.52058,0,0
166.26,-4.849,21.533,96.391,0.52058,0,0
197.27,-4.8998,64.6,217.85,1.408,37.297,0
197.27,-4.8998,64.6,217.85,1.408,37.297,0
238.53,-5.0332,21.533,194.16,1.7183,21.533,0
238.53,-5.0332,21.533,194.16,1.7183,21.533,0
195.49,-5.6503,64.6,89.373,1.4021,26.373,0
195.49,-5.6503,64.6,89.373,1.4021,26.373,0
156.81,-5.729,43.066,25.984,0.60973,30.453,0
156.81,-5.729,43.066,25.984,0.60973,30.453,0
204.1,-5.5205,21.533,91.192,1.2173,0,0
204.1,-5.5205,21.533,91.192,1.2173,0,0
238.3,-5.1922,43.066,160.09,0.51723,30.453,0
238.3,-5.1922,43.066,160.09,0.51723,30.453,0
-2.2548,-5.3455,43.066,12.14,0.9715,30.453,0
-2.2548,-5.3455,43.066,12.14,0.9715,30.453,0
36.518,-5.3279,64.6,87.676,1.163,26.373,0
36.518,-5.3279,64.6,87.676,1.163,26.373,0
418.74,-4.8378,64.6,140.25,0.46412,37.297,0
418.74,-4.8378,64.6,140.25,0.46412,37.297,0
130.47,-5.2388,21.533,116.15,0.68723,21.533,0
130.47,-5.2388,21.533,116.15,0.68723,21.533,0
211.93,-5.0181,21.533,39.616,0.53244,21.533,0
211.93,-5.0181,21.533,39.616,0.53244,21.533,0
115.66,-5.1259,64.6,95.796,1.0943,26.373,0
115.66,-5.1259,64.6,95.796,1.0943,26.373,0
370.62,-4.5508,43.066,189.29,1.1385,21.533,0
370.62,-4.5508,43.066,189.29,1.1385,21.533,0
309.02,-4.5562,43.066,159.06,0.74452,0,0
309.02,-4.5562,43.066,159.06,0.74452,0,0
206.88,-4.7941,43.066,153.08,1.0889,56.972,0
206.88,-4.7941,43.066,153.08,1.0889,56.972,0
82.483,-5.0509,193.8,32.789,0.20294,0,0
82.483,-5.0509,193.8,32.789,0.20294,0,0
180.81,-4.8104,43.066,94.282,0.76045,56.972,0
180.81,-4.8104,43.066,94.282,0.76045,56.972,0
650.65,-4.2567,21.533,195.97,0.41881,0,0
650.65,-4.2567,21.533,195.97,0.41881,0,0
532.6,-4.3391,21.533,328.1,1.0685,15.226,0
532.6,-4.3391,21.533,328.1,1.0685,15.226,0
246.42,-4.783,43.066,140.96,0.68571,0,0
246.42,-4.783,43.066,140.96,0.68571,0,0
371.34,-4.5357,21.533,133.25,0.35569,15.226,0
371.34,-4.5357,21.533,133.25,0.35569,15.226,0
150.79,-4.8388,21.533,124.47,0.95681,0,0
150.79,-4.8388,21.533,124.47,0.95681,0,0
903.92,-4.3538,21.533,680.89,1.6372,0,0
903.92,-4.3538,21.533,680.89,1.6372,0,0
1408.4,-3.8662,21.533,382.35,0.7615,0,0
1408.4,-3.8662,21.533,382.35,0.7615,0,0
1111.5,-4.0538,21.533,546.19,1.1333,21.533,0
1111.5,-4.0538,21.533,546.19,1.1333,21.533,0
871.66,-4.4998,64.6,260.71,0.57258,0,0
871.66,-4.4998,64.6,260.71,0.57258,0,0
1267.5,-3.9081,21.533,68.533,0.6767,21.533,0
1267.5,-3.9081,21.533,68.533,0.6767,21.533,0
864.25,-4.2655,21.533,664.44,1.4206,21.533,0
864.25,-4.2655,21.533,664.44,1.4206,21.533,0
245.82,-4.8544,64.6,223.46,1.0202,0,0
245.82,-4.8544,64.6,223.46,1.0202,0,0
457.98,-4.6943,21.533,176.5,0.33166,21.533,0
457.98,-4.6943,21.533,176.5,0.33166,21.533,0
381.87,-4.9013,21.533,115.33,0.66032,0,0
381.87,-4.9013,21.533,115.33,0.66032,0,0
388.32,-4.8722,21.533,75.761,0.37942,0,0
388.32,-4.8722,21.533,75.761,0.37942,0,0
352.31,-4.8422,21.533,115.72,0.80849,21.533,0
352.31,-4.8422,21.533,115.72,0.80849,21.533,0
464.34,-4.6022,64.6,373.76,1.0926,0,0
464.34,-4.6022,64.6,373.76,1.0926,0,0
954.01,-4.3234,21.533,396.19,0.67501,21.533,0
954.01,-4.3234,21.533,396.19,0.67501,21.533,0
793.4,-4.3914,21.533,452.25,1.0954,0,0
793.4,-4.3914,21.533,452.25,1.0954,0,0
438.44,-4.8699,21.533,304.87,1.4732,21.533,0
438.44,-4.8699,21.533,304.87,1.4732,21.533,0
299.69,-5.0941,107.67,176.69,0.37188,0,0
299.69,-5.0941,107.67,176.69,0.37188,0,0
306.7,-5.1189,21.533,107.42,0.60507,30.453,0
306.7,-5.1189,21.533,107.42,0.60507,30.453,0
224.44,-5.2371,21.533,101.61,0.69904,0,0
224.44,-5.2371,21.533,101.61,0.69904,0,0
398.7,-4.9323,21.533,194.41,0.74163,34.047,0
398.7,-4.9323,21.533,194.41,0.74163,34.047,0
34.859,-5.4601,129.2,50.606,0.50685,0,0
34.859,-5.4601,129.2,50.606,0.50685,0,0
251.76,-5.0264,21.533,98.398,0.7847,15.226,0
251.76,-5.0264,21.533,98.398,0.7847,15.226,0
111.77,-5.2151,107.67,66.939,0.3651,0,0
111.77,-5.2151,107.67,66.939,0.3651,0,0
171.59,-5.0775,21.533,121.28,1.0123,0,0
171.59,-5.0775,21.533,121.28,1.0123,0,0
283.22,-4.8115,107.67,222.09,1.1169,0,0
283.22,-4.8115,107.67,222.09,1.1169,0,0
519.91,-4.5589,21.533,156.2,0.59626,30.453,0
519.91,-4.5589,21.533,156.2,0.59626,30.453,0
377.08,-4.6555,21.533,205.7,0.75233,30.453,0
377.08,-4.6555,21.533,205.7,0.75233,30.453,0
295.48,-4.8021,107.67,203.26,1.0238,34.047,0
295.48,-4.8021,107.67,203.26,1.0238,34.047,0
97.43,-5.0921,43.066,62.519,0.23347,43.066,0
97.43,-5.0921,43.066,62.519,0.23347,43.066,0
215.25,-4.8235,21.533,163.6,1.013,15.226,0
215.25,-4.8235,21.533,163.6,1.013,15.226,0
346.11,-4.6666,21.533,157.58,0.76065,0,0
346.11,-4.6666,21.533,157.58,0.76065,0,0
358.73,-4.5755,21.533,51.751,0.40862,0,0
358.73,-4.5755,21.533,51.751,0.40862,0,0
331.18,-4.5936,21.533,164.97,0.78884,15.226,0
331.18,-4.5936,21.533,164.97,0.78884,15.226,0
194.39,-4.8465,43.066,115.92,0.62402,0,0
194.39,-4.8465,43.066,115.92,0.62402,0,0
469.43,-4.4329,21.533,309.15,1.0434,15.226,0
469.43,-4.4329,21.533,309.15,1.0434,15.226,0
601.58,-4.3552,21.533,210.83,1.3633,37.297,0
601.58,-4.3552,21.533,210.83,1.3633,37.297,0
321.66,-5.2864,150.73,64.844,1.6269,80.57,0
321.66,-5.2864,150.73,64.844,1.6269,80.57,0
642.23,-4.6128,344.53,193.96,0.24504,0,0
642.23,-4.6128,344.53,193.96,0.24504,0,0
203.11,-5.0348,344.53,203.48,0.93872,202,0
203.11,-5.0348,344.53,203.48,0.93872,202,0
234.54,-4.9629,107.67,71.853,0.29457,112.92,0
234.54,-4.9629,107.67,71.853,0.29457,112.92,0
247.14,-4.9998,107.67,22.506,0.3976,68.094,0
247.14,-4.9998,107.67,22.506,0.3976,68.094,0
238.63,-5.0261,21.533,165.36,0.9625,0,0
238.63,-5.0261,21.533,165.36,0.9625,0,0
476.32,-4.6312,107.67,152.14,0.7277,0,0
476.32,-4.6312,107.67,152.14,0.7277,0,0
335.82,-4.7974,21.533,151.08,0.75777,30.453,0
335.82,-4.7974,21.533,151.08,0.75777,30.453,0
340.39,-4.8706,21.533,122.77,0.59789,30.453,0
340.39,-4.8706,21.533,122.77,0.59789,30.453,0
424.39,-4.6506,107.67,175.79,0.3196,136.19,0
424.39,-4.6506,107.67,175.79,0.3196,136.19,0
194.76,-4.9145,366.06,194.47,0.7078,125.56,0
194.76,-4.9145,366.06,194.47,0.7078,125.56,0
812.75,-4.4467,21.533,479.92,0.98005,15.226,0
812.75,-4.4467,21.533,479.92,0.98005,15.226,0
761.54,-4.4825,344.53,402.26,0.75154,86.133,0
761.54,-4.4825,344.53,402.26,0.75154,86.133,0
387.78,-4.6987,64.6,282.21,0.6276,87.468,0
387.78,-4.6987,64.6,282.21,0.6276,87.468,0
350.79,-4.6501,107.67,122.53,0.57556,48.15,0
350.79,-4.6501,107.67,122.53,0.57556,48.15,0
473.38,-4.5563,21.533,223.69,0.99165,15.226,0
473.38,-4.5563,21.533,223.69,0.99165,15.226,0
139.39,-5.0818,129.2,131.33,1.0818,74.593,0
139.39,-5.0818,129.2,131.33,1.0818,74.593,0
225.89,-5.0169,107.67,225.13,1.3808,198.53,0
225.89,-5.0169,107.67,225.13,1.3808,198.53,0
102.57,-5.2037,107.67,71.569,0.80756,0,0
102.57,-5.2037,107.67,71.569,0.80756,0,0
139.49,-5.0652,21.533,87.308,0.93082,0,0
139.49,-5.0652,21.533,87.308,0.93082,0,0
211.87,-4.8616,107.67,115.64,0.89602,68.094,0
211.87,-4.8616,107.67,115.64,0.89602,68.094,0
265.73,-4.7349,107.67,109.62,0.52733,48.15,0
265.73,-4.7349,107.67,109.62,0.52733,48.15,0
121.43,-4.979,150.73,63.587,0.46805,40.285,0
121.43,-4.979,150.73,63.587,0.46805,40.285,0
199.14,-4.8229,86.133,139.3,0.73407,30.453,0
199.14,-4.8229,86.133,139.3,0.73407,30.453,0
316.32,-4.7556,129.2,76.564,0.56565,52.745,0
316.32,-4.7556,129.2,76.564,0.56565,52.745,0
162.07,-4.9575,129.2,38.27,0.609,37.297,0
162.07,-4.9575,129.2,38.27,0.609,37.297,0
334.39,-4.6059,107.67,87.835,0.45047,34.047,0
334.39,-4.6059,107.67,87.835,0.45047,34.047,0
115.93,-5.0456,107.67,95.489,0.81212,34.047,0
115.93,-5.0456,107.67,95.489,0.81212,34.047,0
177.09,-4.8674,129.2,53.528,0.33973,0,0
177.09,-4.8674,129.2,53.528,0.33973,0,0
83.568,-5.093,107.67,76.682,0.91062,48.15,0
83.568,-5.093,107.67,76.682,0.91062,48.15,0
36.358,-5.193,86.133,43.049,0.91987,30.453,0
36.358,-5.193,86.133,43.049,0.91987,30.453,0
117.54,-5.436,21.533,56.081,1.0154,0,0
117.54,-5.436,21.533,56.081,1.0154,0,0
223.47,-5.0235,21.533,59.489,0.74882,0,0
223.47,-5.0235,21.533,59.489,0.74882,0,0
85.868,-5.2127,21.533,85.886,0.66137,0,0
85.868,-5.2127,21.533,85.886,0.66137,0,0
51.665,-5.1913,21.533,43.983,0.088238,30.453,0
51.665,-5.1913,21.533,43.983,0.088238,30.453,0
10.983,-5.2157,107.67,6.0647,0.47793,34.047,0
10.983,-5.2157,107.67,6.0647,0.47793,34.047,0
44.967,-5.1037,43.066,69.425,1.2001,43.066,0
44.967,-5.1037,43.066,69.425,1.2001,43.066,0
225.35,-4.6513,21.533,160.35,1.0578,15.226,0
225.35,-4.6513,21.533,160.35,1.0578,15.226,0
273.15,-4.6226,21.533,98.565,0.23522,0,0
273.15,-4.6226,21.533,98.565,0.23522,0,0
296.49,-4.6274,21.533,77.259,0.64658,26.373,0
296.49,-4.6274,21.533,77.259,0.64658,26.373,0
232.88,-4.8033,86.133,166.95,1.0629,0,0
232.88,-4.8033,86.133,166.95,1.0629,0,0
57.125,-5.0978,21.533,22.926,0.60382,26.373,0
57.125,-5.0978,21.533,22.926,0.60382,26.373,0
251.29,-4.6602,21.533,132.17,0.89866,30.453,0
251.29,-4.6602,21.533,132.17,0.89866,30.453,0
196.16,-4.7512,107.67,143.72,1.0565,0,0
196.16,-4.7512,107.67,143.72,1.0565,0,0
342,-5.2053,107.67,255.53,0.36225,83.398,0
342,-5.2053,107.67,255.53,0.36225,83.398,0
26.129,-5.382,150.73,34.463,1.2796,80.57,0
26.129,-5.382,150.73,34.463,1.2796,80.57,0
432.91,-4.5969,21.533,296.28,1.3179,37.297,0
432.91,-4.5969,21.533,296.28,1.3179,37.297,0
431.67,-4.6264,21.533,225.89,0.90499,34.047,0
431.67,-4.6264,21.533,225.89,0.90499,34.047,0
196.5,-4.951,129.2,76.159,0.36841,74.593,0
196.5,-4.951,129.2,76.159,0.36841,74.593,0
372.64,-4.6812,107.67,80.426,0.43339,76.131,0
372.64,-4.6812,107.67,80.426,0.43339,76.131,0
231.22,-4.8707,21.533,103.31,0.65293,15.226,0
231.22,-4.8707,21.533,103.31,0.65293,15.226,0
280.31,-4.8562,129.2,138.27,0.96235,98.678,0
280.31,-4.8562,129.2,138.27,0.96235,98.678,0
94.809,-5.2521,172.27,101.3,1.0758,43.066,0
94.809,-5.2521,172.27,101.3,1.0758,43.066,0
63.842,-5.297,150.73,37.44,0.5595,106.58,0
63.842,-5.297,150.73,37.44,0.5595,106.58,0
50.895,-5.3703,323,61.537,0.58694,117.94,0
50.895,-5.3703,323,61.537,0.58694,117.94,0
212.65,-5.1687,64.6,198.79,1.1871,83.398,0
212.65,-5.1687,64.6,198.79,1.1871,83.398,0
422.55,-4.825,107.67,91.071,0.59358,48.15,0
422.55,-4.825,107.67,91.071,0.59358,48.15,0
251.9,-5.0226,107.67,140.36,0.73503,34.047,0
251.9,-5.0226,107.67,140.36,0.73503,34.047,0
266.14,-5.0401,129.2,275.4,1.2364,74.593,0
266.14,-5.0401,129.2,275.4,1.2364,74.593,0
1913.8,-4.1285,21.533,885.49,1.3606,15.226,0
1913.8,-4.1285,21.533,885.49,1.3606,15.226,0
1235.7,-4.3184,21.533,894.37,0.98807,15.226,0
1235.7,-4.3184,21.533,894.37,0.98807,15.226,0
619.21,-4.5807,43.066,403.31,0.46127,0,0
619.21,-4.5807,43.066,403.31,0.46127,0,0
710.37,-4.4113,21.533,289.83,0.39805,15.226,0
710.37,-4.4113,21.533,289.83,0.39805,15.226,0
382.71,-4.6525,21.533,319.09,1.1999,30.453,0
382.71,-4.6525,21.533,319.09,1.1999,30.453,0
178.27,-5.0302,107.67,211.17,1.1731,0,0
178.27,-5.0302,107.67,211.17,1.1731,0,0
882.97,-4.1054,21.533,395.51,1.0899,21.533,0
882.97,-4.1054,21.533,395.51,1.0899,21.533,0
532.59,-4.4515,64.6,75.825,0.71402,0,0
532.59,-4.4515,64.6,75.825,0.71402,0,0
861.38,-3.8763,21.533,376.08,0.8917,21.533,0
861.38,-3.8763,21.533,376.08,0.8917,21.533,0
860.99,-4.0413,21.533,390.17,1.1704,0,0
860.99,-4.0413,21.533,390.17,1.1704,0,0
507.76,-4.5542,21.533,464.03,1.7315,0,0
507.76,-4.5542,21.533,464.03,1.7315,0,0
12.853,-5.3579,21.533,43.28,0.91967,0,0
12.853,-5.3579,21.533,43.28,0.91967,0,0
216.28,-4.8699,21.533,190.35,1.3907,0,0
216.28,-4.8699,21.533,190.35,1.3907,0,0
347.9,-4.5636,21.533,75.14,0.24811,15.226,0
347.9,-4.5636,21.533,75.14,0.24811,15.226,0
248.74,-4.843,43.066,120.59,0.29844,0,0
248.74,-4.843,43.066,120.59,0.29844,0,0
464.83,-4.5268,21.533,219.99,1.1183,15.226,0
464.83,-4.5268,21.533,219.99,1.1183,15.226,0
456.97,-5.3955,21.533,371.54,1.608,98.678,0
456.97,-5.3955,21.533,371.54,1.608,98.678,0
131.6,-6.0243,64.6,55.171,0.53935,52.745,0
131.6,-6.0243,64.6,55.171,0.53935,52.745,0
258.89,-5.718,107.67,199.65,1.5638,48.15,0
258.89,-5.718,107.67,199.65,1.5638,48.15,0
439.52,-5.1689,21.533,267.51,1.5616,30.453,0
439.52,-5.1689,21.533,267.51,1.5616,30.453,0
584.52,-4.7743,21.533,120.13,0.73945,0,0
584.52,-4.7743,21.533,120.13,0.73945,0,0
390.14,-4.9399,21.533,277.38,0.88024,37.297,0
390.14,-4.9399,21.533,277.38,0.88024,37.297,0
190.09,-5.088,150.73,115.13,0.33201,80.57,0
190.09,-5.088,150.73,115.13,0.33201,80.57,0
250.68,-4.9832,107.67,146.88,0.79992,83.398,0
250.68,-4.9832,107.67,146.88,0.79992,83.398,0
362.22,-4.8312,21.533,183.99,0.86988,30.453,0
362.22,-4.8312,21.533,183.99,0.86988,30.453,0
437.58,-4.67,21.533,142.62,0.34553,30.453,0
437.58,-4.67,21.533,142.62,0.34553,30.453,0
455.19,-4.7801,107.67,95.916,0.42146,48.15,0
455.19,-4.7801,107.67,95.916,0.42146,48.15,0
397.16,-4.7443,64.6,236.24,0.91238,0,0
397.16,-4.7443,64.6,236.24,0.91238,0,0
174.16,-5.131,107.67,124.58,0.82225,156.02,0
174.16,-5.131,107.67,124.58,0.82225,156.02,0
218.93,-5.0078,516.8,61.674,0.55966,74.593,0
218.93,-5.0078,516.8,61.674,0.55966,74.593,0
208.91,-5.0059,129.2,141.14,1.0175,162.57,0
208.91,-5.0059,129.2,141.14,1.0175,162.57,0
327.85,-5.2032,107.67,152.56,1.0858,0,0
327.85,-5.2032,107.67,152.56,1.0858,0,0
338.1,-5.09,129.2,89.875,0.72812,37.297,0
338.1,-5.09,129.2,89.875,0.72812,37.297,0
375.63,-4.9949,129.2,230.13,0.88322,37.297,0
375.63,-4.9949,129.2,230.13,0.88322,37.297,0
56.111,-5.4024,107.67,87.527,0.79848,58.971,0
56.111,-5.4024,107.67,87.527,0.79848,58.971,0
102.56,-5.2309,64.6,77.875,0.91781,0,0
102.56,-5.2309,64.6,77.875,0.91781,0,0
174.37,-5.0803,107.67,75.072,0.6009,58.971,0
174.37,-5.0803,107.67,75.072,0.6009,58.971,0
167.21,-5.0887,129.2,82.788,0.7386,37.297,0
167.21,-5.0887,129.2,82.788,0.7386,37.297,0
92.389,-5.2947,129.2,39.67,0.34277,37.297,0
92.389,-5.2947,129.2,39.67,0.34277,37.297,0
133.14,-5.1331,107.67,36.778,0.41638,34.047,0
133.14,-5.1331,107.67,36.778,0.41638,34.047,0
72.071,-5.2271,150.73,39.057,0.50214,0,0
72.071,-5.2271,150.73,39.057,0.50214,0,0
175.47,-5.2296,107.67,224.52,1.0207,48.15,0
175.47,-5.2296,107.67,224.52,1.0207,48.15,0
189.45,-5.364,150.73,106.8,1.3951,0,0
189.45,-5.364,150.73,106.8,1.3951,0,0
138.2,-5.8084,107.67,33.746,1.1084,68.094,0
138.2,-5.8084,107.67,33.746,1.1084,68.094,0
205.93,-5.7871,64.6,147.5,0.91907,0,0
205.93,-5.7871,64.6,147.5,0.91907,0,0
349.49,-5.5165,107.67,93.933,1.101,48.15,0
349.49,-5.5165,107.67,93.933,1.101,48.15,0
256.42,-5.3476,107.67,86.014,0.4968,34.047,0
256.42,-5.3476,107.67,86.014,0.4968,34.047,0
216.6,-4.9533,21.533,53.706,0.51674,0,0
216.6,-4.9533,21.533,53.706,0.51674,0,0
200.9,-5.131,107.67,120.15,1.1093,48.15,0
200.9,-5.131,107.67,120.15,1.1093,48.15,0
72.883,-5.433,64.6,38.715,0.73233,26.373,0
72.883,-5.433,64.6,38.715,0.73233,26.373,0
159.77,-5.3284,129.2,128.95,0.96281,37.297,0
159.77,-5.3284,129.2,128.95,0.96281,37.297,0
281.04,-5.085,86.133,14.597,0.65248,43.066,0
281.04,-5.085,86.133,14.597,0.65248,43.066,0
161.29,-5.1609,86.133,48.645,0.8523,30.453,0
161.29,-5.1609,86.133,48.645,0.8523,30.453,0
310.39,-4.8035,107.67,60.125,0.59991,83.398,0
310.39,-4.8035,107.67,60.125,0.59991,83.398,0
184.58,-5.0111,215.33,62.997,0.19545,48.15,0
184.58,-5.0111,215.33,62.997,0.19545,48.15,0
267.39,-4.8188,129.2,121.23,0.71905,83.398,0
267.39,-4.8188,129.2,121.23,0.71905,83.398,0
294.5,-4.7965,107.67,136.79,0.68306,58.971,0
294.5,-4.7965,107.67,136.79,0.68306,58.971,0
140.32,-5.0133,64.6,104.01,0.73722,37.297,0
140.32,-5.0133,64.6,104.01,0.73722,37.297,0
351.85,-4.9225,732.13,127.95,0.80206,461.33,0
351.85,-4.9225,732.13,127.95,0.80206,461.33,0
258.8,-5.1839,150.73,118.92,0.84594,150.73,0
258.8,-5.1839,150.73,118.92,0.84594,150.73,0
242.56,-5.1986,1033.6,125.7,0.61799,105.49,0
242.56,-5.1986,1033.6,125.7,0.61799,105.49,0
128.52,-5.3308,172.27,100.12,0.5246,142.84,0
128.52,-5.3308,172.27,100.12,0.5246,142.84,0
86.551,-5.3019,796.73,66.748,0.77481,463.09,0
86.551,-5.3019,796.73,66.748,0.77481,463.09,0
231.47,-5.1044,710.6,154.38,0.91983,471.03,0
231.47,-5.1044,710.6,154.38,0.91983,471.03,0
292.48,-4.9704,172.27,126.86,0.68039,86.133,0
292.48,-4.9704,172.27,126.86,0.68039,86.133,0
341.51,-4.9181,796.73,115.71,0.28378,245.04,0
341.51,-4.9181,796.73,115.71,0.28378,245.04,0
370.88,-4.9376,323,162.98,0.13588,276.6,0
370.88,-4.9376,323,162.98,0.13588,276.6,0
484.75,-4.9256,323,371.72,0.92227,58.971,0
484.75,-4.9256,323,371.72,0.92227,58.971,0
940.96,-4.5922,344.53,601.66,0.66938,0,0
940.96,-4.5922,344.53,601.66,0.66938,0,0
1254.2,-4.7304,323,608.98,0.47661,0,0
1254.2,-4.7304,323,608.98,0.47661,0,0
1532.3,-4.6883,344.53,506.56,0.5084,60.905,0
1532.3,-4.6883,344.53,506.56,0.5084,60.905,0
1589.1,-4.6202,344.53,377.84,0.37558,0,0
1589.1,-4.6202,344.53,377.84,0.37558,0,0
1712,-4.7493,344.53,334.52,0.84102,0,0
1712,-4.7493,344.53,334.52,0.84102,0,0
1719.8,-4.918,344.53,308.45,0.12279,182.72,0
1719.8,-4.918,344.53,308.45,0.12279,182.72,0
1822.7,-4.7432,538.33,291.92,0.69472,228.39,0
1822.7,-4.7432,538.33,291.92,0.69472,228.39,0
1813.3,-4.7145,538.33,239.78,0.62603,76.131,0
1813.3,-4.7145,538.33,239.78,0.62603,76.131,0
1886.1,-4.577,516.8,173.74,0.4289,0,0
1886.1,-4.577,516.8,173.74,0.4289,0,0
1845.3,-4.6341,538.33,339.79,0.40755,76.131,0
1845.3,-4.6341,538.33,339.79,0.40755,76.131,0
84.675,-5.2595,107.67,96.036,0.98386,34.047,0
84.675,-5.2595,107.67,96.036,0.98386,34.047,0
145.94,-5.2977,516.8,81.92,0.54793,325.14,0
145.94,-5.2977,516.8,81.92,0.54793,325.14,0
176.64,-5.1462,516.8,70.424,0.6608,182.72,0
176.64,-5.1462,516.8,70.424,0.6608,182.72,0
202.1,-5.128,387.6,78.229,0.52756,232.92,0
202.1,-5.128,387.6,78.229,0.52756,232.92,0
237.2,-5.0376,236.87,161.95,0.78623,71.418,0
237.2,-5.0376,236.87,161.95,0.78623,71.418,0
423.25,-4.8825,344.53,261.63,0.75407,149.19,0
423.25,-4.8825,344.53,261.63,0.75407,149.19,0
560.66,-4.8047,366.06,178.1,0.61974,88.784,0
560.66,-4.8047,366.06,178.1,0.61974,88.784,0
310.1,-5.0424,387.6,260.89,0.94953,64.6,0
310.1,-5.0424,387.6,260.89,0.94953,64.6,0
121.67,-5.1623,387.6,28.794,0.37634,64.6,0
121.67,-5.1623,387.6,28.794,0.37634,64.6,0
323.72,-4.9875,409.13,185.69,0.60483,273.65,0
323.72,-4.9875,409.13,185.69,0.60483,273.65,0
167.86,-5.481,452.2,42.134,0.46304,139.55,0
167.86,-5.481,452.2,42.134,0.46304,139.55,0
73.753,-5.541,473.73,68.075,0.65916,123.7,0
73.753,-5.541,473.73,68.075,0.65916,123.7,0
42.19,-5.6378,387.6,36.268,0.63653,91.358,0
42.19,-5.6378,387.6,36.268,0.63653,91.358,0
11.399,-5.6848,430.66,2.1131,0.1079,263.73,0
11.399,-5.6848,430.66,2.1131,0.1079,263.73,0
41.407,-5.6337,710.6,32.05,0.28923,87.468,0
41.407,-5.6337,710.6,32.05,0.28923,87.468,0
-38.216,-5.7145,452.2,33.634,0.49155,355.79,0
-38.216,-5.7145,452.2,33.634,0.49155,355.79,0
100.61,-5.7183,150.73,86.968,0.33073,312.05,0
100.61,-5.7183,150.73,86.968,0.33073,312.05,0
112.14,-5.7527,1744.2,54.175,0.6871,512.74,0
112.14,-5.7527,1744.2,54.175,0.6871,512.74,0
152.96,-5.5541,452.2,29.786,0.72502,540.48,0
152.96,-5.5541,452.2,29.786,0.72502,540.48,0
123.74,-5.5634,452.2,106.95,0.67924,0,0
123.74,-5.5634,452.2,106.95,0.67924,0,0
337.85,-5.3883,452.2,184.71,0.78655,69.776,0
337.85,-5.3883,452.2,184.71,0.78655,69.776,0
325.7,-5.3338,430.66,117.08,0.86578,68.094,0
325.7,-5.3338,430.66,117.08,0.86578,68.094,0
422.02,-5.1072,430.66,70.103,0.29891,0,0
422.02,-5.1072,430.66,70.103,0.29891,0,0
348.99,-5.2988,430.66,57.9,0.89356,0,0
348.99,-5.2988,430.66,57.9,0.89356,0,0
402.81,-5.4086,430.66,191.45,0.50728,0,0
402.81,-5.4086,430.66,191.45,0.50728,0,0
530.97,-5.394,430.66,198.9,0.19682,0,0
530.97,-5.394,430.66,198.9,0.19682,0,0
253.8,-5.423,430.66,134.8,0.4967,0,0
253.8,-5.423,430.66,134.8,0.4967,0,0
387.78,-5.485,430.66,151.33,0.69629,68.094,0
387.78,-5.485,430.66,151.33,0.69629,68.094,0
135.69,-5.5997,452.2,136.81,0.47458,0,0
135.69,-5.5997,452.2,136.81,0.47458,0,0
111.93,-5.5654,430.66,86.792,0.37348,235.88,0
111.93,-5.5654,430.66,86.792,0.37348,235.88,0
1.0875,-5.6499,710.6,8.07,0.44227,327.28,0
1.0875,-5.6499,710.6,8.07,0.44227,327.28,0
-7.844,-5.6347,732.13,20.068,0.81705,88.784,0
-7.844,-5.6347,732.13,20.068,0.81705,88.784,0
103.77,-5.4129,732.13,114.21,1.0318,307.56,0
103.77,-5.4129,732.13,114.21,1.0318,307.56,0
243.57,-5.2413,473.73,306.57,0.87695,311.3,0
243.57,-5.2413,473.73,306.57,0.87695,311.3,0
89.731,-5.6274,1012.1,95.789,0.59774,208.77,0
89.731,-5.6274,1012.1,95.789,0.59774,208.77,0
