@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralLocPeak REAL
@ATTRIBUTE class	{0,1}

@DATA
2569.9,4.7679,366.06,0.085972,41,1
2145.1,4.8139,366.06,0.079615,41,1
2003.2,4.8205,366.06,0.086806,42,1
2620.4,4.7392,344.53,0.077969,42,1
2316,4.9073,366.06,0.07719,42,1
2158.3,4.8942,366.06,0.086748,42,1
2469.6,4.7913,344.53,0.080448,42,1
2602.7,4.7683,344.53,0.080868,138,1
1937.3,4.8212,366.06,0.093388,42,1
2500.1,4.6737,366.06,0.085692,136,1
2659.6,4.7117,344.53,0.087777,42,1
2307,4.6955,344.53,0.1072,43,1
2680.6,4.7943,344.53,0.096407,44,1
2517.8,4.8949,344.53,0.073739,46,1
2402.9,4.7714,323,0.080766,47,1
2078.2,4.7499,323,0.093574,48,1
1940.2,4.859,323,0.097386,48,1
1380.7,5.0201,323,0.074473,49,1
1249.7,4.9619,323,0.076675,49,1
1540.7,4.8698,323,0.086163,49,1
1354.7,4.8843,323,0.078801,50,1
1654.8,4.8885,323,0.089346,49,1
1533.1,4.9044,323,0.10617,49,1
1712,4.8087,323,0.10409,48,1
1889.1,4.8085,344.53,0.08688,47,1
1985,4.7974,323,0.096777,48,1
2225.3,4.817,323,0.10103,48,1
1783.3,4.9215,323,0.093758,47,1
1708.9,4.7409,344.53,0.098027,46,1
1600.2,4.7664,344.53,0.099367,45,1
1765.2,4.7766,344.53,0.098766,46,1
1859.5,4.7675,344.53,0.090984,46,1
2014.4,4.7671,344.53,0.091782,46,1
1983.9,4.7454,344.53,0.08818,146,1
1808.1,4.8963,323,0.08767,48,1
1650.8,4.9031,323,0.088008,49,1
1723,4.9313,323,0.090999,50,1
1555.9,4.8602,323,0.097646,51,1
1638.8,4.913,323,0.076222,52,1
1638.2,4.916,323,0.071455,52,1
1719,4.9579,301.46,0.085194,51,1
1832.6,4.9041,323,0.085915,52,1
1596.1,4.9254,323,0.091546,51,1
1884.2,4.8022,301.46,0.088952,51,1
1727.9,4.714,323,0.092429,51,1
1424.1,4.9202,323,0.087297,50,1
1769.3,4.8525,323,0.076733,49,1
1619.8,4.6931,323,0.083773,49,1
1580.6,4.6388,323,0.084994,48,1
1549.3,4.548,323,0.090897,48,1
1635.7,4.52,323,0.10579,48,1
1828,4.5151,344.53,0.11094,47,1
1978.1,4.6219,344.53,0.10511,45,1
2229.2,4.4961,344.53,0.10677,43,1
2268.7,4.6616,344.53,0.074559,44,1
1972.9,4.4077,344.53,0.092319,44,1
2226.3,4.4681,344.53,0.10834,43,1
2073.7,4.3517,344.53,0.097147,43,1
2157.3,4.3226,344.53,0.10175,42,1
2193,4.4203,366.06,0.085509,41,1
2308,4.4337,366.06,0.073873,41,1
2492.3,4.4375,366.06,0.085968,40,1
2699.1,4.4177,366.06,0.097142,40,1
2746,4.5918,366.06,0.074224,41,1
2319.3,4.6309,366.06,0.067185,42,1
2684.3,4.62,366.06,0.076341,136,1
2654.2,4.6345,366.06,0.080447,42,1
2714.1,4.6689,366.06,0.07029,42,1
2892.7,4.6196,344.53,0.073433,43,1
2970.1,4.5457,344.53,0.071256,139,1
2600.7,4.6169,344.53,0.085551,43,1
2534.3,4.5855,344.53,0.08621,43,1
2436.6,4.6408,344.53,0.080556,45,1
3919.1,4.9343,323,0.044863,144,1
5924.5,4.8411,344.53,0.03689,47,1
4632.8,4.8481,323,0.032694,149,1
8057.8,4.821,323,0.041799,48,1
7327.9,4.8637,129.2,0.048391,26,1
7570,4.7009,301.46,0.018698,24,1
6760.7,4.6821,129.2,0.017635,55,1
6186.1,4.6904,129.2,0.029549,61,1
5850.3,4.6031,172.27,0.017325,47,1
4648.1,4.7373,602.93,0.024134,71,1
4824.4,4.616,301.46,0.026876,78,1
3980.4,4.4982,301.46,0.017709,29,1
3633.3,5.012,0,0.023234,80,1
3833.7,5.0898,0,0.031861,84,1
2131.9,4.9735,0,0.015189,71,1
2423,4.7737,0,0.01402,67,1
2022.5,4.674,21.533,0.019114,46,1
1503.9,4.8352,21.533,0.0097602,25,1
1559.6,4.6311,193.8,0.0090663,96,1
1730.3,4.6244,624.46,0.011321,56,1
2106.2,4.7526,21.533,0.0058238,81,1
2166.9,5.1618,21.533,0.039224,72,1
3928,5.3954,258.4,0.029796,29,1
2597.8,5.2084,279.93,0.025667,96,1
2413.1,5.0989,258.4,0.020701,34,1
1986.8,4.9352,258.4,0.022412,41,1
1804.8,4.9115,258.4,0.026485,70,1
923.3,5.0569,279.93,0.02116,69,1
416.55,5.2012,559.86,0.0095793,33,1
906.18,4.9446,193.8,0.010283,62,1
454.22,4.91,21.533,0.019961,37,1
462.72,4.9182,172.27,0.0087601,70,1
343.51,4.9199,172.27,0.012915,158,0
150.94,5.0332,279.93,0.0060126,88,0
78.903,4.98,193.8,0.0091089,65,0
55.293,4.971,172.27,0.0053181,72,0
107.45,4.8658,193.8,0.0042041,128,0
15.192,4.8316,193.8,0.0014345,113,0
0,4.8482,172.27,0.0019398,55,0
0,4.9448,172.27,0.0075618,35,0
0,4.9856,495.26,0.00079951,113,0
15.714,4.9162,172.27,0.0022275,85,0
0,5.1063,43.066,0.00047238,90,0
0,5.1439,21.533,0,98,0
62.588,5.0406,473.73,0.0013227,80,0
89.512,4.9987,215.33,0.0038388,109,0
26.041,5.1502,172.27,0.0047517,46,0
34.301,5.0889,301.46,0.0088826,34,0
78.635,5.0291,64.6,0.0069695,48,0
32.202,5.1089,193.8,0.0046211,21,0
7.4967,5.2044,409.13,0.0052697,146,0
131.15,5.1532,64.6,0.011342,96,0
80.446,5.1125,64.6,0.012117,109,0
150.39,5.0154,86.133,0.0093009,111,0
111.91,5.0236,323,0.0049421,115,0
131.63,5.0065,301.46,0.0010529,15,0
108.38,4.9514,323,0.0043338,106,0
85.89,4.9948,495.26,0.007164,37,0
79.522,5.1967,301.46,0.0059793,37,0
80.272,5.2008,150.73,0.0065576,89,0
147.65,5.1494,301.46,0.013845,60,0
176.63,5.0336,323,0.0099025,33,0
208.56,5.0861,129.2,0.011219,34,0
222.81,5.2147,150.73,0.010384,104,0
439.67,5.1927,323,0.023243,51,0
342.29,5.1976,150.73,0.016287,63,0
552.3,5.0325,689.06,0.016009,63,0
502.07,5.1095,710.6,0.026255,60,0
416.8,5.1777,344.53,0.014422,66,0
223.86,5.3256,689.06,0.012184,62,0
273.71,5.2105,689.06,0.014239,119,0
195.78,5.312,323,0.012512,65,0
368.45,5.1153,689.06,0.022702,62,0
555.42,5.1546,344.53,0.012003,118,0
632.39,5.0311,323,0.015406,64,0
458.93,5.0551,689.06,0.0070249,67,0
683.86,4.9815,689.06,0.016052,122,0
603.84,5.0191,452.2,0.0088997,128,0
658.48,5.0032,129.2,0.011793,76,0
1047.4,4.9518,323,0.018536,62,0
859.5,5.0227,129.2,0.020588,52,0
716.32,4.9427,710.6,0.016661,76,0
705.99,4.9075,710.6,0.012851,118,0
830.53,4.9974,732.13,0.01764,117,0
820.96,4.9871,301.46,0.01956,33,0
746.8,4.8388,732.13,0.02136,50,0
843.01,4.8842,732.13,0.015463,116,0
973.16,5.0882,150.73,0.013267,120,0
1005.8,5.0033,323,0.011168,72,0
619.92,5.01,732.13,0.0062875,73,0
819.07,4.9879,323,0.018024,86,0
760.7,4.8705,775.2,0.01585,113,0
1124.6,4.6981,323,0.014532,39,0
1191.1,4.6074,387.6,0.01475,46,0
1736.7,4.5141,430.66,0.020467,45,0
2844.1,4.2385,430.66,0.020859,31,0
2982.6,4.1913,430.66,0.024796,39,0
2540.4,4.4661,430.66,0.015968,23,0
1216.8,4.6942,107.67,0.01521,64,0
1087.2,4.6248,409.13,0.011271,45,0
1114.4,4.7179,430.66,0.014551,136,0
1186.8,5.2107,258.4,0.017058,35,0
878.85,4.9153,323,0.012954,133,0
858.84,4.9254,452.2,0.010218,40,0
604.98,4.9879,387.6,0.0070164,89,0
979.99,4.7639,366.06,0.011228,56,0
989.62,4.9681,387.6,0.013431,47,0
1415.2,5.0885,366.06,0.028319,43,0
1100.8,4.9661,387.6,0.016627,15,0
656.37,5.0641,387.6,0.01063,84,0
759.42,5.0229,387.6,0.0089603,51,0
991.35,4.9023,602.93,0.022414,70,0
1110,4.9286,387.6,0.024317,53,0
807.62,5.0371,172.27,0.018199,16,0
1288.2,4.9781,366.06,0.016729,40,0
1503.1,4.9878,366.06,0.027608,40,0
1154.7,4.994,968.99,0.022095,72,0
745.01,5.1278,947.46,0.023748,33,0
1272.7,5.1167,344.53,0.023067,74,0
1263.3,4.953,344.53,0.026322,75,0
765.47,5.1082,323,0.022818,22,0
752.67,5.0654,624.46,0.019191,13,0
610.77,5.1063,129.2,0.0084608,36,0
459.15,5.1691,301.46,0.01358,76,0
344.01,5.268,452.2,0.010091,39,0
463.64,5.1724,301.46,0.015549,50,0
586.39,5.1772,667.53,0.014359,125,0
771.19,5.0532,624.46,0.024706,135,0
784.87,4.9819,323,0.01638,9,0
616.27,5.1328,193.8,0.0098473,9,0
1154.1,5.273,129.2,0.028788,33,0
663.81,5.122,150.73,0.017795,128,0
626.13,5.1282,323,0.015194,60,0
480.54,5.124,43.066,0.012959,76,0
297.05,5.2217,21.533,0.0068022,113,0
306,5.0902,21.533,0.0089111,58,0
412.23,4.7896,301.46,0.018087,37,0
325.28,4.9372,323,0.019424,52,0
181.79,5.0622,43.066,0.0046331,39,0
209.59,5.2119,279.93,0.010511,83,0
209.91,5.2096,43.066,0.012626,46,0
170.91,5.1557,43.066,0.012433,56,0
127.79,5.22,732.13,0.0098495,111,0
119.11,5.2407,129.2,0.011491,82,0
93.388,5.2601,43.066,0.0090605,75,0
117.9,5.1672,323,0.0044931,58,0
204.13,5.2336,64.6,0.013266,70,0
161.16,5.2153,21.533,0.0044287,45,0
250.84,5.0073,21.533,0.015619,74,0
455.44,4.9598,839.79,0.018849,40,0
477.87,4.955,839.79,0.012362,113,0
340.98,5.1114,64.6,0.012777,142,0
413.23,4.9827,366.06,0.01081,38,0
412.99,5.0454,366.06,0.017366,41,0
242.48,5.1545,344.53,0.012837,40,0
344.74,5.2102,21.533,0.0090672,104,0
169.52,5.2794,21.533,0.017407,37,0
271.76,5.2777,366.06,0.013921,54,0
154.73,5.3159,602.93,0.012372,75,0
169.81,5.1286,624.46,0.010586,87,0
123.91,5.2018,344.53,0.004153,81,0
58.649,5.2612,366.06,0.007584,48,0
202.98,5.0345,236.87,0.0056791,22,0
364.29,5.1535,258.4,0.011997,51,0
435.81,5.0408,43.066,0.017431,144,0
395.06,5.0712,193.8,0.0085544,143,0
339.73,5.0858,323,0.011178,44,0
252.62,5.1242,43.066,0.017742,51,0
230.47,5.135,387.6,0.017221,53,0
259.29,5.1538,581.4,0.010593,18,0
411.91,5.0925,538.33,0.0077022,43,0
311.11,5.122,21.533,0.010891,54,0
294.92,5.1434,172.27,0.010144,85,0
219.57,5.2044,602.93,0.013494,72,0
291.61,5.1042,409.13,0.014572,102,0
317.73,5.1031,301.46,0.0059681,52,0
394.53,5.127,366.06,0.010655,115,0
296.34,5.1713,387.6,0.015113,76,0
275.16,5.2049,301.46,0.013866,23,0
215.49,5.2107,344.53,0.0095681,24,0
257.17,5.1427,624.46,0.0073899,71,0
141.97,5.1663,366.06,0.012707,25,0
325.53,5.2943,64.6,0.013076,91,0
374.83,5.3401,1658.1,0.023251,25,0
411.9,5.1458,366.06,0.015407,34,0
367.78,5.196,366.06,0.015162,47,0
711.03,5.0386,366.06,0.015266,25,0
664.48,4.9926,344.53,0.01311,47,0
776.48,4.7891,344.53,0.020663,47,0
721.48,4.9296,344.53,0.021679,72,0
814.81,5.1069,344.53,0.014658,47,0
1016.7,5.0241,344.53,0.02264,59,0
614.45,5.0625,344.53,0.015402,50,0
782.36,5.1617,344.53,0.018884,49,0
415.02,5.259,366.06,0.023559,29,0
357.14,5.2682,344.53,0.015888,60,0
180.85,5.2915,624.46,0.015104,136,0
192.41,5.2185,646,0.011333,21,0
267.41,5.0549,646,0.01389,69,0
421.97,4.8987,387.6,0.011567,43,0
1478.4,5.4684,236.87,0.028153,73,0
1992.6,5.4278,193.8,0.027937,76,0
1621,5.3218,387.6,0.014719,149,0
1393.5,5.1312,387.6,0.017492,54,0
1201.4,5.1643,667.53,0.022826,125,1
1512.5,5.0418,624.46,0.013987,119,1
1112.9,4.9835,689.06,0.029844,121,1
802.04,5.1127,732.13,0.022041,107,1
1738.9,4.8151,559.86,0.020187,7,1
1566.1,4.6501,624.46,0.021509,67,1
1012.3,4.9278,344.53,0.03465,59,1
1178.3,4.8079,344.53,0.051895,53,1
984.45,4.7657,366.06,0.053668,49,1
1329.8,4.5566,366.06,0.05207,49,1
1120.4,4.5969,366.06,0.056282,49,1
1286.7,4.6524,366.06,0.050723,49,1
1091.7,4.7633,366.06,0.058665,50,1
851.28,4.8618,366.06,0.050694,51,1
789.51,4.9442,344.53,0.049605,53,1
1275,5.0767,344.53,0.047637,58,1
1300.7,5.1108,323,0.031774,59,1
948.65,5.0671,323,0.035136,65,1
1080,5.0171,667.53,0.02448,53,1
1083.3,5.0253,646,0.025187,72,1
1176.9,4.8547,602.93,0.029572,77,1
1187.4,4.838,581.4,0.033466,85,1
990.73,4.8853,559.86,0.030472,89,1
997.3,4.8988,538.33,0.023575,95,1
1112.8,4.9785,473.73,0.031772,40,1
886.63,5.0452,452.2,0.021319,121,1
1053.7,5.0274,430.66,0.016783,33,1
774.78,5.1032,387.6,0.016691,67,1
785.87,5.1015,387.6,0.021505,25,1
1048.5,5.0762,387.6,0.021837,34,1
996.83,5.0259,387.6,0.023675,140,1
1077.1,5.0392,602.93,0.012302,17,1
855.06,5.0568,387.6,0.012719,86,1
823.73,5.1259,366.06,0.01674,45,1
636.09,5.0636,602.93,0.012685,141,1
610.16,5.0739,624.46,0.02185,95,1
740.58,5.058,387.6,0.021695,137,1
1057.4,4.8867,409.13,0.022352,134,1
973.68,5.0061,538.33,0.017239,33,1
828.04,4.9732,538.33,0.021972,92,1
821.87,4.9377,409.13,0.018588,32,1
714.53,5.1621,430.66,0.020208,123,1
975.92,5.0113,430.66,0.022559,124,1
719.65,5.0985,430.66,0.027552,120,1
799.11,4.9734,452.2,0.031326,120,1
770.26,5.3146,452.2,0.030041,114,1
1218.6,5.2457,430.66,0.025389,121,1
1015.7,5.2266,473.73,0.019648,117,1
1284.7,5.1065,559.86,0.02198,74,1
1925,4.9715,387.6,0.024129,51,1
3658.7,4.4892,452.2,0.054297,124,1
3722.8,4.2431,430.66,0.051476,34,1
2911.4,4.3315,409.13,0.048289,34,1
4077.8,4.2428,430.66,0.053219,28,1
4670.4,4.4053,473.73,0.076305,25,1
6804.6,4.4445,473.73,0.060812,23,1
6356.7,4.044,473.73,0.070137,24,1
6245.3,4.3544,473.73,0.073898,26,1
6074.2,4.3802,452.2,0.072267,110,1
4948.3,4.3291,452.2,0.08317,29,1
4469.3,4.4276,430.66,0.093202,31,1
3647.9,4.7228,430.66,0.077384,34,1
2770,4.6383,409.13,0.07664,36,1
2963.5,4.6091,409.13,0.073334,38,1
2568.8,4.8706,387.6,0.06035,39,1
2132.7,5.0141,366.06,0.057528,41,1
2409.7,4.8976,366.06,0.065676,44,1
2326,5.0636,366.06,0.063406,46,1
2173.2,5.0612,366.06,0.044223,46,1
2049.3,4.8763,366.06,0.060476,46,1
1857,4.7648,366.06,0.061272,46,1
1908.1,4.802,366.06,0.053173,45,1
2090.9,4.7137,366.06,0.062955,46,1
1748.5,4.6843,366.06,0.067197,47,1
1804.1,4.61,344.53,0.054446,48,1
2103.4,4.8287,344.53,0.045756,150,1
1674.7,5.0242,344.53,0.042999,49,1
1896.8,4.9632,344.53,0.051665,151,1
2034.3,4.884,344.53,0.042852,48,1
1980.4,4.7315,344.53,0.046265,48,1
2173.7,4.8497,344.53,0.043647,148,1
2252.6,4.9197,366.06,0.063687,47,1
2297.1,4.7163,366.06,0.064398,45,1
2785.6,4.4248,366.06,0.061965,45,1
3259.2,4.4929,366.06,0.059437,45,1
2755.1,4.7133,366.06,0.061442,44,1
1961.5,4.8776,387.6,0.047591,41,1
2501.2,4.899,387.6,0.043564,41,1
2601.3,4.9966,387.6,0.056067,41,1
2801.6,4.9757,387.6,0.057158,40,1
2926.4,4.8666,387.6,0.06483,40,1
2231.9,4.8545,387.6,0.078706,39,1
2478.8,4.6808,387.6,0.071907,38,1
2863.2,4.8751,409.13,0.067245,37,1
3530.9,4.7905,409.13,0.062033,36,1
3600.9,4.7044,409.13,0.060631,35,1
4521.2,4.9672,409.13,0.052999,35,1
4579.5,5.0657,409.13,0.043539,35,1
4470,4.9627,409.13,0.035185,124,1
4894.2,4.9365,409.13,0.045462,32,1
4584.4,4.9897,409.13,0.052744,32,1
5710.3,4.9759,409.13,0.041744,36,1
5195.7,4.9346,409.13,0.047042,39,1
4481.5,4.8719,409.13,0.032401,36,1
4286.4,4.8308,409.13,0.041417,40,1
3913,4.7916,409.13,0.046728,127,1
3546.3,4.6918,387.6,0.046076,39,1
3191.1,4.6419,387.6,0.051836,39,1
3359.7,4.6441,387.6,0.04984,40,1
3356,4.5482,387.6,0.042101,40,1
4156.7,4.1272,387.6,0.039781,40,1
4216,4.0538,387.6,0.044304,40,1
5042.3,4.4022,387.6,0.063431,40,1
4445.6,4.2481,387.6,0.04965,41,1
4195.8,4.4025,366.06,0.038105,43,1
3494.8,4.4114,366.06,0.042159,39,1
2193.4,4.4121,344.53,0.038502,40,1
3006.4,5.0619,323,0.032528,62,1
2379.2,5.2177,882.86,0.018354,39,1
1972.8,5.1852,904.39,0.016328,39,1
1405.9,5.2171,301.46,0.016693,58,1
1125.3,5.2017,904.39,0.012953,42,0
1247.8,5.3836,775.2,0.031497,67,0
1786.7,5.317,1442.7,0.02903,31,0
1056.9,5.3558,1162.8,0.025247,45,0
854.7,5.3796,473.73,0.012107,32,0
658.52,5.4124,193.8,0.022938,103,0
673.28,5.3678,839.79,0.01882,49,0
438.35,5.4495,409.13,0.012662,79,0
554.48,5.3322,882.86,0.015937,31,0
478.37,5.3011,366.06,0.014431,119,0
388.41,5.2971,904.39,0.018995,35,0
480.66,5.2146,904.39,0.015582,82,0
318.71,5.2471,215.33,0.0091221,82,0
487.38,5.1966,947.46,0.012735,74,0
281.48,5.1958,882.86,0.015099,41,0
172.15,5.2812,301.46,0.0069484,39,0
367.58,5.2343,258.4,0.013367,117,0
261.38,5.2135,1033.6,0.0082892,54,0
117.09,5.3429,968.99,0.011469,115,0
53.255,5.3789,301.46,0.0074685,25,0
81.421,5.3597,150.73,0.0081827,115,0
87.361,5.4188,387.6,0.0069159,31,0
142.44,5.4603,1184.3,0.014025,13,0
119.07,5.3964,0,0.0071658,13,0
82.886,5.3681,21.533,0.0030127,151,0
105.69,5.3913,0,0.0090791,66,0
81.636,5.3463,21.533,0.0065708,74,0
120.89,5.3794,301.46,0.01161,46,0
151.06,5.281,301.46,0.0083305,45,0
251.33,5.4235,323,0.011414,27,0
754.23,5.6564,301.46,0.022066,27,0
484.23,5.5787,301.46,0.020297,61,0
534.58,5.4601,366.06,0.017881,69,0
520.96,5.442,366.06,0.021373,36,0
436.32,5.4021,344.53,0.014979,71,0
456.13,5.216,323,0.018025,77,0
373.66,5.2651,646,0.024052,52,0
393.28,5.1357,646,0.016868,66,0
439.42,4.9629,646,0.012726,66,0
346.68,5.1094,646,0.0044957,78,0
517.89,4.956,624.46,0.012388,66,0
716.98,4.9049,602.93,0.018933,75,0
555.32,5.2401,602.93,0.0080918,141,0
807.85,5.261,624.46,0.020702,62,0
583.34,5.3063,624.46,0.01293,62,0
250.15,5.4114,624.46,0.006475,123,0
400.44,5.5542,279.93,0.026274,57,0
291.73,5.4578,1033.6,0.016466,40,0
377.93,5.2706,624.46,0.014746,133,0
144.49,5.3793,624.46,0.013192,135,0
340.11,5.3031,279.93,0.02031,80,0
627.62,5.3136,1485.8,0.014239,33,1
1061.1,5.3344,538.33,0.01757,88,1
3026.6,5.2663,387.6,0.028226,41,1
3969.9,4.8832,409.13,0.047332,33,1
4003.1,5.0739,452.2,0.028977,28,1
3162.9,5.1233,409.13,0.028044,32,1
4181.1,4.7291,516.8,0.01725,27,1
4363.5,4.5896,452.2,0.030655,8,1
3118.4,4.7921,430.66,0.070281,33,1
2904.8,4.8953,409.13,0.094883,34,1
2774.1,5.0408,409.13,0.064793,37,1
1957,5.1645,366.06,0.033748,49,1
1516.9,5.1552,667.53,0.02221,62,1
1249.4,5.3153,646,0.017509,118,1
1022.9,5.3355,646,0.027162,25,1
644.74,5.3184,646,0.011566,75,1
612.07,5.4274,279.93,0.018146,84,1
448.65,5.33,279.93,0.012478,84,0
352.84,5.245,279.93,0.0096391,50,0
847.1,5.2407,279.93,0.01023,68,0
1910.2,5.2435,2368.7,0.014898,90,0
1100.4,5.3764,947.46,0.014009,34,0
689.53,5.3663,107.67,0.011337,62,0
659.02,5.3781,236.87,0.014571,61,0
690.35,5.4564,258.4,0.017136,71,0
599.57,5.3433,258.4,0.018695,66,0
360.53,5.3803,258.4,0.0188,82,0
496.19,5.2672,236.87,0.013285,97,0
868.53,4.9107,344.53,0.012897,55,0
994.22,4.5631,366.06,0.019301,146,0
1068.4,4.6665,366.06,0.019947,145,0
700.17,5.0438,366.06,0.0068465,38,0
779.91,5.0228,366.06,0.01825,34,0
926,4.8422,387.6,0.01044,58,0
746.19,4.9189,366.06,0.01109,138,0
686.4,4.9504,344.53,0.014656,55,0
589.31,4.9271,366.06,0.016123,137,0
759.71,4.7582,366.06,0.017648,145,0
944.19,4.7515,366.06,0.017005,34,0
697.39,4.9351,366.06,0.016085,52,0
516.24,5.0106,366.06,0.0038221,35,0
621.11,4.8407,366.06,0.014277,54,0
558.8,4.9608,344.53,0.0080284,23,0
591.32,4.8869,366.06,0.0066211,31,0
881.05,4.7849,344.53,0.0084249,68,0
983.5,4.8372,344.53,0.0088996,48,0
1128.4,4.6326,366.06,0.003854,57,0
825.57,4.7643,366.06,0.0042404,143,0
796.7,4.6842,344.53,0,54,0
893.36,4.6351,344.53,0.0019153,42,0
612.72,4.7615,129.2,0.0072095,35,0
476.45,4.8487,129.2,0.0081069,49,0
273.01,4.7543,150.73,0.0043117,40,0
211,4.958,323,0.0055365,24,0
225.7,4.9551,366.06,0.0042352,54,0
219.08,4.9672,150.73,0,135,0
47.604,5.1205,129.2,0.0034441,63,0
72.427,5.0775,150.73,0.0053811,73,0
111.83,4.9247,387.6,0.0082182,108,0
94.2,5.0038,344.53,0.00402,41,0
277.8,4.808,366.06,0.0076944,43,0
344.41,4.7068,387.6,0.0054098,34,0
237.3,4.8498,344.53,0.0064876,99,0
203.07,4.9739,366.06,0.001399,49,0
373.73,4.7751,366.06,0.0058015,24,0
539.01,4.6844,473.73,0.010722,23,0
230.22,4.9762,150.73,0.0037347,117,0
493.63,4.73,452.2,0.01026,101,0
247.78,4.8972,947.46,0.010805,23,0
582.99,4.7554,193.8,0.011418,25,0
280.83,4.8898,1055.1,0.0028429,74,0
402.67,4.8752,968.99,0.013135,25,0
286.16,4.8645,150.73,0,35,0
