@relation 'featureMatrix-weka.filters.unsupervised.attribute.Remove-R1,3-4'

@attribute cepstralMostDominantPeak_min numeric
@attribute class {0,1}

@data
0.009066,1
0.011321,1
0.005824,1
0.039224,1
0.029796,1
0.025667,1
0.020701,1
0.022412,1
0.026485,1
0.02116,1
0.009579,1
0.010283,1
0.019961,1
0.00876,1
0.012915,0
0.006013,0
0.009109,0
0.005318,0
0.004204,0
0.001435,0
0.00194,0
0.007562,0
0.0008,0
0.002228,0
0.000472,0
0,0
0.001323,0
0.003839,0
0.004752,0
0.008883,0
0.00697,0
0.004621,0
0.00527,0
0.011342,0
0.012117,0
0.009301,0
0.004942,0
0.001053,0
0.004334,0
0.007164,0
0.005979,0
0.006558,0
0.013845,0
0.009903,0
0.011219,0
0.010384,0
0.023243,0
0.016287,0
0.016009,0
0.026255,0
0.014422,0
0.012184,0
0.014239,0
0.012512,0
0.022702,0
0.012003,0
0.015406,0
0.007025,0
0.016052,0
0.0089,0
0.011793,0
0.018536,0
0.020588,0
0.016661,0
0.012851,0
0.01764,0
0.01956,0
0.02136,0
0.015463,0
0.013267,0
0.011168,0
0.006288,0
0.018024,0
0.01585,0
0.014532,0
0.01475,0
0.020467,0
0.020859,0
0.024796,0
0.015968,0
0.01521,0
0.011271,0
0.014551,0
0.017058,0
0.012954,0
0.010218,0
0.007016,0
0.011228,0
0.013431,0
0.028319,0
0.016627,0
0.01063,0
0.00896,0
0.022414,0
0.024317,0
0.018199,0
0.016729,0
0.027608,0
0.022095,0
0.023748,0
0.023067,0
0.026322,0
0.022818,0
0.019191,0
0.008461,0
0.01358,0
0.010091,0
0.015549,0
0.014359,0
0.024706,0
0.01638,0
0.009847,0
0.028788,0
0.017795,0
0.015194,0
0.012959,0
0.006802,0
0.008911,0
0.018087,0
0.019424,0
0.004633,0
0.010511,0
0.012626,0
0.012433,0
0.00985,0
0.011491,0
0.009061,0
0.004493,0
0.013266,0
0.004429,0
0.015619,0
0.018849,0
0.012362,0
0.012777,0
0.01081,0
0.017366,0
0.012837,0
0.009067,0
0.017407,0
0.013921,0
0.012372,0
0.010586,0
0.004153,0
0.007584,0
0.005679,0
0.011997,0
0.017431,0
0.008554,0
0.011178,0
0.017742,0
0.017221,0
0.010593,0
0.007702,0
0.010891,0
0.010144,0
0.013494,0
0.014572,0
0.005968,0
0.010655,0
0.015113,0
0.013866,0
0.009568,0
0.00739,0
0.012707,0
0.013076,0
0.023251,0
0.015407,0
0.015162,0
0.015266,0
0.01311,0
0.020663,0
0.021679,0
0.014658,0
0.02264,0
0.015402,0
0.018884,0
0.023559,0
0.015888,0
0.015104,0
0.011333,0
0.01389,0
0.011567,0
0.028153,0
0.027937,0
0.014719,0
0.017492,0
0.022826,1
0.013987,1
0.029844,1
0.022041,1
0.020187,1
0.021509,1
0.03465,1
0.051895,1
0.053668,1
0.05207,1
0.056282,1
0.050723,1
0.058665,1
0.050694,1
0.049605,1
0.047637,1
0.031774,1
0.035136,1
0.02448,1
0.025187,1
0.029572,1
0.033466,1
0.030472,1
0.023575,1
0.031772,1
0.021319,1
0.016783,1
0.016691,1
0.021505,1
0.021837,1
0.023675,1
0.012302,1
0.012719,1
0.01674,1
0.012685,1
0.02185,1
0.021695,1
0.022352,1
0.017239,1
0.021972,1
0.018588,1
0.020208,1
0.022559,1
0.027552,1
0.031326,1
0.030041,1
0.025389,1
0.019648,1
0.02198,1
0.024129,1
0.054297,1
0.051476,1
0.048289,1
0.053219,1
0.076305,1
0.060812,1
0.070137,1
0.073898,1
0.072267,1
0.08317,1
0.093202,1
0.077384,1
0.07664,1
0.073334,1
0.06035,1
0.057528,1
0.065676,1
0.063406,1
0.044223,1
0.060476,1
0.061272,1
0.053173,1
0.062955,1
0.067197,1
0.054446,1
0.045756,1
0.042999,1
0.051665,1
0.042852,1
0.046265,1
0.043647,1
0.063687,1
0.064398,1
0.061965,1
0.059437,1
0.061442,1
0.047591,1
0.043564,1
0.056067,1
0.057158,1
0.06483,1
0.078706,1
0.071907,1
0.067245,1
0.062033,1
0.060631,1
0.052999,1
0.043539,1
0.035185,1
0.045462,1
0.052744,1
0.041744,1
0.047042,1
0.032401,1
0.041417,1
0.046728,1
0.046076,1
0.051836,1
0.04984,1
0.042101,1
0.039781,1
0.044304,1
0.063431,1
0.04965,1
0.038105,1
0.042159,1
0.038502,1
0.032528,1
0.018354,1
0.016328,1
0.016693,1
0.012953,0
0.031497,0
0.02903,0
0.025247,0
0.012107,0
0.022938,0
0.01882,0
0.012662,0
0.015937,0
0.014431,0
0.018995,0
0.015582,0
0.009122,0
0.012735,0
0.015099,0
0.006948,0
0.013367,0
0.008289,0
0.011469,0
0.007469,0
0.008183,0
0.006916,0
0.014025,0
0.007166,0
0.003013,0
0.009079,0
0.006571,0
0.01161,0
0.008331,0
0.011414,0
0.022066,0
0.020297,0
0.017881,0
0.021373,0
0.014979,0
0.018025,0
0.024052,0
0.016868,0
0.012726,0
0.004496,0
0.012388,0
0.018933,0
0.008092,0
0.020702,0
0.01293,0
0.006475,0
0.026274,0
0.016466,0
0.014746,0
0.013192,0
0.02031,0
0.014239,1
0.01757,1
0.028226,1
0.047332,1
0.028977,1
0.028044,1
0.01725,1
0.030655,1
0.070281,1
0.094883,1
0.064793,1
0.033748,1
0.02221,1
0.017509,1
0.027162,1
0.011566,1
0.018146,1
0.012478,0
0.009639,0
0.01023,0
0.014898,0
0.014009,0
0.011337,0
0.014571,0
0.017136,0
0.018695,0
0.0188,0
0.013285,0
0.012897,0
0.019301,0
0.019947,0
0.006847,0
0.01825,0
0.01044,0
0.01109,0
0.014656,0
0.016123,0
0.017648,0
0.017005,0
0.016085,0
0.003822,0
0.014277,0
0.008028,0
0.006621,0
0.008425,0
0.0089,0
0.003854,0
0.00424,0
0,0
0.001915,0
0.00721,0
0.008107,0
0.004312,0
0.005537,0
0.004235,0
0,0
0.003444,0
0.005381,0
0.008218,0
0.00402,0
0.007694,0
0.00541,0
0.006488,0
0.001399,0
0.005802,0
0.010722,0
0.003735,0
0.01026,0
0.010805,0
0.011418,0
0.002843,0
0.013135,0
0,0
0.006624,0
0.009308,0
0.004113,0
0.018309,0
0.013206,0
0.01128,0
0.011403,0
0.016796,0
0.00572,0
0.00614,0
0.013483,0
0.014841,0
0.003191,0
0.014473,0
0.005721,0
0.003735,0
0.002502,0
0.003018,0
0.006684,0
0.006655,0
0.015508,0
0.00401,0
0.004699,0
0.013277,0
0.00488,0
0.007754,0
0.008852,0
0.013047,0
0.013501,0
0.017224,0
0.016169,0
0.026971,0
0.021067,0
0.015926,0
0.012382,0
0.019178,0
0.018906,0
0.004501,0
0.009294,0
0.006763,0
0.009208,0
0.003051,0
0.003862,0
0,0
0.013492,0
0.003826,0
0.007304,0
0.006191,0
0.013372,0
0.007027,0
0.006522,0
0.003341,0
0.008971,0
0,0
0.002691,0
0.01336,0
0.007591,0
0.013595,0
0.015452,0
0.012251,0
0.012512,0
0.016339,0
0.01351,0
0.015735,0
0.016837,0
0.013818,1
0.01463,1
0.015464,1
0.018272,1
0.015394,1
0.008992,1
0.020287,1
0.014334,1
0.027183,1
0.008767,1
0.022497,1
0.013499,1
0.01331,1
0.012824,1
0.010742,1
0.015102,1
0.006346,1
0.004515,1
0.014646,1
0.010416,1
0.006508,1
0.012032,1
0.016849,1
0.012959,0
0.006884,0
0.008541,0
0.011525,0
0.012758,0
0.008186,0
0.003566,0
0.004231,0
0.012467,0
0.007487,0
0.013732,0
0.01089,0
0.016999,0
0.014457,0
0.011863,0
0.006809,0
0.013192,0
0.022138,0
0,0
0,0
0.003344,0
0.007884,0
0.006015,1
0.005379,1
0.024304,1
0.039788,1
0.08164,1
0.089553,1
0.095395,1
0.10055,1
0.12743,1
0.12544,1
0.13432,1
0.13602,1
0.13384,1
0.15725,1
0.14304,1
0.16232,1
0.13488,1
0.14902,1
0.14292,1
0.12507,1
0.11596,1
0.10945,1
0.13071,1
0.10998,1
0.1347,1
0.12761,1
0.1125,1
0.11076,1
0.1205,1
0.12538,1
0.10675,1
0.11307,1
0.11379,1
0.11892,1
0.11204,1
0.10938,1
0.1278,1
0.10357,1
0.11585,1
0.12833,1
0.13699,1
0.12841,1
0.13591,1
0.11049,1
0.088461,1
0.066686,1
0.067805,1
0.076973,1
0.062163,1
0.049806,1
0.035494,1
0.03127,1
0.016317,1
0.012343,1
0.006369,1
0.006294,1
0.003669,1
0.002618,0
0.0032,0
0.00171,0
0.002213,0
0.002654,0
0.002936,0
0.004019,0
0.003845,0
0.008823,0
0.006158,0
0.006166,0
0.008039,0
0.002694,0
0.00516,0
0.00435,0
0.006524,0
0.005202,0
0.007126,0
0.004076,0
0,0
0.003512,0
0.000043,0
0.000293,0
0.001614,0
0.002931,0
0.004782,1
0.01564,1
0.056339,1
0.06479,1
0.07621,1
0.09307,1
0.098347,1
0.093464,1
0.092807,1
0.1029,1
0.082379,1
0.098738,1
0.096301,1
0.10398,1
0.10446,1
0.095035,1
0.10022,1
0.1026,1
0.099245,1
0.099541,1
0.10625,1
0.10005,1
0.093541,1
0.09355,1
0.10054,1
0.10154,1
0.099832,1
0.089536,1
0.086439,1
0.091496,1
0.10401,1
0.10526,1
0.11879,1
0.10426,1
0.1083,1
0.10471,1
0.11426,1
0.10259,1
0.10163,1
0.097166,1
0.10153,1
0.11099,1
0.097838,1
0.11565,1
0.11223,1
0.11446,1
0.10549,1
0.098909,1
0.10196,1
0.10201,1
0.10648,1
0.11052,1
0.10382,1
0.11061,1
0.11525,1
0.10564,1
0.10731,1
0.10159,1
0.10447,1
0.10139,1
0.11522,1
0.1216,1
0.10885,1
0.077098,1
0.1111,1
0.11696,1
0.10321,1
0.096156,1
0.085986,1
0.08655,1
0.078495,1
0.087758,1
0.079641,1
0.076611,1
0.088698,1
0.088278,1
0.086872,1
0.089761,1
0.092656,1
0.096925,1
0.090549,1
0.092905,1
0.082064,1
0.09815,1
0.088365,1
0.096106,1
0.087819,1
0.083659,1
0.074512,1
0.07584,1
0.067544,1
0.075803,1
0.062838,1
0.048064,1
0.048441,1
0.023587,1
0.021448,1
0.007401,1
0.00894,1
0.012995,1
0.011381,1
0.008116,1
0.015521,1
0.007202,1
0.016965,1
0.012754,1
0.019013,1
0.014416,1
0.000901,1
0.001154,1
0.006161,1
0.001091,1
0.00437,1
0.001302,1
0.004883,0
0.001376,0
0.006073,0
0.002621,0
0.002629,0
0.006911,0
0.004136,0
0.001164,0
0.004101,0
0.002083,0
0,0
0.002499,0
0.004067,0
0.003949,0
0.004032,0
0.003146,0
0.004442,0
0.004345,0
0.005055,0
0.00495,0
0.00129,0
0.003563,0
0.004019,0
0.003906,0
0.006829,0
0.001528,0
0.004266,0
0.002592,0
0.0086,0
0.009441,0
0.00917,0
0.006079,0
0.007824,0
0.002709,0
0.005302,0
0.003079,0
0.002632,0
0.000986,0
0.000346,0
0.004018,0
0.003078,0
0.007447,0
0.010537,0
0.007909,0
0.007811,0
0.014689,0
0.01708,0
0.016009,0
0.01637,0
0.01487,0
0.021024,0
0.01171,0
0.012735,0
0.012621,0
0.014833,0
0.012428,0
0.010679,0
0.013099,0
0.027574,0
0.024189,0
0.02602,0
0.032183,0
0.021332,0
0.018533,0
0.023753,0
0.015335,0
0.011458,0
0.014479,0
0.010287,0
0.012566,0
0.012031,0
0.010128,0
0.006445,0
0.004014,0
0.002285,0
0.005243,0
0.005102,0
0.009462,0
0.000331,0
0.001565,0
0.001511,0
0.001033,0
0.007032,0
0.00409,0
0.003251,0
0.000576,0
0.003017,0
0.00096,0
0.000541,0
0.003496,0
0.000953,0
0.00009,0
0.002796,0
0.001296,0
0.002006,0
0.003056,0
0.001425,0
0.004222,0
0.000823,0
0,0
0.005319,0
0.003465,0
0,0
0.003082,0
0.000699,0
0.001768,0
0.003745,0
0.003238,0
0.005331,0
0.001496,0
0.000184,0
0.003641,0
0.001118,0
0.003095,0
0.002873,0
0.002321,0
0.000773,0
0.004477,0
0.004711,0
0.008477,0
0.004183,0
0.00222,0
0.004113,0
0.002104,0
0.004305,0
0.007826,0
0.003517,0
0.006008,0
0.005303,0
0.003921,0
0.005314,0
0.004046,0
0.005301,0
0.002309,0
0.007641,0
0.002098,0
0.003664,0
0.005039,0
0.006553,0
0.005865,0
0.005944,0
0.007123,0
0.004146,0
0.008098,0
0.005981,0
0.01089,0
0.006424,0
0.008153,0
0.005826,0
0.006387,0
0.00192,0
0.003168,0
0.000229,0
0.002461,0
0.004003,0
0.000871,0
0.000348,0
0.005447,0
0.006016,0
0.005773,0
0.003732,0
0.008582,0
0.009517,0
0.006804,0
0.007194,0
0.002762,0
0.005853,0
0.002972,0
0.002266,0
0.007693,0
0.006526,0
0.003884,0
0.006047,1
0.022639,1
0.043888,1
0.023378,1
0.030219,1
0.037749,1
0.05372,1
0.081339,1
0.075704,1
0.069925,1
0.069776,1
0.068963,1
0.077923,1
0.072017,1
0.068917,1
0.059992,1
0.063004,1
0.061781,1
0.051284,1
0.05839,1
0.046678,1
0.048133,1
0.051254,1
0.037379,1
0.041772,1
0.023812,1
0.0407,1
0.041019,1
0.038021,1
0.031609,1
0.030597,1
0.012727,1
0.020722,1
0.029619,1
0.036135,1
0.042387,1
0.040578,1
0.043907,1
0.040835,1
0.051543,1
0.053557,1
0.039099,1
0.043691,1
0.048547,1
0.048302,1
0.039247,1
0.048458,1
0.01828,1
0.017444,1
0.031477,1
0.048782,1
0.065434,1
0.056385,1
0.063649,1
0.065615,1
0.06771,1
0.069648,1
0.080752,1
0.12615,1
0.11813,1
0.12262,1
0.096997,1
0.091355,1
0.087767,1
0.083558,1
0.079993,1
0.085899,1
0.095089,1
0.090097,1
0.082309,1
0.089098,1
0.085635,1
0.086309,1
0.088205,1
0.083187,1
0.085549,1
0.081969,1
0.08078,1
0.075961,1
0.073309,1
0.063279,1
0.095252,1
0.092076,1
0.088362,1
0.090511,1
0.090097,1
0.093801,1
0.098128,1
0.087174,1
0.092329,1
0.09754,1
0.098942,1
0.10428,1
0.10235,1
0.098932,1
0.096179,1
0.10198,1
0.093554,1
0.086316,1
0.093173,1
0.091918,1
0.089514,1
0.084345,1
0.082868,1
0.076863,1
0.08523,1
0.081847,1
0.08358,1
0.078973,1
0.064736,1
0.071847,1
0.07641,1
0.079787,1
0.061089,1
0.061382,1
0.059991,1
0.03807,1
0.034176,1
0.017735,1
0.00253,1
0.007687,1
0.004496,0
0.003474,0
0.004767,0
0.005233,0
0.004585,0
0.004601,0
0.005294,0
0.00229,0
0.004526,0
0.005574,0
0.008547,0
0.004701,0
0.001441,0
0.006109,0
0.00175,0
0.002791,0
0.00322,0
0.001643,0
0.002327,0
0.000221,0
0.003852,0
0.002526,0
0.00405,0
0.007775,0
0.001542,0
0.001202,0
0.006901,0
0.006173,0
0.000767,0
0.000292,0
0.004537,0
0.002112,0
0.005161,0
0.002466,0
0.003044,0
0.005523,0
0.005062,0
0.003306,0
0.004517,0
0.006617,0
0.007108,0
0.004155,0
0.002534,0
0.00602,0
0.007341,0
0.006507,0
0.01148,0
0.004538,0
0.005177,0
0.004316,0
0.005491,0
0.004839,1
0.017309,1
0.048392,1
0.058093,1
0.029593,1
0.035187,1
0.015389,1
0.032916,1
0.090506,1
0.13083,1
0.093858,1
0.054858,1
0.031448,1
0.017765,1
0.010097,1
0.009634,1
0.007196,1
0.008248,0
0.009832,0
0.003901,0
0.006218,0
0.005733,0
0.008497,0
0.003122,0
0.001903,0
0.006415,0
0.004958,0
0.005436,0
0.005034,0
0.005693,0
0.009481,0
0.005728,0
0.006328,0
0.004738,0
0.003492,0
0.004121,0
0.004836,0
0.004299,0
0.00883,0
0.004152,0
0.002809,0
0.006635,0
0.004826,0
0.001909,0
0.00424,0
0.009529,0
0.004724,0
0.004896,0
0.003436,0
0.00467,0
0.007902,0
0.002857,0
0.002812,0
0.004139,0
0.00535,0
0.004244,0
0.005091,0
0.005686,0
0.003443,0
0.002467,0
0.00287,0
0.001728,0
0.000823,0
0.00492,0
0.002866,0
0.0005,0
0.002947,0
0.003366,0
0.001919,0
0.00384,0
0.001754,0
0.003237,0
0.004462,0
0.002352,0
0.002486,0
0.00201,0
0.003056,0
0.003465,0
0.00237,0
0.002153,0
0.002618,0
0.001261,0
0.002705,0
0.002453,0
0.003348,0
0.00381,0
0.002165,0
0.004855,0
0.002765,0
0,0
0.002301,0
0.005598,0
0.002358,0
0.004658,0
0.001486,0
0.003695,0
0.002533,0
0.003539,0
0.001111,0
0.001766,0
0.00471,0
0.003982,0
0.006217,0
0.004052,0
0.003323,0
0.00003,0
0.001269,0
0.006178,0
0.003759,0
0.003054,0
0.001228,0
0.004948,0
0.004187,0
0.004464,0
0.001541,0
0.003927,0
0.00731,0
0.00233,0
0.004404,0
0.003095,0
0.004812,0
0.004707,0
0.004285,0
0.00225,0
0.002,0
0.010046,0
0.004674,0
0.003542,0
0.003399,0
0.009294,0
0.001632,0
0.003633,0
0.000648,0
0.006305,0
0.00212,0
0.00417,0
0.006823,0
0.005763,0
0.00346,1
0.003843,1
0.007723,1
0.006668,1
0.011428,1
0.012897,1
0.013157,1
0.019211,1
0.031598,1
0.032387,1
0.031225,1
0.02511,1
0.019036,1
0.00832,1
0.005146,1
0.012729,1
0.004445,1
0.010247,1
0.005258,1
0.008225,1
0.007149,1
0.011592,1
0.006032,1
0.000644,0
0.000289,0
0.002643,0
0.001716,0
0.002775,0
0.004551,0
0.001909,0
0.003677,0
0.002536,0
0.004944,0
0.002338,0
0.004024,0
0.002929,0
0.003161,0
0.002535,0
0.00516,0
0.002636,0
0.003868,0
0,0
0.008182,0
0.006453,0
0.003294,0
0.007694,1
0,1
0.019211,1
0.032711,1
0.071041,1
0.085203,1
0.091723,1
0.096908,1
0.12774,1
0.10403,1
0.12817,1
0.11973,1
0.12702,1
0.14988,1
0.11715,1
0.15103,1
0.11904,1
0.14022,1
0.12657,1
0.11946,1
0.1107,1
0.10261,1
0.11265,1
0.083585,1
0.11262,1
0.12562,1
0.10647,1
0.10939,1
0.11319,1
0.11495,1
0.09852,1
0.10479,1
0.10789,1
0.096816,1
0.11208,1
0.10903,1
0.11629,1
0.10069,1
0.11377,1
0.11414,1
0.13139,1
0.11414,1
0.13511,1
0.10113,1
0.078395,1
0.059698,1
0.056806,1
0.064035,1
0.052129,1
0.03877,1
0.028245,1
0.023485,1
0.013651,1
0.01863,1
0.009438,1
0.000476,1
0.00323,1
0.003883,0
0.001625,0
0.000599,0
0.000511,0
0.000958,0
0.003056,0
0.008652,0
0.008894,0
0.012461,0
0.006032,0
0.010145,0
0.003521,0
0.013957,0
0.004038,0
0.005877,0
0.006416,0
0.007248,0
0.005931,0
0.000128,0
0.004231,0
0.006418,0
0.006421,0
0.009628,0
0.004371,0
0.003219,0
0.00986,1
0.014725,1
0.049435,1
0.051968,1
0.060943,1
0.098486,1
0.097464,1
0.091055,1
0.075201,1
0.092931,1
0.081547,1
0.087495,1
0.09516,1
0.098691,1
0.092899,1
0.08098,1
0.088936,1
0.094984,1
0.096249,1
0.085808,1
0.087323,1
0.076311,1
0.068896,1
0.080878,1
0.083789,1
0.089523,1
0.097168,1
0.086549,1
0.074044,1
0.085877,1
0.094159,1
0.094568,1
0.10684,1
0.088729,1
0.095543,1
0.095405,1
0.099003,1
0.091119,1
0.081997,1
0.08966,1
0.090022,1
0.10312,1
0.10194,1
0.10847,1
0.09575,1
0.10886,1
0.096281,1
0.095188,1
0.095225,1
0.089993,1
0.092851,1
0.10696,1
0.10099,1
0.098872,1
0.10835,1
0.095478,1
0.10233,1
0.098751,1
0.10396,1
0.096812,1
0.10106,1
0.10693,1
0.09148,1
0.074636,1
0.10029,1
0.089062,1
0.087557,1
0.095452,1
0.075876,1
0.063219,1
0.066841,1
0.090792,1
0.068728,1
0.068586,1
0.068804,1
0.071312,1
0.078216,1
0.077854,1
0.07981,1
0.082882,1
0.081726,1
0.085719,1
0.069362,1
0.08836,1
0.076253,1
0.076167,1
0.073372,1
0.079543,1
0.066812,1
0.068324,1
0.051579,1
0.061968,1
0.056931,1
0.030606,1
0.037533,1
0.025395,1
0.02244,1
0.016786,1
0.019884,1
0.019477,1
0.010242,1
0.009357,1
0.01811,1
0.006445,1
0.006756,1
0.009714,1
0.012107,1
0.012027,1
0.008047,1
0.016446,1
0.016111,1
0.008102,1
0.020281,1
0.017046,1
0.012876,0
0.00908,0
0.009149,0
0.003053,0
0.005163,0
0.006703,0
0.007822,0
0.014861,0
0.009424,0
0.008556,0
0.014727,0
0.020956,0
0.01381,0
0.020197,0
0.006815,0
0.014485,0
0.00831,0
0.010224,0
0,0
0.001293,0
0.003523,0
0.003543,0
0.004291,0
0.003765,0
0.004577,0
0.011297,0
0.005113,0
0,0
0.001199,0
0.010732,0
0.005856,0
0.010312,0
0.010646,0
0.010804,0
0.01418,0
0.010464,0
0.007135,0
0.008138,0
0.011038,0
0.008419,0
0.004979,0
0.015609,0
0.008795,0
0.011939,0
0.005424,0
0.011528,0
0.0112,0
0.005328,0
0.006433,0
0.01044,0
0.011379,0
0.001549,0
0.00164,0
0.003198,0
0.004428,0
0.001354,0
0.01067,0
0.003333,0
0.005088,0
0.004439,0
0.001955,0
0.000203,0
0.008693,0
0.004743,0
0.003322,0
0.001089,0
0.000177,0
0.004351,0
0,0
0.000719,0
0.004489,0
0.004298,0
0.004416,0
0.005183,0
0.001165,0
0.004364,0
0.002057,0
0.000529,0
0.002197,0
0.002512,0
0.000676,0
0.003445,0
0.001945,0
0.004531,0
0.002021,0
0.001968,0
0.001791,0
0.003142,0
0,0
0.003865,0
0.006159,0
0.005156,0
0.011675,0
0.004867,0
0.007583,0
0.003799,0
0.00421,0
0.003128,0
0.005954,0
0.004413,0
0.00758,0
0.009209,0
0.003401,0
0.002499,0
0.003277,0
0.000839,0
0,0
0.004426,0
0.002951,0
0.008504,0
0.007092,0
0.007997,0
0.005467,0
0.013417,0
0.005476,0
0.009965,0
0.005843,0
0.007276,0
0.008459,0
0.004396,0
0.0042,0
0.004012,0
0.007274,0
0.005529,0
0.013185,0
0.006352,0
0.005632,0
0.007318,0
0.006547,0
0.0148,0
0.007933,0
0.00864,0
0.002755,0
0.009286,0
0.008858,0
0.007606,0
0.008291,0
0.010762,0
0.007065,0
0.008832,0
0.006198,0
0.006108,0
0.010506,0
0.00458,0
0.017543,0
0.007026,0
0.008192,0
0.005918,0
0.014494,0
0.004752,0
0.009633,0
0.006601,0
0.008743,0
0.00623,0
0.005988,0
0.005578,0
0.015781,0
0.009807,0
0.008509,0
0.008277,0
0.009173,0
0.012087,0
0.011143,0
0.012953,0
0.004307,0
0.00578,0
0.0044,0
0.01326,0
0.013939,0
0.008006,0
0.018195,0
0.003809,0
0.00621,1
0.015423,1
0.031485,1
0.025482,1
0.019511,1
0.034374,1
0.0564,1
0.061822,1
0.063614,1
0.061766,1
0.064487,1
0.061328,1
0.066771,1
0.064428,1
0.059742,1
0.054647,1
0.048877,1
0.048369,1
0.043183,1
0.042975,1
0.03774,1
0.038103,1
0.036952,1
0.025502,1
0.026194,1
0.022017,1
0.018715,1
0.027137,1
0.025561,1
0.030728,1
0.020573,1
0.013844,1
0.015551,1
0.028718,1
0.026069,1
0.029617,1
0.026485,1
0.033821,1
0.024489,1
0.03647,1
0.027918,1
0.032846,1
0.035638,1
0.033293,1
0.034007,1
0.032396,1
0.034185,1
0.020511,1
0.023386,1
0.026096,1
0.048531,1
0.061298,1
0.045521,1
0.056077,1
0.06937,1
0.07608,1
0.085143,1
0.085375,1
0.1137,1
0.11139,1
0.11085,1
0.089115,1
0.086242,1
0.074966,1
0.07089,1
0.072751,1
0.074903,1
0.082252,1
0.074974,1
0.081793,1
0.076521,1
0.079821,1
0.082823,1
0.083578,1
0.077154,1
0.074332,1
0.077547,1
0.075213,1
0.076511,1
0.068371,1
0.063492,1
0.084927,1
0.079008,1
0.082061,1
0.081627,1
0.087058,1
0.083415,1
0.082044,1
0.078867,1
0.08064,1
0.092593,1
0.10427,1
0.098787,1
0.10424,1
0.093793,1
0.083996,1
0.093845,1
0.080824,1
0.083356,1
0.09319,1
0.084226,1
0.081256,1
0.076085,1
0.076848,1
0.079093,1
0.071514,1
0.068458,1
0.065656,1
0.068452,1
0.061789,1
0.071363,1
0.075962,1
0.080151,1
0.067717,1
0.061091,1
0.047862,1
0.035927,1
0.01863,1
0.016918,1
0.010052,1
0.012737,1
0.011241,0
0.009205,0
0.013064,0
0.015929,0
0.012284,0
0.009252,0
0.010026,0
0.012582,0
0.009601,0
0.00934,0
0.012348,0
0.008244,0
0.009523,0
0.011678,0
0.010657,0
0.007127,0
0.009833,0
0.013691,0
0.01026,0
0.015938,0
0.015901,0
0.012116,0
0.008965,0
0.012129,0
0.02067,0
0.010805,0
0.015163,0
0.011731,0
0.020823,0
0.016746,0
0.011153,0
0.01733,0
0.011374,0
0.016258,0
0.01837,0
0.0164,0
0.013413,0
0.005158,0
0.011074,0
0.011412,0
0.011654,0
0.01481,0
0.012231,0
0.003269,0
0.009978,0
0.006504,0
0.01208,0
0.008226,0
0.007593,0
0.005244,0
0.00982,0
