@relation featureMatrix

@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE corPeakCount_min REAL
@ATTRIBUTE class	{0,1}

@DATA
1.4245,1.3226,2,0,1
1.4571,1.3552,2,0,1
1.484,1.3821,2,0,1
1.4898,1.3879,2,0,1
1.5088,1.4069,2,0,1
1.5044,1.4026,2,0,1
1.5009,1.3991,2,0,1
1.5109,1.409,2,0,1
1.5471,1.4452,2,0,1
1.5789,1.4771,2,0,1
1.5848,1.483,2,0,1
1.5627,1.4608,2,0,1
1.5669,1.4651,3,1,1
1.5542,1.4523,2,0,1
1.511,1.4092,2,0,1
1.4948,1.393,2,0,1
1.5156,1.4137,3,1,1
1.4742,1.3724,7,5,1
1.4037,1.3019,11,9,1
1.4076,1.3057,13,11,1
1.4036,1.3017,13,11,1
1.4018,1.2999,12,10,1
1.424,1.3221,8,6,1
1.4256,1.3237,3,1,1
1.4661,1.3642,3,1,1
1.456,1.3541,4,2,1
1.4183,1.3164,3,1,1
1.39,1.2882,4,2,1
