@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE energy_min	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE zeroCrossingRate_min REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE corPeakCount_min REAL
@ATTRIBUTE class	{0,1}

@DATA
0.40477,0.39726,0.043557,0.1216,1.5299,1.0773,2,18,1
0.41041,0.4029,0.045372,0.11978,1.5449,1.0923,2,18,1
0.4215,0.41399,0.039927,0.12523,1.5816,1.129,2,18,1
0.42175,0.41424,0.029946,0.13521,1.6088,1.1562,2,18,1
0.42117,0.41366,0.024501,0.14065,1.6315,1.1788,2,18,1
0.43568,0.42817,0.029038,0.13612,1.6392,1.1866,2,18,1
0.46602,0.45851,0.029946,0.13521,1.5807,1.1281,2,18,1
0.48327,0.47576,0.025408,0.13975,1.6322,1.1796,2,18,1
0.44598,0.43847,0.023593,0.14156,1.6307,1.1781,2,18,1
0.36665,0.35914,0.022686,0.14247,1.6443,1.1917,2,18,1
0.2962,0.28869,0.022686,0.14247,1.4975,1.0449,2,18,1
0.22715,0.21964,0.021779,0.14338,1.671,1.2184,2,18,1
0.14123,0.13372,0.038113,0.12704,1.477,1.0243,2,18,1
0.063988,0.056478,0.084392,0.080762,1.2672,0.81455,2,18,1
0.026371,0.018861,0.11525,0.049909,0.65995,0.2073,7,13,1
0.016541,0.0090308,0.096189,0.068966,0.58704,0.13439,7,13,1
0.014061,0.0065509,0.062613,0.10254,0.87602,0.42336,3,17,1
0.01402,0.0065101,0.045372,0.11978,1.3681,0.91545,2,18,0
0.011926,0.0044161,0.059891,0.10526,1.3732,0.92053,2,18,0
0.0076668,0.00015682,0.069873,0.095281,0.44804,0,2,18,0
0.0063915,0,0.07804,0.087114,0.27167,0,6,14,0
0.0078191,0.0014276,0.072595,0.092559,0.082786,0,7,13,0
0.007924,0.0015325,0.058984,0.10617,0.12904,0.046257,7,13,0
0.0078277,0.0014362,0.087114,0.07804,0.37188,0.28909,9,11,0
0.0099073,0.0035158,0.10708,0.058076,0.51064,0.42786,7,13,0
0.015628,0.0092364,0.098911,0.066243,0.79791,0.71512,8,12,0
0.018007,0.011616,0.099819,0.065336,0.73194,0.64916,7,13,0
0.016253,0.0098613,0.11343,0.051724,0.4826,0.39981,10,10,0
0.014892,0.0085003,0.13067,0.034483,0.29651,0.21372,10,10,0
0.012268,0.0058762,0.14882,0.016334,0.23949,0.15671,19,1,0
0.010846,0.0044544,0.15789,0.0072595,0.25398,0.1712,17,3,0
0.011069,0.004678,0.14519,0.019964,0.46305,0.38027,10,10,0
0.010501,0.0041098,0.12886,0.036298,0.37036,0.28757,15,5,0
0.0087814,0.0023899,0.1225,0.04265,0.21116,0.12837,19,1,0
0.0062901,0,0.12886,0.036298,0.19363,0.11084,19,1,0
0.004438,0,0.1216,0.043557,0.29624,0.21345,11,9,0
0.0038568,0,0.094374,0.07078,0.18042,0.097634,11,9,0
0.0030363,0,0.11434,0.050817,0.24098,0.1582,12,8,0
0.002228,0,0.10889,0.056261,0.21411,0.13132,24,0,0
0.0025667,0.00033878,0.11343,0.051724,0.14244,0.05965,17,7,0
0.0033937,0.0011657,0.12976,0.03539,0.23946,0.15667,17,7,0
0.0065183,0.0042903,0.13067,0.034483,0.28883,0.20604,12,12,0
0.024363,0.022135,0.11162,0.053539,0.4615,0.37871,2,22,1
0.11391,0.11168,0.050817,0.11434,1.243,1.1602,2,22,1
0.16967,0.16744,0.032668,0.13249,1.4944,1.4117,2,22,1
0.19672,0.1945,0.039927,0.12523,1.5639,1.4811,2,22,1
0.21092,0.20869,0.044465,0.12069,1.5209,1.4382,2,22,1
0.21602,0.21379,0.046279,0.11887,1.488,1.4052,2,22,1
0.22268,0.22045,0.046279,0.11887,1.4528,1.37,9,15,1
0.23152,0.22929,0.04265,0.1225,1.4193,1.3365,8,16,1
0.24095,0.23873,0.04265,0.1225,1.4246,1.3419,2,22,1
0.24761,0.24539,0.049002,0.11615,1.4568,1.374,2,22,1
0.25067,0.24844,0.052632,0.11252,1.4839,1.4011,2,22,1
0.24985,0.24763,0.046279,0.11887,1.4896,1.4068,2,22,1
0.24884,0.24662,0.040835,0.12432,1.5091,1.4263,2,22,1
0.24834,0.24612,0.041742,0.12341,1.504,1.4213,2,22,1
0.25189,0.24966,0.04265,0.1225,1.5007,1.418,2,22,1
0.2509,0.24867,0.04265,0.1225,1.5109,1.4281,2,22,1
0.24898,0.24675,0.04265,0.1225,1.5475,1.4647,2,22,1
0.24826,0.24603,0.040835,0.12432,1.579,1.4963,2,22,1
0.24449,0.24227,0.047187,0.11797,1.5851,1.5023,2,22,1
0.24278,0.24055,0.056261,0.10889,1.563,1.4803,2,22,1
0.24214,0.23991,0.067151,0.098004,1.567,1.4842,3,21,1
0.23477,0.23254,0.064428,0.10073,1.5548,1.472,2,22,1
0.22563,0.22341,0.060799,0.10436,1.5111,1.4283,2,22,1
0.21726,0.21503,0.062613,0.10254,1.495,1.4122,2,22,1
0.2115,0.20927,0.065336,0.099819,1.5156,1.4328,3,21,1
0.20068,0.19845,0.073503,0.091652,1.4738,1.391,7,17,1
0.18541,0.18318,0.071688,0.093466,1.4037,1.3209,11,13,1
0.18279,0.18056,0.07078,0.094374,1.4073,1.3245,13,11,1
0.18015,0.17793,0.07441,0.090744,1.4034,1.3206,13,11,1
0.18306,0.18083,0.07441,0.090744,1.4017,1.3189,12,12,1
0.18726,0.18503,0.072595,0.092559,1.4243,1.3415,8,16,1
0.19059,0.18837,0.075318,0.089837,1.4254,1.3426,3,21,1
0.19811,0.19588,0.068058,0.097096,1.4667,1.384,3,21,1
0.20414,0.20191,0.059891,0.10526,1.4564,1.3736,4,20,1
0.20354,0.20131,0.059891,0.10526,1.4185,1.3357,3,21,1
0.2016,0.19937,0.058984,0.10617,1.3903,1.3075,4,20,1
0.20293,0.20071,0.063521,0.10163,1.4145,1.3317,4,20,1
0.20913,0.2069,0.061706,0.10345,1.4765,1.3937,2,22,1
0.21498,0.21275,0.054446,0.11071,1.4856,1.4028,2,22,1
0.21867,0.21645,0.053539,0.11162,1.4991,1.4163,2,22,1
0.22058,0.21835,0.058984,0.10617,1.4656,1.3828,2,22,1
0.22253,0.22031,0.068966,0.096189,1.4584,1.3756,5,19,1
0.21953,0.2173,0.072595,0.092559,1.444,1.3612,9,15,1
0.20568,0.20345,0.07441,0.090744,1.4106,1.3278,9,15,1
0.18649,0.18426,0.078947,0.086207,1.2956,1.2129,8,16,1
0.17452,0.17229,0.077132,0.088022,1.2175,1.1347,5,19,1
0.17778,0.17555,0.083485,0.08167,1.1821,1.0993,5,19,1
0.17969,0.17746,0.086207,0.078947,1.2098,1.127,5,19,1
0.17559,0.17336,0.076225,0.088929,1.1936,1.1108,5,19,1
0.17528,0.17306,0.073503,0.091652,1.1992,1.1165,5,19,1
0.1767,0.17447,0.064428,0.10073,1.2226,1.1398,5,19,1
0.1736,0.17137,0.057169,0.10799,1.2179,1.1352,5,19,1
0.17565,0.17342,0.057169,0.10799,1.2204,1.1376,5,19,1
0.18215,0.17992,0.052632,0.11252,1.2249,1.1421,6,18,1
0.18521,0.18298,0.046279,0.11887,1.2347,1.1519,5,19,1
0.18929,0.18706,0.052632,0.11252,1.3963,1.3136,8,16,1
0.19494,0.19271,0.061706,0.10345,1.4617,1.3789,8,16,1
0.19677,0.19454,0.064428,0.10073,1.5104,1.4276,8,16,1
0.20469,0.20246,0.056261,0.10889,1.5096,1.4269,8,16,1
0.21633,0.2141,0.052632,0.11252,1.495,1.4122,8,16,1
0.23246,0.23024,0.059891,0.10526,1.4642,1.3814,9,15,1
0.25156,0.24933,0.061706,0.10345,1.4348,1.352,9,15,1
0.2638,0.26158,0.057169,0.10799,1.514,1.4312,5,19,1
0.27256,0.27033,0.055354,0.1098,1.5597,1.4769,2,22,1
0.27303,0.2708,0.062613,0.10254,1.5367,1.454,9,15,1
0.27065,0.26842,0.064428,0.10073,1.5368,1.454,5,19,1
0.27041,0.26818,0.064428,0.10073,1.5687,1.4859,2,22,1
0.28026,0.27803,0.055354,0.1098,1.5821,1.4993,2,22,1
0.2976,0.29537,0.04265,0.1225,1.5701,1.4873,2,22,1
0.30672,0.30449,0.032668,0.13249,1.5675,1.4847,2,22,1
0.31004,0.30781,0.023593,0.14156,1.5706,1.4879,2,22,1
0.30616,0.30393,0.021779,0.14338,1.5701,1.4873,2,22,1
0.29965,0.29742,0.020871,0.14428,1.5661,1.4833,2,22,1
0.29442,0.29219,0.022686,0.14247,1.5555,1.4727,2,22,1
0.29787,0.29564,0.028131,0.13702,1.5628,1.4801,2,22,1
0.30256,0.30033,0.028131,0.13702,1.5506,1.4678,2,22,1
0.29563,0.2934,0.027223,0.13793,1.5204,1.4376,2,22,1
0.28677,0.28454,0.033575,0.13158,1.505,1.4222,2,22,1
0.27378,0.27155,0.04265,0.1225,1.5193,1.4365,2,22,1
0.2671,0.26487,0.046279,0.11887,1.502,1.4192,2,22,1
0.26601,0.26378,0.043557,0.1216,1.4488,1.366,2,22,1
0.2554,0.25317,0.041742,0.12341,1.3631,1.2803,3,21,1
0.24925,0.24702,0.04265,0.1225,1.3068,1.224,5,19,1
0.24025,0.23802,0.034483,0.13067,1.2969,1.2141,5,19,1
0.23536,0.23313,0.033575,0.13158,1.2975,1.2147,5,19,1
0.22416,0.22193,0.051724,0.11343,1.2862,1.2035,5,19,1
0.20329,0.20106,0.052632,0.11252,1.2461,1.1633,5,19,1
0.20625,0.20402,0.041742,0.12341,1.283,1.2002,4,20,1
0.19958,0.19735,0.039927,0.12523,1.2351,1.1523,4,20,1
0.19486,0.19263,0.037205,0.12795,1.3359,1.2532,3,21,1
0.22766,0.22543,0.033575,0.13158,1.4526,1.3698,3,21,1
0.245,0.24277,0.03539,0.12976,1.5509,1.4681,3,21,1
0.21104,0.20881,0.036298,0.12886,1.4876,1.4048,3,21,1
0.15962,0.15739,0.03176,0.13339,1.4817,1.3989,3,21,1
0.14229,0.14006,0.036298,0.12886,1.4242,1.3414,3,21,1
0.12834,0.12612,0.040835,0.12432,1.3886,1.3058,3,21,1
0.097579,0.095351,0.043557,0.1216,1.0132,0.93037,3,21,1
0.087752,0.085524,0.041742,0.12341,0.41867,0.33588,3,21,1
0.10492,0.1027,0.032668,0.13249,0.57269,0.4899,3,21,1
0.11139,0.10916,0.033575,0.13158,0.52781,0.44503,3,21,1
0.10817,0.10594,0.033575,0.13158,0.49905,0.41626,3,21,1
0.11913,0.1169,0.030853,0.1343,0.78661,0.70382,3,21,1
0.11867,0.11644,0.03176,0.13339,0.5668,0.48402,3,21,1
0.11602,0.11379,0.029946,0.13521,0.65086,0.56808,3,21,1
0.1162,0.11397,0.028131,0.13702,0.80738,0.7246,2,22,1
0.11374,0.11152,0.024501,0.14065,1.1338,1.051,2,22,1
0.11198,0.10975,0.021779,0.14338,1.5058,1.423,2,22,1
0.079116,0.076888,0.028131,0.13702,1.6389,1.5561,2,22,1
0.032012,0.029784,0.043557,0.1216,1.0455,0.96268,2,22,1
0.02062,0.018392,0.036298,0.12886,1.3359,1.2531,2,22,1
0.019472,0.017244,0.018149,0.14701,1.4705,1.3877,2,22,1
0.011514,0.0092862,0.044465,0.12069,1.3803,1.2975,2,22,1
0.01036,0.0081317,0.053539,0.11162,1.3343,1.2515,2,22,1
0.013161,0.010933,0.03176,0.13339,1.5628,1.48,2,22,1
0.013776,0.011548,0.025408,0.13975,1.6432,1.5604,2,22,0
0.012272,0.010044,0.023593,0.14156,1.6478,1.565,2,22,0
0.0074759,0.005248,0.038113,0.12704,1.5955,1.5127,2,22,0
0.0043124,0.0020845,0.088929,0.076225,1.0409,0.9581,3,21,0
0.0029858,0.00075788,0.11887,0.046279,0.27649,0.1937,8,16,0
0.0023971,0.00016916,0.11434,0.050817,0.37876,0.29598,9,15,0
0.0025065,0.00027855,0.11434,0.050817,0.45043,0.36764,10,14,0
0.002229,1.0106e-06,0.12704,0.038113,0.33186,0.24908,10,14,0
0.0018429,0,0.14882,0.016334,0.38635,0.30356,12,12,0
0.0018017,0,0.15064,0.014519,0.35437,0.27159,9,15,0
0.0016858,0,0.14701,0.018149,0.28974,0.20695,10,14,0
0.0016838,0,0.13975,0.025408,0.20204,0.11925,10,14,0
0.0015937,0,0.13884,0.026316,0.20361,0.12083,24,0,0
0.0016213,2.7633e-05,0.14701,0.018149,0.23362,0.15084,21,3,0
0.0016503,5.6604e-05,0.15245,0.012704,0.2864,0.20361,17,7,0
0.001645,5.1336e-05,0.12976,0.03539,0.23546,0.15267,25,0,0
0.0016683,7.4598e-05,0.12341,0.041742,0.22973,0.14695,25,0,0
0.0014711,0,0.15336,0.011797,0.26332,0.18053,21,4,0
0.0013076,0,0.15971,0.0054446,0.30105,0.21826,19,6,0
0.0013672,5.9596e-05,0.16515,0,0.21128,0.1285,22,3,0
0.0013951,8.7509e-05,0.17695,0,0.25875,0.17596,23,2,0
0.0012238,0,0.18603,0,0.34098,0.25819,25,0,0
0.0010825,0,0.18421,0.0018149,0.20821,0.12542,26,0,0
0.0011544,7.1899e-05,0.17604,0.0099819,0.20203,0.11925,37,0,0
0.0013259,0.00024339,0.15426,0.03176,0.27987,0.19709,29,8,0
0.0012375,0.00015508,0.16969,0.016334,0.23314,0.15035,29,8,0
0.0010457,0,0.20871,0,0.2286,0.14581,28,9,0
0.0009479,0,0.22232,0,0.24537,0.16259,33,4,0
0.0010953,0.00014745,0.20236,0.019964,0.17273,0.089946,37,0,0
0.0011989,0.00025095,0.16606,0.056261,0.26398,0.18119,42,0,0
0.0010645,0.00011661,0.18421,0.038113,0.17895,0.09616,41,1,0
0.00094367,0,0.22323,0,0.25091,0.16813,21,21,0
0.00091538,0,0.20599,0.017241,0.18731,0.10452,42,0,0
0.0011283,0.00021293,0.15154,0.071688,0.19978,0.117,29,13,0
0.0012635,0.00034809,0.14247,0.080762,0.10931,0.026525,27,15,0
0.0011172,0.00020177,0.16697,0.056261,0.11169,0.028908,40,2,0
0.0010912,0.00017586,0.16243,0.060799,0.13084,0.048057,35,7,0
0.0011061,0.00019072,0.1588,0.064428,0.11845,0.035666,23,19,0
0.0010227,0.00010736,0.16788,0.055354,0.16215,0.079368,32,10,0
0.0011297,0.00021436,0.16515,0.058076,0.23183,0.14905,22,20,0
0.0012973,0.00038191,0.16969,0.053539,0.19722,0.11444,20,22,0
0.001434,0.00051866,0.18784,0.03539,0.21804,0.13525,19,23,0
0.0017267,0.0008113,0.20871,0.014519,0.23415,0.15137,20,22,0
0.0017151,0.0007997,0.21234,0.010889,0.21905,0.13626,23,19,0
0.0015268,0.00061142,0.21688,0.0063521,0.23423,0.15145,28,14,0
0.001749,0.00083367,0.20871,0.014519,0.16925,0.086467,35,7,0
0.0019546,0.0010392,0.18784,0.03539,0.26105,0.17826,24,18,0
0.0019513,0.0010359,0.19782,0.025408,0.25549,0.17271,23,19,0
0.0021388,0.0012234,0.19056,0.032668,0.28423,0.20144,14,28,0
0.0024038,0.0014884,0.19056,0.032668,0.27755,0.19476,18,24,0
0.0024412,0.0015258,0.16969,0.053539,0.31524,0.23245,17,25,0
0.0021747,0.0012594,0.14338,0.079855,0.29673,0.21395,11,31,0
0.0032928,0.0023775,0.11162,0.11162,0.086571,0.0037857,13,29,0
0.0037279,0.0028125,0.056261,0.16697,0.096536,0.01375,6,36,0
0.0028897,0.0019744,0.057169,0.16606,0.49134,0.40855,8,34,0
0.0028867,0.0019713,0.058076,0.16515,0.012231,0,9,33,0
0.0025111,0.0015957,0.062613,0.16062,0.00043054,0,2,40,0
0.0015704,0.00065501,0.10436,0.11887,0.035738,0.035307,21,21,0
0.0013018,0.0003864,0.18149,0.041742,0.070158,0.069728,44,0,0
0.0013259,0.00041048,0.17514,0.048094,0.045828,0.045397,42,2,0
0.0012661,0.00035077,0.12613,0.097096,0.082127,0.081697,29,15,0
0.001242,0.00032659,0.11978,0.10345,0.059591,0.059161,25,19,0
0.0014804,0.00056504,0.11434,0.10889,0.05221,0.05178,31,13,0
0.0015106,0.00059519,0.13612,0.087114,0.48432,0.48389,13,31,0
0.0016301,0.00071476,0.11525,0.10799,0.78041,0.77998,6,38,0
0.0017844,0.00086906,0.087114,0.13612,0.51042,0.50999,9,35,0
0.0017519,0.00083652,0.10254,0.12069,0.096193,0.095763,20,24,0
0.001626,0.00071063,0.10799,0.11525,0.18337,0.18294,30,14,0
0.0014201,0.00050476,0.13067,0.092559,0.71188,0.71145,18,26,0
0.0012291,0.00031368,0.17423,0.049002,0.57283,0.5724,25,19,0
0.0013061,0.0003907,0.13158,0.091652,0.22182,0.22139,21,23,0
0.0013318,0.00041637,0.13249,0.090744,0.10929,0.10886,28,16,0
0.0012717,0.00035628,0.17423,0.049002,0.23032,0.22989,36,8,0
0.001763,0.00084759,0.11797,0.10526,0.18574,0.18531,11,33,0
0.0019851,0.0010697,0.077132,0.1461,0.30523,0.3048,10,34,0
0.0015506,0.00063524,0.11252,0.11071,0.20973,0.2093,17,27,0
0.0012183,0.00030294,0.13521,0.088022,0.098766,0.098336,33,11,0
0.0012038,0.00028847,0.11525,0.10799,0.044338,0.043907,32,12,0
0.0012695,0.00035413,0.14247,0.080762,0.019875,0.019445,37,7,0
0.0014328,0.00051737,0.14882,0.07441,0.084372,0.083941,25,19,0
0.0014336,0.0005182,0.12341,0.099819,0.31895,0.31851,22,22,0
0.0013578,0.00044245,0.11797,0.10526,0.33993,0.3395,17,27,0
0.0013288,0.00041346,0.098911,0.12432,0.095337,0.094906,31,13,0
0.0015829,0.00066756,0.065336,0.15789,0.28518,0.28475,13,31,0
0.0015598,0.00064446,0.088022,0.13521,0.44604,0.44561,14,30,0
0.0012873,0.00037197,0.10889,0.11434,0.33269,0.33226,19,25,0
0.0012807,0.00036535,0.11525,0.10799,0.051069,0.050638,30,14,0
0.0011184,0.00020303,0.19147,0.03176,0.11641,0.11598,29,15,0
0.0010853,0.00016987,0.20599,0.017241,0.065602,0.065171,52,0,0
0.0011919,0.00027651,0.16425,0.058984,0.0209,0.020469,50,2,0
0.0010129,9.7487e-05,0.17604,0.047187,0.083109,0.082679,34,18,0
0.0010579,0.00014248,0.1833,0.039927,0.096221,0.095791,31,21,0
0.0014242,0.00050887,0.16425,0.058984,0.20216,0.20173,14,38,0
0.0017533,0.00083794,0.12886,0.094374,0.24208,0.24165,10,42,0
0.0017279,0.00081255,0.10799,0.11525,0.24686,0.24643,11,41,0
0.0015616,0.00064619,0.12432,0.098911,0.16694,0.16651,11,41,0
0.0014326,0.0005172,0.13702,0.086207,0.29538,0.29495,16,36,0
0.0013182,0.00040285,0.13339,0.089837,0.23993,0.2395,17,35,0
0.0014601,0.00054472,0.13612,0.087114,0.095166,0.094735,23,29,0
0.00147,0.0005546,0.13702,0.086207,0.28144,0.28101,16,36,0
0.001443,0.00052764,0.16334,0.059891,0.16126,0.16083,25,27,0
0.0012733,0.00035793,0.17151,0.051724,0.24344,0.24301,27,25,0
0.0010135,9.81e-05,0.14882,0.07441,0.23369,0.23326,41,11,0
0.00094912,3.3739e-05,0.15789,0.065336,0.076133,0.075702,54,0,0
0.00099959,8.421e-05,0.17604,0.047187,0.097779,0.097349,54,0,0
0.0010016,8.6258e-05,0.18784,0.03539,0.12702,0.12659,46,8,0
0.00099418,7.8802e-05,0.18603,0.037205,0.11211,0.11168,50,4,0
0.0010704,0.00015504,0.15426,0.068966,0.22998,0.22955,40,14,0
0.0011061,0.00019073,0.14065,0.082577,0.3942,0.39377,29,25,0
0.0017118,0.00079638,0.11525,0.10799,0.32266,0.32223,9,45,0
0.0019377,0.0010223,0.07441,0.14882,0.28978,0.28935,6,48,0
0.0014782,0.00056282,0.097096,0.12613,0.13117,0.13074,12,42,0
0.0014635,0.00054813,0.11343,0.1098,0.25229,0.25186,29,25,0
0.0015327,0.00061732,0.11071,0.11252,0.28481,0.28438,18,36,0
0.0014596,0.00054418,0.13702,0.086207,0.31836,0.31793,25,29,0
0.0015575,0.00064215,0.11706,0.10617,0.20334,0.20291,29,25,0
0.0015236,0.00060827,0.096189,0.12704,0.040698,0.040268,27,27,0
0.0014467,0.0005313,0.12341,0.099819,0.10789,0.10746,27,27,0
0.0024323,0.0015169,0.13067,0.092559,0.19475,0.19432,10,44,0
0.0035436,0.0026282,0.13612,0.087114,0.24182,0.24139,11,43,0
0.0036244,0.002709,0.13249,0.090744,0.20343,0.203,12,42,0
0.0031256,0.0022102,0.11797,0.10526,0.21241,0.21198,11,43,0
0.002429,0.0015136,0.12432,0.098911,0.18877,0.18834,13,41,0
0.0018323,0.00091696,0.12341,0.099819,0.17058,0.17015,12,42,0
0.0016716,0.00075627,0.12795,0.095281,0.18923,0.1888,14,40,0
0.0022439,0.0013286,0.15426,0.068966,0.12324,0.12281,20,34,0
0.0028422,0.0019268,0.18421,0.03902,0.18117,0.18074,21,33,0
0.0027951,0.0018797,0.20508,0.018149,0.20525,0.20482,23,31,0
0.0024607,0.0015453,0.17786,0.045372,0.2025,0.20207,17,37,0
0.003157,0.0022416,0.1225,0.10073,0.16856,0.16813,9,45,0
0.0041301,0.0032147,0.080762,0.14247,0.28703,0.2866,7,47,0
0.004041,0.0031256,0.07804,0.14519,0.35312,0.35269,5,49,0
0.0034989,0.0025835,0.11797,0.10526,0.11515,0.11472,11,43,0
0.0032342,0.0023188,0.13702,0.086207,0.13939,0.13896,15,39,0
0.0028036,0.0018882,0.15971,0.063521,0.19844,0.19801,20,34,0
0.0022262,0.0013109,0.1824,0.040835,0.2098,0.20937,15,39,0
0.0022121,0.0012967,0.16606,0.057169,0.1728,0.17237,13,41,0
0.0034327,0.0025173,0.12613,0.097096,0.33571,0.33528,10,44,0
0.0052389,0.0043235,0.10254,0.12069,0.35354,0.35311,9,45,0
0.0073247,0.0064093,0.11162,0.11162,0.36897,0.36854,12,42,0
0.0092305,0.0083151,0.11797,0.10526,0.3153,0.31487,9,45,0
0.010222,0.009307,0.13975,0.083485,0.25159,0.25116,8,46,0
0.010496,0.0095802,0.14247,0.080762,0.31323,0.3128,10,44,0
0.010241,0.0093254,0.13339,0.089837,0.34629,0.34586,10,44,0
0.010463,0.0095473,0.13249,0.090744,0.45147,0.45104,12,42,0
0.010791,0.0098761,0.12613,0.097096,0.34687,0.34644,10,44,0
0.010103,0.0091874,0.11343,0.1098,0.31002,0.30958,11,43,0
0.008869,0.0079536,0.11162,0.11162,0.27434,0.27391,12,42,0
0.0078392,0.0069238,0.11615,0.10708,0.31169,0.31126,8,46,0
0.0072995,0.0063841,0.10345,0.11978,0.41028,0.40985,8,46,0
0.0058283,0.0049129,0.079855,0.14338,0.29598,0.29554,9,45,0
0.0040993,0.0031839,0.075318,0.14791,0.2438,0.24337,10,44,0
0.0037538,0.0028384,0.085299,0.13793,0.17686,0.17643,12,42,0
0.003505,0.0025896,0.08167,0.14156,0.30037,0.29994,7,47,0
0.0035843,0.002669,0.073503,0.14973,0.41045,0.41002,4,50,0
0.0041317,0.0032164,0.075318,0.14791,0.45844,0.45801,4,50,0
0.0044999,0.0035845,0.096189,0.12704,0.31622,0.31578,12,42,0
0.0080727,0.0071573,0.11434,0.10889,0.42603,0.4256,8,46,0
0.011734,0.010819,0.13521,0.088022,0.3349,0.33447,15,39,0
0.014064,0.013148,0.15336,0.069873,0.20031,0.19988,22,32,0
0.016305,0.01539,0.14519,0.07804,0.30854,0.30811,22,32,0
0.015899,0.014984,0.20054,0.022686,0.331,0.33057,29,25,0
0.017257,0.016342,0.24319,0,0.28315,0.28272,29,25,0
0.018131,0.017215,0.17786,0.065336,0.20985,0.20942,30,24,0
0.014116,0.0132,0.1216,0.1216,0.19907,0.19864,15,39,0
0.010646,0.0097308,0.098004,0.14519,0.27949,0.27906,12,42,0
0.0089272,0.0080118,0.065336,0.17786,0.20717,0.20674,8,46,0
0.0080315,0.0071162,0.056261,0.18693,0.11226,0.11183,9,45,0
0.010183,0.0092681,0.040835,0.20236,0.0037314,0.0033009,3,51,0
0.010544,0.0096285,0.024501,0.21869,0,0,1,53,0
0.0073719,0.0064565,0.034483,0.20871,0.0087333,0.0087333,3,51,0
0.0048265,0.0039111,0.041742,0.20145,0.034555,0.034555,12,42,0
