@relation featureMatrix

@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE corPeakCount_min REAL
@ATTRIBUTE class	{0,1}

@DATA
0.1617,0.1617,18,11,0
0.075548,0.075548,5,24,0
0.0032942,0.0032942,5,24,0
0,0,1,28,0
0.025204,0.025204,3,26,0
0.076244,0.076244,10,19,0
0.10362,0.10362,10,19,0
0.22479,0.22479,6,23,0
0.10345,0.10345,7,22,0
0.068324,0.068324,12,17,0
0.43445,0.43445,4,25,0
0.39447,0.39447,13,16,0
0.14406,0.14406,21,8,0
0.040673,0.040673,21,8,0
0.10081,0.10081,21,8,0
0.090336,0.090336,19,10,0
0.063085,0.063085,19,10,0
0.10626,0.10626,18,11,0
0.045135,0.045135,17,12,0
0.01788,0.01788,4,25,0
0.0063139,0.0063139,9,20,0
0.023608,0.023608,9,20,0
0.086861,0.086861,6,23,0
0.35217,0.35217,4,25,0
0.38701,0.38701,6,23,0
0.095082,0.095082,10,19,0
0.10112,0.10112,11,18,0
0.097167,0.097167,8,21,0
0.41631,0.41631,7,22,0
0.033669,0.033669,6,23,0
0.063484,0.063484,4,25,0
0.038023,0.038023,8,21,0
0.0092858,0.0092858,4,25,0
0.081453,0.081453,6,23,0
0.023547,0.023547,5,24,0
0.16133,0.16133,9,20,0
0.1411,0.1411,9,20,0
0.051259,0.051259,2,27,0
0.010897,0.010897,4,25,0
0.097342,0.097342,2,27,0
0.025778,0.025778,4,25,0
0.054322,0.054322,11,18,0
0.081878,0.081878,4,25,0
0.006202,0.006202,3,26,0
0.021461,0.021461,6,23,0
0.11256,0.11256,4,25,0
0.0074797,0.0074797,2,27,0
0.096949,0.096949,4,25,0
0.089834,0.089834,8,21,0
0,0,1,28,0
0.0015562,0.0015562,1,28,0
0.0082823,0.0082823,2,27,0
0,0,1,28,0
0.090931,0.090931,4,25,0
0.0032236,0.0032236,2,27,0
0.0046965,0.0046965,2,27,0
0.0013424,0.0013424,1,28,0
0,0,1,28,0
0.0031879,0.0031879,1,28,0
0.327,0.327,11,18,0
0.0052045,0.0052045,3,26,0
0.047393,0.047393,2,27,0
0.065593,0.065593,8,21,0
0,0,1,28,0
0.0020717,0.0020717,2,27,0
0.15951,0.15951,3,26,0
0.23971,0.23971,4,25,0
0.0072468,0.0072468,3,26,0
0.087938,0.087938,1,28,0
0.13345,0.13345,1,28,0
0.12234,0.12234,3,26,0
0.091678,0.091678,1,28,0
0.16651,0.16651,1,28,0
0.0058443,0.0058443,5,24,0
0.0066208,0.0066208,3,26,0
0.00016577,0.00016577,1,28,0
0,0,1,28,0
0,0,1,28,0
0.022436,0.022436,2,27,0
0,0,1,28,0
0.12415,0.12415,2,27,0
0.023509,0.023509,4,25,0
0,0,1,28,0
0,0,1,28,0
0.00085569,0.00085569,1,28,0
0.0080918,0.0080918,3,26,0
0,0,1,28,0
0.24394,0.24394,4,25,0
0.34357,0.34357,5,24,0
0.4624,0.4624,7,22,0
0.32381,0.32381,4,25,0
0.86604,0.86604,3,26,0
0.58873,0.58873,2,27,0
0.4615,0.4615,2,27,0
0.73676,0.73676,2,27,0
0.59914,0.59914,2,27,0
0.57296,0.57296,2,27,0
0.63452,0.63452,2,27,0
0.72404,0.72404,2,27,0
0.61765,0.61765,2,27,0
0.96306,0.96306,2,27,0
0.90003,0.90003,2,27,0
0.62912,0.62912,5,24,0
0.36876,0.36876,14,15,0
0.39413,0.39413,13,16,0
0.49409,0.49409,10,19,0
0.39752,0.39752,7,22,0
0.38911,0.38911,7,22,0
0.36586,0.36586,6,23,0
0.21997,0.21997,7,22,0
0.2617,0.2617,7,22,0
0.20687,0.20687,7,22,0
0.13141,0.13141,9,20,0
0.16264,0.16264,14,15,0
0.059595,0.059595,11,18,0
0.10746,0.10746,12,17,0
0.14913,0.14913,5,24,0
0.048633,0.048633,9,20,0
0.12663,0.12663,8,21,0
0.066239,0.066239,10,19,0
0.13335,0.13335,8,21,0
0.037628,0.037628,4,25,0
0.3088,0.3088,6,23,0
0.3722,0.3722,3,26,0
0.19965,0.19965,6,23,0
0.21656,0.21656,11,18,0
