@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralNumPeaks REAL
@ATTRIBUTE cepstralLocFirstPeak REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE class	{0,1}

@DATA
0.22758,3067.4,409.13,0.057169,-5.2419,0.055198,3,4,0.91715,27,1
0.21676,2849.2,409.13,0.057169,-5.2488,0.053423,3,4,0.7873,22,1
0.21857,2946.3,409.13,0.059891,-5.2221,0.052654,2,12,0.90436,21,1
0.22296,2944.7,409.13,0.068058,-5.2602,0.051273,3,4,0.97935,21,1
0.2343,2873,409.13,0.058984,-5.2427,0.069562,2,12,1.0641,24,1
0.22167,2643.9,409.13,0.054446,-5.322,0.05953,2,12,1.0049,22,1
0.20842,2597.1,409.13,0.062613,-5.2962,0.044182,2,13,1.045,17,1
0.23189,2628.9,409.13,0.053539,-5.194,0.058565,2,13,0.98475,14,1
0.23019,3021.7,409.13,0.049909,-5.0891,0.044872,2,13,1.0377,22,1
0.22566,2922,430.66,0.055354,-5.123,0.033523,2,18,1.0912,36,1
0.23369,2522.8,409.13,0.054446,-5.1589,0.039903,1,13,1.1202,36,1
0.23186,2771.7,430.66,0.060799,-5.1023,0.0324,1,13,1.1241,36,1
0.24496,3145.8,409.13,0.061706,-5.1133,0.03506,2,13,1.0496,36,1
0.27475,3321.1,409.13,0.051724,-5.1301,0.030068,2,14,0.94216,36,1
0.29419,4130,430.66,0.043557,-5.037,0.021723,1,12,0.93844,37,1
0.3087,4148.3,409.13,0.039927,-5.0011,0.017779,2,11,1.0592,37,1
0.32127,3883.9,430.66,0.038113,-5.1173,0.038449,2,5,0.98301,25,1
0.34791,4601.9,430.66,0.03539,-5.0354,0.052784,1,13,1.1299,8,1
0.34637,4689.6,430.66,0.04265,-5.0981,0.076782,4,5,0.92807,12,1
0.35383,4465.4,452.2,0.043557,-5.0772,0.035194,2,14,1.0431,14,1
0.36006,5285,452.2,0.036298,-5.0174,0.037232,1,14,1.1966,17,1
0.33708,4431.5,430.66,0.044465,-5.1202,0.031139,3,5,0.98319,20,1
0.36339,4628.8,452.2,0.040835,-4.987,0.038761,3,14,1.1735,8,1
0.36825,4361.3,452.2,0.033575,-5.0423,0.064458,3,14,1.0703,8,1
0.38822,7402.2,452.2,0.040835,-5.2017,0.022442,2,15,0.64468,22,1
0.42889,8729,968.99,0.044465,-5.2971,0.011387,1,24,0.36886,24,1
0.46015,7755.7,430.66,0.041742,-5.3095,0.022772,1,15,0.52023,19,1
0.50281,10846,452.2,0.041742,-5.3477,0.032934,1,21,0.63501,14,1
0.54454,10488,258.4,0.037205,-5.3207,0.027232,2,23,0.60809,20,1
0.536,10862,236.87,0.034483,-5.1662,0.021577,1,13,0.40221,18,1
0.53197,10245,430.66,0.033575,-5.1277,0.025988,1,23,0.59155,13,1
0.53887,9418.4,258.4,0.023593,-5.1342,0.021485,3,14,0.5852,11,1
0.50293,9019.8,301.46,0.030853,-5.1173,0.030445,3,14,0.34218,14,1
0.46194,8750.2,452.2,0.039927,-5.0646,0.026036,2,14,0.49884,10,1
0.47336,7970.1,452.2,0.03539,-5.1648,0.02041,1,22,0.69502,11,1
0.48472,7689.9,430.66,0.029946,-5.0635,0.025636,3,15,0.98644,9,1
0.45016,8844.2,452.2,0.034483,-5.3332,0.0361,2,12,0.51054,18,1
0.42535,8761,107.67,0.04265,-5.412,0.039613,2,13,0.36981,22,1
0.41256,6927.1,430.66,0.041742,-5.2211,0.034386,2,13,0.56113,21,1
0.4146,7423.3,430.66,0.034483,-5.12,0.034134,1,13,0.47747,14,1
0.40167,6366.9,107.67,0.039927,-5.0237,0.020801,2,13,0.48975,10,1
0.36732,5716.2,409.13,0.03902,-5.1493,0.036947,1,13,0.54631,8,1
0.35632,5610.5,430.66,0.028131,-5.0632,0.044225,3,14,0.62938,16,1
0.3573,5777.9,107.67,0.032668,-5.0574,0.035431,2,14,0.42927,16,1
0.35581,6357.7,107.67,0.03539,-5.0561,0.024689,1,16,0.4174,23,1
0.36619,6489,409.13,0.058984,-5.5115,0.026867,3,13,0.44301,31,1
0.38733,8940.5,366.06,0.071688,-5.8066,0.072552,3,13,0.61735,31,1
0.39443,6657.9,366.06,0.058076,-5.4724,0.034521,2,12,0.91237,17,1
0.37647,6459.7,689.06,0.050817,-5.4573,0.05631,1,13,0.84809,13,1
0.38611,6008.1,366.06,0.043557,-5.2421,0.038148,1,13,0.8034,12,1
0.38171,6132.7,344.53,0.045372,-5.0928,0.022745,1,14,0.80013,13,0
0.31489,4501.6,624.46,0.047187,-5.2006,0.030189,2,12,0.78647,12,0
0.27011,3201.6,646,0.039927,-5.2273,0.021331,2,12,0.79513,12,0
0.27056,4851.5,667.53,0.029946,-5.0363,0.033593,1,15,0.60675,15,0
0.24439,2782,107.67,0.033575,-5.138,0.027745,2,13,0.45181,16,0
0.21543,2840.1,258.4,0.038113,-5.1123,0.015236,1,13,0.40022,19,0
0.1861,2456.7,258.4,0.044465,-5.1635,0.0073796,0,0,0.49917,16,0
0.16477,2009.7,538.33,0.047187,-5.2483,0.026326,1,21,0.36999,16,0
0.16095,1647.4,409.13,0.034483,-5.1924,0.021255,1,15,0.58719,12,0
0.1875,2047.7,602.93,0.028131,-5.0501,0.014015,1,13,0.3316,18,0
0.20847,2595.7,667.53,0.029038,-4.8445,0.0079894,0,0,0.73268,11,0
0.1738,1968.4,516.8,0.028131,-4.9405,0.005512,0,0,0.60967,12,0
0.16493,1891.3,258.4,0.027223,-4.9053,0.0012948,0,0,0.46676,12,0
0.17289,1629.7,495.26,0.027223,-4.9704,0.01212,1,13,0.57552,9,0
0.17027,1502.5,452.2,0.027223,-4.912,0.0099973,0,0,0.86483,8,0
0.16176,1313.2,452.2,0.029038,-4.99,0.009161,0,0,0.85575,8,0
0.1176,920.95,452.2,0.041742,-5.0411,0.0096056,0,0,1.0375,8,0
0.085898,280.45,430.66,0.043557,-5.5367,0.0060214,0,0,0.53256,12,0
0.078335,530.1,559.86,0.033575,-5.3814,0.017,2,12,0.39202,15,0
0.068416,480.68,301.46,0.038113,-5.3792,0.0097702,0,0,0.29038,20,0
0.066698,325.91,258.4,0.048094,-5.5633,0.0069443,0,0,0.28565,32,0
0.069463,359.05,64.6,0.047187,-5.4766,0.01322,1,14,0.29344,31,0
0.073172,521.97,150.73,0.044465,-5.3524,0.012509,1,12,0.48382,25,0
0.067034,369.87,279.93,0.058076,-5.4858,0.014206,1,12,0.33778,27,0
0.065778,302.39,473.73,0.064428,-5.5293,0.010167,1,11,0.2737,37,0
0.084356,691.25,150.73,0.048094,-5.4576,0.031624,1,12,0.46046,28,0
0.08772,597.2,150.73,0.043557,-5.3985,0.013403,1,11,0.44622,20,0
0.085528,705.53,172.27,0.043557,-5.3787,0.016882,1,25,0.5089,22,0
0.080577,580.22,409.13,0.052632,-5.4253,0.014903,1,11,0.55996,17,0
0.084345,621.09,387.6,0.050817,-5.4188,0.012843,1,12,0.52787,16,0
0.088715,510.34,409.13,0.045372,-5.3757,0.011581,1,11,0.41858,12,0
0.075906,437.51,581.4,0.055354,-5.4391,0.0097955,0,0,0.41725,16,0
0.071847,464.74,387.6,0.058076,-5.6077,0.027091,2,13,0.32816,26,0
0.078745,486.75,236.87,0.049909,-5.6364,0.010769,1,10,0.26051,34,0
0.096651,677.63,387.6,0.040835,-5.5623,0.01846,1,11,0.54121,21,0
0.1071,729.29,409.13,0.045372,-5.4685,0.020637,1,11,0.7165,14,0
0.10648,837.36,215.33,0.044465,-5.5244,0.020081,2,8,0.46582,19,0
0.11551,876.58,236.87,0.054446,-5.6801,0.028643,2,9,0.46459,20,0
0.13217,1467.6,409.13,0.059891,-5.6017,0.026855,2,7,0.67743,21,0
0.14601,1207.6,236.87,0.058076,-5.6374,0.023665,2,9,0.78408,22,0
0.15678,1761.7,775.2,0.058984,-5.4302,0.031946,3,10,0.97644,14,0
0.1591,1593.9,796.73,0.053539,-5.5153,0.016267,2,10,0.85075,16,0
0.13777,1406.4,430.66,0.060799,-5.5734,0.019192,3,9,0.66829,18,0
0.11039,876.3,775.2,0.065336,-5.7469,0.017876,1,12,0.48256,20,0
0.10498,1043,775.2,0.056261,-5.6165,0.014786,2,12,0.53357,24,0
0.10628,826.55,409.13,0.067151,-5.7545,0.029624,1,13,0.3307,39,0
0.12708,1280.2,775.2,0.067151,-5.5552,0.025086,1,9,0.70208,20,0
0.14875,1825.9,430.66,0.052632,-5.5166,0.0161,2,9,0.54335,18,0
0.15919,1957.5,409.13,0.054446,-5.436,0.010156,1,24,0.81773,15,0
0.16406,1516.1,775.2,0.050817,-5.4543,0.014527,1,9,0.70969,13,0
0.16791,2106.9,775.2,0.049002,-5.3847,0.03299,2,10,0.61699,14,0
0.169,1836,538.33,0.047187,-5.4305,0.01285,1,9,0.49593,15,0
0.18459,2027.2,215.33,0.051724,-5.405,0.0099078,0,0,0.49736,17,0
0.20083,2974.7,409.13,0.053539,-5.3075,0.01201,1,25,0.8265,13,0
0.19641,2409.7,215.33,0.043557,-5.3992,0.029239,2,11,0.71919,16,0
0.19619,2094.5,796.73,0.04265,-5.2984,0.02647,2,11,0.77579,14,0
0.1975,2110,796.73,0.037205,-5.2262,0.0074979,0,0,0.84001,14,0
0.19544,2487.3,818.26,0.034483,-5.3106,0.026817,2,11,0.78192,14,0
0.20139,2530.1,387.6,0.040835,-5.2765,0.011325,1,28,0.69679,14,0
0.19868,2240.4,818.26,0.04265,-5.1374,0.016552,1,28,0.82339,15,0
0.20528,2425.6,818.26,0.045372,-5.1778,0.021031,1,28,0.80692,15,0
0.19975,2836.7,236.87,0.048094,-5.3616,0.023288,1,19,0.37795,24,0
0.18189,2904.4,409.13,0.044465,-5.2758,0.0054421,0,0,0.35016,22,0
0.18007,1951.5,818.26,0.043557,-5.3086,0.017297,1,25,0.37599,22,0
0.17314,2431.8,409.13,0.048094,-5.2601,0.016453,1,15,0.32124,26,0
0.20082,2294.5,861.33,0.038113,-5.1555,0.008753,0,0,0.45823,21,0
0.25408,3080.2,409.13,0.029038,-4.9555,0.005588,0,0,0.68372,10,0
0.26462,3448.8,473.73,0.029038,-4.8729,0.0045515,0,0,0.66386,8,0
0.30432,4138.5,516.8,0.024501,-4.8214,0.017425,1,22,0.50984,10,0
0.38214,5451.3,516.8,0.025408,-4.6834,0.020083,1,26,0.81625,9,0
0.42112,5467.4,516.8,0.027223,-4.7171,0.0087714,0,0,0.81318,10,0
0.37403,5878.9,516.8,0.029946,-4.7714,0.0065062,0,0,0.58356,11,0
0.29158,3573.4,193.8,0.034483,-4.9318,0.0087948,0,0,0.36754,17,0
0.26471,3082.8,495.26,0.03539,-4.9193,0.0034662,0,0,0.57814,11,0
0.22643,3126.3,516.8,0.040835,-5.0081,0.0037532,0,0,0.59223,14,0
0.21803,3514.4,344.53,0.038113,-5.4603,0.047939,1,13,0.34642,19,0
0.22962,2707.5,409.13,0.032668,-5.2075,0.012915,1,20,0.4419,14,0
0.18667,2596.7,538.33,0.039927,-5.2039,0.0062974,0,0,0.41367,15,0
0.16486,1956.4,473.73,0.044465,-5.2923,0.0080791,0,0,0.48957,20,0
0.20318,2641.2,452.2,0.03902,-5.0655,0.010354,1,13,0.63665,10,0
0.25523,2913.2,473.73,0.039927,-5.252,0.016178,2,9,0.61683,8,0
0.27034,3846.3,452.2,0.036298,-5.3943,0.039701,2,10,0.96489,9,0
0.24013,3185.4,473.73,0.03176,-5.2635,0.026126,3,9,0.74363,8,0
0.19416,2133.7,473.73,0.046279,-5.3946,0.021147,1,23,0.42167,14,0
0.1983,2339.5,473.73,0.044465,-5.3197,0.011652,2,13,0.55854,12,0
0.21411,2937.7,689.06,0.036298,-5.2231,0.011862,2,17,0.52399,13,0
0.21593,3290,473.73,0.045372,-5.2191,0.0076185,0,0,0.48693,15,0
0.22452,2484.6,258.4,0.049909,-5.3298,0.012168,1,10,0.37944,18,0
0.24046,3701.1,452.2,0.049002,-5.2743,0.034494,2,10,0.5221,19,0
0.25419,3790.7,452.2,0.051724,-5.3266,0.016985,3,10,0.74161,14,0
0.21757,3248.3,1055.1,0.058076,-5.281,0.011602,1,10,0.59554,21,0
0.21236,2241,1033.6,0.056261,-5.502,0.032409,3,11,0.76505,21,0
0.25066,3621.8,430.66,0.048094,-5.4789,0.027083,4,11,0.55071,16,0
0.25459,3595.8,430.66,0.044465,-5.2979,0.019723,2,10,0.84655,12,0
0.21479,2304.1,409.13,0.051724,-5.4669,0.033143,2,10,0.44956,18,0
0.17923,2324.4,710.6,0.055354,-5.4655,0.050112,2,9,0.46981,13,0
0.16868,2022,215.33,0.059891,-5.488,0.045502,3,9,0.56907,24,0
0.15147,1603.2,387.6,0.063521,-5.5479,0.018113,1,10,0.62788,27,0
0.13378,1280.9,538.33,0.068966,-5.6885,0.031023,2,12,0.44065,28,0
0.13353,1544.3,387.6,0.077132,-5.566,0.040318,1,11,0.44362,35,0
0.17042,1922.6,753.66,0.052632,-5.5443,0.038644,2,10,0.41437,15,0
0.19626,2378.8,710.6,0.032668,-5.4285,0.044784,2,12,0.57512,18,0
0.18927,2515,409.13,0.040835,-5.32,0.022747,3,9,0.60183,16,0
0.19538,2009.9,279.93,0.051724,-5.4838,0.032526,1,10,0.43206,22,0
0.19307,3482.1,215.33,0.063521,-5.6166,0.069144,3,11,0.51401,33,0
0.18039,2272,236.87,0.058984,-5.4531,0.027072,1,9,0.44639,28,0
0.18818,2278.2,409.13,0.052632,-5.3951,0.036719,2,11,0.4934,24,0
0.16477,1921.2,129.2,0.060799,-5.3864,0.025191,2,11,0.54192,35,0
0.13894,1384.9,107.67,0.053539,-5.4577,0.019569,1,10,0.51537,23,0
0.14913,1464.8,107.67,0.043557,-5.3103,0.020826,2,10,0.52001,10,0
0.17034,1664.7,387.6,0.032668,-5.0449,0.018978,2,10,0.71078,7,0
0.15925,1482.9,409.13,0.029038,-5.1527,0.010435,1,26,0.5988,8,0
0.12064,999.04,129.2,0.03539,-5.2985,0.0066314,0,0,0.44131,11,0
0.10443,886.17,366.06,0.049002,-5.5304,0.019611,1,11,0.25336,28,0
0.10101,1058.6,129.2,0.061706,-5.5116,0.028932,1,13,0.2906,35,0
0.10726,858.53,129.2,0.058076,-5.4915,0.039996,1,12,0.40323,32,0
0.091253,617.04,818.26,0.071688,-5.6189,0.034878,2,13,0.35847,29,0
0.079451,673.1,150.73,0.072595,-5.6466,0.027805,2,15,0.34371,39,0
0.086548,544.37,129.2,0.058984,-5.6654,0.010819,2,12,0.2857,28,0
0.081871,613.31,409.13,0.063521,-5.5649,0.015118,1,9,0.40609,25,0
0.090748,952.01,150.73,0.058984,-5.5454,0.015775,2,10,0.2908,35,0
