@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE entropy 	REAL
@ATTRIBUTE domfreq 	REAL
@ATTRIBUTE class	{0,1}

@DATA
0.16638,0.17611,1.278,1
0.16972,0.18201,1.278,1
0.16621,0.19094,1.278,1
0.16767,0.16668,1.278,1
0.18503,0.21045,1.2878,1
0.20786,0.27446,1.3171,1
0.21603,0.26701,1.3268,1
0.21944,0.24225,1.3463,1
0.22123,0.30967,1.3561,1
0.21376,0.29696,1.3659,1
0.21473,0.33369,1.3951,1
0.22624,0.31674,1.4146,1
0.23468,0.32323,1.4146,1
0.22322,0.30985,1.1707,1
0.21263,0.31271,1.1707,1
0.24178,0.36062,1.4146,1
0.24605,0.35971,2.1268,1
0.21694,0.32191,1.4146,1
0.22712,0.32035,1.1805,1
0.25428,0.39597,2.1561,1
0.26659,0.43503,2.1756,1
0.25638,0.41847,2.1659,1
0.25178,0.34979,1.1805,1
0.26384,0.36886,1.1707,1
0.26576,0.37976,1.1805,1
0.26307,0.41391,1.1707,1
0.24024,0.39123,1.1805,1
0.21598,0.34295,1.3268,1
0.21086,0.34413,1.1317,1
0.20348,0.3765,1.1317,1
0.19623,0.29015,1.3366,1
0.20193,0.35818,1.3171,1
0.22074,0.32797,1.3171,1
0.26404,0.43139,1.1415,1
0.29635,0.44406,1.1707,1
0.3119,0.45186,1.1707,1
0.32806,0.51863,0.23415,1
0.3368,0.46646,0.23415,1
0.28969,0.46922,0.23415,1
0.20686,0.26423,0.087805,1
0.17951,0.19753,0.22439,1
0.15182,0.18404,0.23415,1
0.14153,0.18212,0.1561,1
0.15066,0.16553,0.18537,1
0.12312,0.13551,0.2439,1
0.10298,0.08889,0.21463,0
0.12768,0.13193,0.20488,0
0.15924,0.13682,0.21463,0
0.16541,0.18793,0.20488,0
0.14507,0.14697,0.21463,0
0.11672,0.091467,0.21463,0
0.11922,0.098274,0.21463,0
0.1287,0.13118,0.3122,0
0.12978,0.14743,0.21463,0
0.1351,0.10547,0.11707,0
0.14589,0.16962,0.20488,0
0.15771,0.18715,0.20488,0
0.1349,0.14687,0.21463,0
0.12853,0.093676,0.46829,0
0.1525,0.16321,0.19512,0
0.15402,0.16061,0.19512,0
0.12872,0.095946,0.18537,0
0.10696,0.094775,0.32195,0
0.10054,0.080669,0.097561,0
0.089995,0.058728,0.17561,0
0.079509,0.04342,0.2439,0
0.079548,0.057119,0.17561,0
0.1015,0.074635,0.34146,0
0.11954,0.10297,0.32195,0
0.12025,0.13098,0.18537,1
0.12482,0.10211,0.12683,1
0.12981,0.18106,0.097561,1
0.16398,0.21019,0.56585,1
0.20197,0.26559,0.58537,1
0.19782,0.23092,0.57561,1
0.18615,0.2178,0.57561,1
0.21473,0.25434,1.3854,1
0.23755,0.3052,1.3854,1
0.23695,0.32306,1.1415,1
0.27674,0.36715,1.161,1
0.33084,0.42793,1.1805,1
0.37993,0.46349,1.1805,1
0.42599,0.54752,1.1902,1
0.43001,0.56132,1.2,1
0.44566,0.58902,1.2,1
0.42386,0.64625,1.1805,1
0.38227,0.61666,1.1707,1
0.37029,0.58614,1.161,1
0.34175,0.65725,1.1902,1
0.335,0.59621,1.1512,1
0.34121,0.6189,1.1902,1
0.3402,0.57089,1.1512,1
0.30937,0.56184,1.3951,1
0.28519,0.56551,1.1317,1
0.27815,0.49228,2.0878,1
0.26374,0.45507,1.2585,1
0.25457,0.4085,1.2585,1
0.24445,0.41271,1.2683,1
0.23498,0.37845,2.0878,1
0.22649,0.3329,2.0878,1
0.20824,0.2923,2.0683,1
0.21777,0.30929,2.078,1
0.24539,0.30453,2.0976,1
0.30158,0.46517,1.3171,1
0.31144,0.4301,1.3268,1
0.29338,0.45399,1.3561,1
0.29707,0.48929,1.3756,1
0.29339,0.45596,1.3951,1
0.3152,0.45103,1.1317,1
0.32321,0.44743,1.122,1
0.31017,0.44948,1.3951,1
0.29143,0.43377,1.4049,1
0.28293,0.4094,1.122,1
0.26678,0.36435,1.3951,1
0.24852,0.34095,1.3854,1
0.25042,0.34999,1.3756,1
0.26308,0.35794,1.3561,1
0.28677,0.44857,1.3463,1
0.27532,0.42594,1.3268,1
0.2402,0.39244,1.3073,1
0.25959,0.39034,2.1073,1
0.28528,0.42933,1.3268,1
0.3021,0.41852,1.3463,1
0.33003,0.45633,1.3659,1
0.33129,0.47421,1.3659,1
0.32075,0.40768,1.0829,1
0.3222,0.43268,1.0732,1
0.29197,0.48142,1.0732,1
0.26871,0.39423,1.0634,1
0.32832,0.47097,1.0829,1
0.31829,0.41386,1.1024,1
0.24791,0.3677,1.1024,1
0.26416,0.39997,1.0927,1
0.31007,0.35713,1.0732,1
0.26806,0.37074,1.0829,1
0.1672,0.16844,0.20488,1
0.15392,0.19997,1.0927,1
0.17945,0.21011,1.1024,1
0.17893,0.16965,1.0829,1
0.18575,0.22252,1.0829,1
0.17326,0.17575,1.0927,1
0.18091,0.27988,0.14634,1
0.20333,0.37107,0.12683,1
0.21231,0.36246,0.79024,1
0.21653,0.32972,0.21463,1
0.18854,0.28082,0.79024,1
0.16514,0.2347,0.18537,1
0.14764,0.1852,0.27317,1
0.14126,0.18373,1.0537,1
0.13723,0.14582,0.21463,0
0.11798,0.099975,0.20488,0
0.087355,0.072634,0.27317,0
0.070393,0.043275,0.27317,0
0.070498,0.041147,0.28293,0
0.06905,0.036779,0.28293,0
0.065924,0.036929,0.28293,0
0.063455,0.031669,0.28293,0
0.053048,0.0071576,0.16585,0
0.055813,0.02146,0.28293,0
0.060815,0.022303,0.21463,0
0.082237,0.06432,0.67317,0
0.090714,0.096603,0.47805,0
0.075187,0.047282,0.21463,0
0.081097,0.068392,0.17561,0
0.084818,0.068896,0.18537,0
0.094612,0.083599,0.19512,0
0.095765,0.064414,0.19512,0
0.073021,0.056787,0.12683,0
0.071086,0.033856,0.21463,0
0.082829,0.069169,0.41951,0
0.082006,0.065775,0.40976,0
0.089195,0.08294,0.4878,0
0.098838,0.087015,0.74146,0
0.11089,0.11267,0.50732,1
0.12009,0.14325,0.51707,1
0.12122,0.12414,0.20488,1
0.1186,0.12075,0.51707,1
0.12993,0.1287,0.21463,1
0.13381,0.1596,0.21463,1
0.10949,0.093289,0.21463,1
0.099916,0.080481,0.4878,1
0.10512,0.081461,0.50732,1
0.10788,0.11823,0.28293,1
0.13527,0.16783,0.25366,1
0.15577,0.1509,0.25366,1
0.15173,0.18008,0.50732,1
0.13863,0.13907,1.2976,1
0.14988,0.19455,1.3268,1
0.15864,0.19363,2.1366,1
0.14317,0.18902,2.1659,1
0.13726,0.16082,0.82927,1
0.1505,0.21881,0.28293,1
0.14248,0.17116,0.28293,1
0.11396,0.11044,1.3951,1
0.10921,0.10844,1.3854,1
0.10904,0.10918,1.3951,1
0.13311,0.17077,0.56585,1
0.15635,0.17255,1.3756,1
0.16701,0.23129,2.1756,1
0.17118,0.22721,1.3756,1
0.1647,0.2132,1.3951,1
0.15301,0.22698,1.4244,1
0.22697,0.2953,0.44878,1
0.2795,0.46959,0.46829,1
0.25669,0.32699,0.59512,1
0.20856,0.29644,0.59512,1
0.17069,0.27095,0.59512,1
0.15626,0.19142,0.46829,1
0.14059,0.20595,0.53659,1
0.1516,0.19679,0.53659,1
0.15783,0.23472,0.27317,1
0.1468,0.18052,0.46829,1
0.14056,0.16217,0.27317,1
0.14114,0.19036,0.44878,1
0.12357,0.11367,0.44878,1
0.093394,0.084126,0.21463,1
0.093518,0.084992,0.61463,1
0.090422,0.077982,0.46829,1
0.070416,0.030413,0.46829,1
0.078405,0.057933,0.21463,1
0.095736,0.10688,0.20488,1
0.10224,0.10062,0.10732,0
0.11403,0.10295,0.10732,0
0.12688,0.12485,0.20488,0
0.13044,0.11105,0.20488,0
0.12902,0.10078,0.10732,0
0.11821,0.11826,0.10732,0
0.10997,0.070072,0.10732,0
0.13249,0.098563,0.21463,0
0.15582,0.14494,0.21463,1
0.14153,0.13273,0.11707,1
0.12222,0.11,0.11707,1
0.13302,0.18133,0.21463,1
0.14363,0.18996,0.53659,1
0.1432,0.16532,0.53659,1
0.1454,0.1991,0.52683,1
0.14105,0.1607,0.53659,1
0.12149,0.092851,0.28293,1
0.16008,0.19806,0.52683,1
0.17571,0.22972,0.51707,1
0.16823,0.19825,0.49756,1
0.20083,0.34284,0.53659,1
0.20598,0.33175,0.46829,1
0.21427,0.3329,0.99512,1
0.21138,0.38202,0.50732,1
0.23565,0.38947,0.53659,1
0.27562,0.46841,0.45854,1
0.2537,0.47787,0.44878,1
0.23167,0.40938,0.60488,1
0.21257,0.33494,0.45854,1
0.18884,0.32536,0.60488,1
0.19348,0.26934,0.59512,1
0.17705,0.24011,0.58537,1
0.16754,0.2414,1.3268,1
0.21537,0.28627,0.60488,1
0.22221,0.31769,0.58537,1
0.19245,0.22094,0.57561,1
0.19867,0.33538,0.6439,1
0.193,0.29494,0.63415,1
0.17468,0.27344,0.53659,1
0.15706,0.19753,0.44878,1
0.13239,0.12966,0.59512,1
0.17781,0.28084,0.46829,1
0.20854,0.33186,0.44878,1
0.19256,0.28323,0.27317,1
0.15601,0.20487,0.27317,1
0.12838,0.15383,0.45854,1
0.14566,0.18163,0.4,1
0.14605,0.23755,0.70244,1
0.12605,0.14358,0.57561,0
0.10958,0.1186,0.26341,0
0.10157,0.092555,0.65366,0
0.088593,0.094042,0.42927,0
0.08034,0.063395,0.2439,0
0.086431,0.0726,0.44878,0
0.083213,0.070165,0.21463,0
0.077886,0.057846,0.45854,0
0.082459,0.07091,0.45854,0
0.08408,0.050165,0.14634,1
0.096136,0.095988,0.47805,1
0.11405,0.12216,0.4878,1
0.14611,0.13181,0.54634,1
0.24725,0.27248,0.58537,1
0.34435,0.29831,0.59512,1
0.35914,0.31848,0.59512,1
0.28586,0.29235,0.59512,1
0.20972,0.1926,0.57561,1
0.1811,0.17575,0.53659,1
0.17888,0.22272,0.53659,1
0.18282,0.24429,0.52683,1
0.17197,0.18361,0.54634,1
0.18252,0.22486,0.57561,1
0.17546,0.2109,0.56585,1
0.17041,0.20937,0.56585,1
0.18928,0.23253,0.82927,1
0.20947,0.27293,1.1024,1
0.22462,0.38015,1.0927,1
0.24644,0.40969,1.0634,1
0.29778,0.52789,1.2683,1
0.30166,0.51626,1.2293,1
0.24772,0.36076,1.1805,1
0.21026,0.33942,1.161,1
0.19709,0.29898,2.078,1
0.20368,0.31404,2.078,1
0.21036,0.31214,1.1707,1
0.18891,0.3032,0.34146,1
0.1727,0.24818,0.33171,1
0.18018,0.25617,0.32195,1
0.17182,0.25389,0.32195,1
0.17485,0.27276,0.33171,1
0.16796,0.25868,1.2585,1
0.13675,0.18869,1.2293,1
0.12955,0.17283,1.4244,1
0.13408,0.17236,1.4049,1
0.13737,0.18659,1.4049,1
0.13701,0.16074,1.3951,1
0.14018,0.17362,1.4049,1
0.14785,0.19515,1.4049,1
0.15336,0.22124,1.4049,1
0.16059,0.2835,1.4049,1
0.16757,0.29143,1.3756,1
0.1733,0.26747,1.3756,1
0.16934,0.27269,1.3854,1
0.15157,0.23283,1.3756,1
0.13473,0.18953,1.3463,1
0.12476,0.18976,1.3366,1
0.11678,0.143,1.522,1
0.11707,0.14863,1.522,1
0.11869,0.16804,1.5122,1
0.11835,0.13294,0.46829,1
0.12431,0.15917,1.5024,1
0.12982,0.17891,1.5024,1
0.12195,0.16567,1.5122,1
0.11623,0.14586,1.5024,1
0.11797,0.13897,1.5122,1
0.11529,0.14827,0.17561,1
0.16432,0.19877,1.3659,1
0.17895,0.30206,1.122,1
0.14696,0.23125,2.1171,1
0.13829,0.18561,2.0976,1
0.1316,0.17079,2.0976,1
0.1295,0.171,1.522,1
0.12715,0.16205,1.5122,1
0.11336,0.10852,1.5122,1
0.11847,0.14468,0.1561,1
0.16548,0.19841,0.20488,1
0.1932,0.21359,0.21463,1
0.19241,0.2257,0.21463,1
0.17279,0.19267,0.21463,1
0.17377,0.21394,0.21463,1
0.17425,0.2022,0.22439,1
0.1534,0.16846,0.21463,1
0.14685,0.16127,0.20488,1
0.14316,0.16035,0.21463,1
0.17461,0.2035,0.21463,1
0.19414,0.22926,0.21463,1
0.17122,0.19457,0.21463,1
0.14158,0.15234,0.21463,1
0.14632,0.17522,0.21463,1
0.15131,0.18028,0.21463,1
0.16284,0.18502,0.21463,1
0.17571,0.21498,0.20488,1
0.18043,0.21487,0.20488,1
0.19192,0.23148,0.21463,1
0.19243,0.19941,0.21463,1
0.17687,0.20704,0.20488,1
0.16643,0.2046,0.20488,1
0.16823,0.17386,0.10732,1
0.15153,0.19391,1.3659,1
0.11997,0.11559,0.11707,1
0.10569,0.11214,0.19512,1
0.12439,0.13849,1.1902,1
0.13971,0.17397,1.2,1
0.13108,0.14983,1.1902,1
0.11835,0.1209,1.1805,1
0.12317,0.14969,1.3854,1
0.13838,0.13498,1.2,1
0.15184,0.21329,1.2,1
0.15308,0.18783,0.22439,1
0.15386,0.19205,1.3854,1
0.14799,0.17563,1.2,1
0.16296,0.21403,1.239,1
0.16096,0.20163,1.2195,1
0.14411,0.13806,1.2195,1
0.16287,0.20715,1.2293,1
0.18853,0.21905,1.239,1
0.2097,0.27299,1.239,1
0.20874,0.28422,1.2585,1
0.20588,0.28104,1.2683,1
0.21426,0.27413,1.2683,1
0.20131,0.24742,1.239,1
0.17974,0.23071,1.2293,1
0.18675,0.25098,1.239,1
0.21332,0.28822,1.2488,1
0.25501,0.3646,1.278,1
0.25753,0.37554,1.2683,1
0.23499,0.27847,1.2683,1
0.25827,0.38532,1.2976,1
0.27624,0.37027,1.3073,1
0.2656,0.3645,1.3073,1
0.2785,0.4734,1.2878,1
0.2982,0.40398,1.278,1
0.28014,0.44493,1.3073,1
0.25232,0.37333,1.3171,1
0.2869,0.47041,1.2878,1
0.3059,0.38922,1.278,1
0.26372,0.375,1.2976,1
0.22504,0.34917,1.3073,1
0.20312,0.28005,2.4098,1
0.24748,0.31423,1.2976,1
0.25919,0.41825,1.3073,1
0.20699,0.30409,0.8878,1
0.22977,0.32238,0.23415,1
0.26706,0.47661,0.23415,1
0.26857,0.37314,1.2976,1
0.26069,0.34161,1.2976,1
0.259,0.34831,1.3073,1
0.23986,0.36755,1.3073,1
0.21903,0.3072,1.3268,1
0.2171,0.32676,1.3268,1
0.20412,0.32122,1.3268,1
0.20688,0.28127,1.3268,1
0.21389,0.32964,1.3268,1
0.20965,0.29643,1.3366,1
0.1951,0.30571,1.3268,1
0.20581,0.28259,1.3463,1
0.19822,0.30291,1.3366,1
0.16369,0.24257,1.9805,1
0.17949,0.25598,1.3268,1
0.21287,0.3148,2.2927,1
0.22279,0.35081,2.3024,1
0.23778,0.36318,1.1707,1
0.34321,0.53223,1.1902,1
0.4141,0.57922,1.2195,1
0.38492,0.56935,1.239,1
0.34259,0.5011,1.2488,1
0.33693,0.54783,1.2098,1
0.371,0.60069,1.1902,1
0.35169,0.54311,1.2,1
0.30927,0.48354,0.99512,1
0.31015,0.45833,1.0049,1
0.25476,0.36796,0.99512,1
0.18467,0.21546,0.22439,1
0.1363,0.091424,0.12683,1
0.13629,0.14433,0.10732,1
0.14008,0.12776,0.22439,1
0.12834,0.11968,0.21463,0
0.14803,0.16174,0.21463,0
0.13359,0.12473,0.20488,0
0.11518,0.11837,0.11707,0
0.11826,0.11183,0.11707,0
0.1046,0.10074,0.10732,0
0.08514,0.044057,0.20488,0
0.085266,0.066537,0.18537,0
0.088249,0.06534,0.21463,0
0.098264,0.065643,0.17561,0
0.12395,0.083287,0.18537,0
0.12872,0.089291,0.17561,0
0.12095,0.095339,0.18537,0
0.11944,0.11644,0.18537,0
0.099004,0.0686,0.17561,0
0.052268,-0.004499,0.45854,0
0,NaN,0.0097561,0
0.054049,0.020764,0.0097561,0
0.049905,0.014853,0.0097561,0
0.04628,0.017567,0.0097561,0
0.050702,0.0037308,0.029268,0
0.05464,0.019558,0.0097561,1
0.092724,0.059051,0.029268,1
0.15851,0.21411,0.45854,1
0.20966,0.22261,0.4878,1
0.21903,0.25231,0.49756,1
0.18357,0.20613,0.50732,1
0.1667,0.17751,0.50732,1
0.16993,0.23065,0.49756,1
0.20266,0.17856,0.4878,1
0.25983,0.31944,0.4878,1
0.30139,0.32379,0.47805,1
0.32332,0.29905,0.46829,1
0.29558,0.32558,0.46829,1
0.31284,0.32238,0.47805,1
0.36016,0.39331,0.4878,1
0.35902,0.35926,0.4878,1
0.29018,0.28621,0.49756,1
0.20364,0.23574,0.50732,1
0.17182,0.19004,0.50732,1
0.14674,0.15586,0.76098,1
0.2159,0.22374,0.50732,1
0.29736,0.34473,0.51707,1
0.36486,0.38399,0.78049,1
0.43925,0.42468,0.79024,1
0.49494,0.48357,0.8,1
0.50789,0.50639,0.8,1
0.50334,0.59036,0.79024,1
0.48142,0.74265,0.8,1
0.45125,0.74187,0.76098,1
0.42775,0.64205,0.75122,1
0.40856,0.69092,0.98537,1
0.40913,0.60901,0.74146,1
0.40727,0.63761,0.74146,1
0.41271,0.56681,0.75122,1
0.41215,0.57814,0.74146,1
0.38999,0.59402,0.74146,1
0.38298,0.5377,0.75122,1
0.38157,0.51287,0.75122,1
0.39557,0.53924,0.74146,1
0.40535,0.55878,0.49756,1
0.38042,0.58319,0.49756,1
0.36215,0.47485,1.239,1
0.37165,0.49986,1.239,1
0.38436,0.52388,1.239,1
0.36993,0.5083,1.2488,1
0.34695,0.53542,0.49756,1
0.34309,0.5613,1.0049,1
0.32765,0.48172,0.75122,1
0.31722,0.44797,1.4829,1
0.34874,0.50245,1.239,1
0.35976,0.52504,1.2293,1
0.3633,0.52083,0.49756,1
0.38698,0.59422,0.4878,1
0.39359,0.57325,0.47805,1
0.41291,0.56568,0.4878,1
0.39501,0.60951,0.47805,1
0.30842,0.40557,0.46829,1
0.30759,0.44797,0.45854,1
0.30365,0.43664,0.44878,1
0.22039,0.28657,0.21463,1
0.1744,0.2167,0.22439,1
0.15206,0.18888,0.69268,1
0.14352,0.12357,0.7122,1
0.14392,0.15366,0.7122,1
0.1561,0.12702,0.23415,0
0.16353,0.15318,0.23415,0
0.16876,0.16795,0.2439,0
0.17657,0.15126,0.2439,0
0.18056,0.16768,0.2439,0
0.18602,0.15412,0.23415,0
0.17018,0.16165,0.23415,0
0.146,0.12418,0.039024,0
0.15062,0.12738,0.039024,0
0.14639,0.13572,0.22439,0
0.13841,0.089258,0.04878,0
0.14578,0.12688,0.04878,0
0.12296,0.090524,0.17561,0
0.090269,0.066206,0.22439,0
0.07864,0.031961,0.21463,0
0.070628,0.033753,0.21463,0
0.10879,0.11481,0.44878,0
0.13086,0.11583,0.47805,0
0.15897,0.15586,0.51707,0
0.22275,0.29246,0.53659,0
0.25887,0.30777,0.54634,1
0.27537,0.27017,0.54634,1
0.27516,0.29155,0.53659,1
0.26129,0.23366,0.53659,1
0.23229,0.26188,0.53659,1
0.22383,0.26646,0.27317,1
0.33955,0.37853,0.79024,1
0.4406,0.53045,0.79024,1
0.44358,0.58003,0.8,1
0.45384,0.62683,1.0732,1
0.50521,0.66331,1.0732,1
0.52409,0.81355,1.0634,1
0.5158,0.85353,1.3171,1
0.49251,0.99127,1.3073,1
0.47935,0.99118,1.0244,1
0.49832,1.0596,1.0146,1
0.517,1.0796,1.2488,1
0.49517,1.0755,1.2585,1
0.48969,0.91795,1.2683,1
0.51879,0.90423,1.0146,1
0.52991,0.95329,1.0146,1
0.52213,0.97293,1.0146,1
0.52677,0.87862,1.0146,1
0.54548,0.9363,1.2878,1
0.55046,0.97636,1.3073,1
0.54719,0.94274,1.3073,1
0.52648,0.92936,1.3073,1
0.52461,0.8558,1.2976,1
0.5248,0.85923,1.3073,1
0.52314,0.87061,1.2878,1
0.52831,0.79098,1.2878,1
0.51231,0.87286,1.2976,1
0.51097,0.82585,1.3073,1
0.5044,0.84238,1.0439,1
0.50635,0.83631,1.0341,1
0.52062,0.73792,1.2878,1
0.50404,0.78757,1.2878,1
0.49191,0.7846,1.3073,1
0.49441,0.78388,1.0439,1
0.48175,0.73412,1.0439,1
0.44431,0.64708,1.0439,1
0.44087,0.59973,1.2976,1
0.45682,0.63819,1.2878,1
0.46295,0.69105,1.278,1
0.47094,0.62569,1.2683,1
0.4648,0.59194,1.2683,1
0.43614,0.74255,1.2488,1
0.37445,0.70624,1.239,1
0.33451,0.63788,1.1707,1
0.33665,0.64822,1.3756,1
0.33646,0.63872,1.3463,1
0.31605,0.56743,2.1561,1
0.29696,0.56641,1.4732,1
0.30208,0.509,1.4634,1
0.27709,0.41856,1.4537,1
0.21723,0.31827,1.4244,1
0.21025,0.25768,1.4244,1
0.22472,0.30737,1.4244,1
0.20102,0.23355,1.4146,1
0.18891,0.23061,1.4146,1
0.20406,0.22905,1.4341,1
0.20426,0.22279,1.4341,1
0.18932,0.17705,1.4244,1
0.20881,0.20676,1.4146,1
0.21819,0.21547,1.4341,1
0.19963,0.17225,1.4341,1
0.19652,0.18134,1.4341,1
0.20139,0.22061,1.4537,1
0.20001,0.25626,1.4634,1
0.17744,0.20608,1.4732,1
0.16481,0.19716,1.2683,1
0.1495,0.16053,1.278,1
0.14035,0.17571,1.278,1
0.15212,0.19097,2.1171,1
0.16735,0.20851,1.2878,1
0.19631,0.28368,1.3073,1
0.2149,0.29912,1.3171,1
0.19566,0.26578,1.9512,1
0.1726,0.21353,1.2976,1
0.17681,0.22736,1.961,1
0.21141,0.31099,2.1854,1
0.22809,0.39203,1.9512,1
0.23702,0.34312,1.9512,1
0.27677,0.54077,0.20488,1
0.30266,0.51145,0.11707,1
0.28313,0.53115,0.10732,1
0.26385,0.45899,0.11707,1
0.26515,0.38652,0.11707,1
0.2455,0.4006,0.13659,1
0.21396,0.31784,2.0878,1
0.20876,0.31425,0.19512,1
0.20155,0.27467,0.19512,1
0.18495,0.28042,0.04878,1
0.18209,0.28083,2.078,1
0.16532,0.20879,2.078,1
0.16763,0.22501,2.078,1
0.17225,0.22152,2.078,1
0.15679,0.20044,2.0976,1
0.16261,0.23164,1.2878,1
0.17593,0.23311,1.2976,1
0.1691,0.21494,2.1463,1
0.18202,0.2438,2.1561,1
0.22359,0.36006,1.3171,1
0.23118,0.29532,1.3073,1
0.20238,0.27759,2.1561,1
0.2019,0.33082,1.278,1
0.21753,0.27452,1.2683,1
0.18926,0.23776,1.2683,1
0.14607,0.19142,1.239,1
0.12445,0.15706,1.2683,1
0.11329,0.11959,1.4244,1
0.11692,0.13411,1.4341,1
0.12036,0.14773,2.0488,1
0.12279,0.13717,2.039,1
0.11565,0.12335,1.3951,1
0.11466,0.11026,1.3854,1
0.11414,0.12426,1.4049,1
0.10882,0.089084,1.4049,1
0.11566,0.11602,1.4146,1
0.115,0.10397,1.4049,1
0.12063,0.10308,1.4146,1
0.11772,0.097933,1.4244,1
0.11186,0.083686,1.4244,1
0.12927,0.12801,1.4244,1
0.13611,0.17043,1.4634,1
0.14329,0.15463,1.4732,1
0.1586,0.1894,1.278,1
0.17139,0.19469,1.2878,1
0.16841,0.17956,1.2878,1
0.15113,0.16293,1.2683,1
0.14362,0.15427,1.2585,1
0.15525,0.15363,1.2683,1
0.16054,0.17057,1.2683,1
0.15456,0.16581,1.2683,1
0.14806,0.15404,1.2585,1
0.1605,0.18347,1.2683,1
0.17794,0.21944,1.2976,1
0.18158,0.20722,1.2976,1
0.19231,0.22597,1.278,1
0.20168,0.21867,1.278,1
0.19956,0.21355,1.278,1
0.19329,0.22798,1.278,1
0.19685,0.19025,1.278,1
0.21853,0.24964,1.2878,1
0.2422,0.28768,1.3171,1
0.24799,0.29816,1.3268,1
0.24962,0.24177,1.3463,1
0.25125,0.33173,1.3561,1
0.24613,0.33165,1.3756,1
0.25373,0.405,1.3951,1
0.27101,0.37945,1.4146,1
0.2784,0.39364,1.4146,1
0.25862,0.35207,1.1707,1
0.2421,0.33322,1.1707,1
0.27443,0.38563,1.4146,1
0.27964,0.4006,2.1268,1
0.24486,0.3391,1.4146,1
0.2553,0.34297,1.1805,1
0.28638,0.43718,2.1561,1
0.29666,0.44617,2.1756,1
0.28313,0.43225,2.1659,1
0.27955,0.36973,1.1805,1
0.2973,0.39373,1.1707,1
0.29766,0.3921,1.1805,1
0.29223,0.42551,1.1707,1
0.26484,0.42304,1.1805,1
0.2267,0.3554,1.3268,1
0.22121,0.33956,1.3561,1
0.21516,0.35545,1.3659,1
0.20907,0.3106,1.3366,1
0.22107,0.36649,1.3171,1
0.23644,0.3368,1.3171,1
0.27896,0.43834,1.1415,1
0.32096,0.42934,1.1707,1
0.32865,0.39308,1.1707,1
0.29402,0.39987,1.161,1
0.248,0.32585,1.1317,1
0.20653,0.31761,1.122,1
0.14666,0.17858,0.99512,1
0.11565,0.10373,1.1512,1
0.098135,0.085058,1.1415,1
0.090798,0.081881,1.1707,1
0.094818,0.083323,1.1707,1
0.077344,0.049267,1.1805,1
0.055092,0.023096,0.21463,0
0.060899,0.034284,0.20488,0
0.071103,0.031744,0.21463,0
0.070389,0.040739,0.20488,0
0.060835,0.029492,0.21463,0
0.048893,0.012453,0.21463,0
0.049578,0.013784,0.21463,0
0.05288,0.023141,0.3122,0
0.052581,0.02604,0.21463,0
0.054359,0.013764,0.11707,0
0.058946,0.031775,0.20488,0
0.063637,0.035428,0.21463,0
0.054099,0.024553,0.21463,0
0.051564,0.0092664,0.46829,0
0.06101,0.025947,0.19512,0
0.061383,0.027295,0.19512,0
0.05146,0.0097943,0.18537,0
0.043098,0.0088731,0.32195,0
0.040507,0.0058514,0.097561,0
0.036086,-0.00064315,0.17561,0
0.031773,-0.0048198,0.097561,0
0.031846,-0.00071068,0.17561,0
0.041165,0.0032975,0.34146,0
0.056117,0.019888,0.32195,0
0.06709,0.04982,0.18537,1
0.074372,0.042551,0.78049,1
0.090739,0.077014,1.3366,1
0.1612,0.17232,0.56585,1
0.21763,0.25162,0.58537,1
0.22254,0.221,0.57561,1
0.21393,0.24589,0.57561,1
0.2499,0.27177,1.3854,1
0.27202,0.31931,1.3854,1
0.27156,0.36618,1.4244,1
0.32133,0.4276,1.161,1
0.37552,0.49574,1.1805,1
0.42175,0.52725,1.1805,1
0.46048,0.62212,1.1902,1
0.46366,0.6206,1.2,1
0.47796,0.68128,1.2,1
0.45866,0.74043,1.1805,1
0.42097,0.71737,1.1707,1
0.40724,0.67806,1.161,1
0.3819,0.75583,1.1902,1
0.37273,0.68268,1.1512,1
0.37667,0.70126,1.1805,1
0.37823,0.64119,1.1512,1
0.35265,0.65357,1.3951,1
0.32575,0.66299,1.1317,1
0.31942,0.57496,2.0878,1
0.30895,0.54111,1.2585,1
0.29571,0.46351,1.2585,1
0.28367,0.49834,1.2683,1
0.2765,0.45776,2.0878,1
0.26906,0.41919,2.0878,1
0.25138,0.35843,2.0683,1
0.26238,0.37907,2.078,1
0.28943,0.37708,2.0976,1
0.34443,0.54353,1.3171,1
0.35056,0.47636,1.3268,1
0.32552,0.48752,1.3561,1
0.33257,0.5515,1.3756,1
0.33661,0.52775,1.3951,1
0.36333,0.5194,1.1317,1
0.37303,0.52839,1.122,1
0.35987,0.52981,1.3951,1
0.33923,0.50124,1.4049,1
0.33003,0.45628,1.122,1
0.31419,0.42833,1.3951,1
0.29416,0.41763,1.3854,1
0.29294,0.40992,1.3756,1
0.30529,0.41363,1.3561,1
0.32725,0.50311,1.3463,1
0.31274,0.48807,1.3268,1
0.27779,0.46019,1.3073,1
0.29717,0.47211,2.1073,1
0.32635,0.48692,1.3268,1
0.34224,0.49962,1.3561,1
0.36567,0.50749,1.3659,1
0.36761,0.53162,1.3659,1
0.36149,0.45647,1.0829,1
0.36103,0.47786,1.0732,1
0.32653,0.52323,1.0732,1
0.30035,0.42274,1.0634,1
0.36251,0.5006,1.0829,1
0.35641,0.43894,1.1024,1
0.27999,0.38846,1.1024,1
