@relation 'featureMatrix-weka.filters.unsupervised.attribute.Remove-R1,3,5-6'

@attribute unnormalizedSpectralEntropy_min numeric
@attribute normalizedSpectralEntropy_min numeric
@attribute class {0,1}

@data
1718.3,-1.6661,1
1582,-1.7373,1
1756.2,-1.8772,1
1922.3,-1.9435,1
1943.8,-1.931,1
1910,-1.9488,1
1825.5,-1.8912,1
1705.2,-1.8818,1
1544.6,-1.8289,1
1432.1,-1.7832,1
1377,-1.7285,1
1462,-1.8526,1
1422.7,-1.8113,1
1871.7,-1.2914,1
1831.6,-1.5905,1
1960,-1.7642,1
2087.9,-1.8555,1
2103.2,-1.8059,1
2054.5,-1.6931,1
1988.2,-1.5544,1
1987.2,-1.6555,1
2101.1,-1.6933,1
2330.5,-1.8001,1
2403.5,-1.7784,1
2366.1,-1.6556,1
2458.7,-1.6931,1
2557.6,-1.7038,1
2814.8,-1.9064,1
3124.8,-2.0048,1
3204.5,-2.1362,1
3207.8,-2.1173,1
3307.7,-2.203,1
3351.8,-2.1617,1
3370.2,-2.1592,1
3453.6,-2.173,1
3554.6,-2.2535,1
3507.9,-2.3157,1
3379.1,-2.3287,1
3330.5,-2.4471,1
3262.1,-2.3563,1
2981.9,-2.2028,1
2909.2,-2.262,1
3529.8,-2.381,1
4153.6,-2.6059,1
4432.2,-2.6009,1
4665.1,-2.5182,1
4297.6,-2.5647,1
4036.4,-2.6586,1
3231.5,-2.587,1
2110.6,-2.7164,1
1271.5,-2.5584,1
468.85,-2.1988,1
0,-1.434,1
9.6218,-1.5304,1
21.408,-1.4242,0
32.87,-0.74001,0
35.01,-0.8364,0
38.981,-0.43077,0
37.336,-0.64766,0
40.884,-0.46738,0
40.335,-0.31378,0
41.025,-0.48615,0
43.782,-0.46898,0
45.625,-0.47865,0
45.992,-0.38573,0
43.575,-0.40728,0
43.776,-0.30311,0
44.22,-0.35917,0
41.013,-0.31414,0
37.229,-0.22974,0
38.648,-0.14314,0
48.971,-0.021132,0
49.866,-0.071171,0
54.732,-0.036549,0
54.015,-0.02103,0
53.287,-0.051161,0
56.207,-0.035184,0
64.719,-0.055531,0
61.955,-0.043966,0
57.196,-0.19693,0
47.726,-0.72994,0
39.396,-0.72138,0
49.204,-0.47038,0
44.291,-0.69187,0
26.454,-0.91741,0
56.814,-0.21003,0
35.413,-0.5858,0
64.916,-0.47575,0
41.587,-0.68685,0
21.256,-0.71869,0
6.6526,-0.71364,0
37.858,-0.89294,0
109.06,-0.93888,0
99.887,-0.94598,0
127.61,-1.0134,0
94.392,-0.93147,0
84.385,-0.89667,0
74.199,-0.84585,0
82.955,-0.79193,0
17.783,-0.66623,0
0,-0.58103,0
9.4136,-0.61525,0
12.958,-0.57337,0
0,-0.615,0
4.3025,-0.65816,0
73.494,-0.7149,1
577.79,-0.77319,1
2363.8,-0.91405,1
3540.4,-1.411,1
3554.1,-1.3823,1
2875.4,-1.3611,1
4384.6,-1.4919,1
4886.6,-1.3968,1
3232.9,-1.5145,1
3140.8,-1.4061,1
2530.1,-1.0977,1
1773.2,-0.9509,1
1515.6,-1.0189,1
662.06,-0.90125,1
210.73,-0.77235,1
18.825,-0.77145,1
44.015,-0.84461,1
44.943,-0.83411,0
42,-0.77746,0
39.034,-0.70119,0
41.184,-0.36638,0
32.657,-0.50965,0
35.544,-0.48183,0
27.264,-0.49704,0
26.835,-0.45477,0
58.9,-0.58475,0
48.125,-0.76035,0
24.974,-0.75263,0
3.9741,-0.84671,0
3.0188,-0.95469,0
0,-0.93496,0
11.973,-0.89594,0
22.566,-0.87615,0
17.889,-0.94352,0
28.833,-0.93973,0
26.226,-0.89187,0
13.193,-0.84698,0
9.1025,-0.8773,0
0,-0.89945,0
1.0661,-0.84007,0
3.4849,-0.8321,0
2.2107,-0.8231,0
17.883,-0.78971,0
23.424,-0.76618,0
19.357,-0.75617,0
29.832,-0.71579,0
55.208,-0.59543,0
29.491,-0.65799,0
54.068,-0.30809,0
56.39,-0.53915,0
66.644,-0.42684,0
55.564,-0.16836,0
51.718,-0.18409,0
48.738,-0.20465,0
46.791,-0.4084,0
53.475,-0.33431,0
63.111,-0.54527,0
71.166,-0.43772,0
43.268,-0.39175,0
32.401,-0.19405,0
29.586,-0.30693,0
29.097,-0.31868,0
27.765,-0.28896,0
34.045,-0.25565,0
43.262,-0.027082,0
42.333,-0.10166,0
43.021,-0.11237,0
71.943,-0.4268,0
66.41,-0.17808,0
52.744,-0.59283,0
69.209,-0.34283,0
54.077,-0.63308,0
57.116,-0.288,0
64.642,-0.52251,0
68.186,-0.42993,0
60.05,-0.58717,0
66.102,-0.096409,0
65.334,-0.049275,0
65.81,-0.083483,0
66.251,-0.10754,0
65.263,-0.066028,0
60.024,-0.18349,0
72.219,-0.3673,0
64.028,-0.22541,0
58.588,-0.2615,0
55.193,-0.19907,0
59.96,-0.12917,0
56.52,-0.1762,0
54.995,-0.066239,0
56.601,-0.035429,0
57.71,-0.006592,0
53.994,-0.053742,0
56.941,-0.011966,0
55.939,-0.029118,0
55.796,-0.055136,0
53.11,-0.032331,0
54.567,-0.065289,0
55.96,-0.015801,0
53.567,-0.04392,0
49.152,-0.022674,0
51.045,-0.010004,0
49.8,-0.013442,0
56.564,-0.003693,0
64.167,-0.046958,0
74.626,-0.037638,0
62.535,-0.025295,0
61.137,-0.043387,0
56.171,-0.000467,0
54.94,0,0
63.74,-0.57737,0
63.174,-0.30937,0
57.927,-0.21051,0
62.085,-0.25666,0
66.316,-0.27214,0
63.812,-0.24722,0
63.908,-0.22202,0
81.285,-0.28226,0
73.804,-0.27534,0
72.874,-0.25016,0
67.784,-0.18811,0
69.808,-0.26562,0
63.06,-0.24345,0
54.983,-0.28539,0
51.433,-0.27875,0
46.677,-0.24286,0
51.949,-0.61924,0
50.012,-0.28697,0
48.675,-0.41939,0
51.123,-0.24385,0
42.377,-0.29759,0
45.578,-0.32997,0
44.102,-0.37168,0
41.534,-0.32108,0
40.404,-0.28607,0
39.251,-0.46058,0
34.606,-0.28603,0
36.274,-0.29759,0
55.332,-0.31253,0
20.994,-0.70416,1
35.204,-0.76394,1
78.707,-0.71672,1
165.5,-0.75568,1
244.72,-0.80373,1
488.35,-1.0752,1
468.65,-1.2618,1
318.02,-1.1136,1
174.21,-1.1822,1
245.62,-1.329,1
391.92,-1.6654,1
644.15,-2.2854,1
547.55,-1.986,1
123.26,-1.0226,1
79.473,-0.22942,1
63.663,-0.35363,1
94.744,-0.17527,1
68.119,-0.33591,1
89.458,-0.23687,1
69.848,-0.36376,1
94.231,-0.18664,1
93.783,-0.18738,1
87.832,-0.1989,1
69.883,-0.33185,0
49.117,-0.31478,0
31.98,-0.65894,0
28.947,-0.46144,0
35.839,-0.79831,0
26.613,-0.63412,0
41.825,-0.079313,0
44.999,-0.19424,0
34.696,-0.21409,0
31.443,-0.22513,0
48.868,-0.14094,0
47.338,-0.15875,0
42.577,-0.20336,0
33.747,-0.36795,0
29.381,-0.34908,0
34.926,-0.37614,0
33.54,-0.57797,0
27.073,-0.57359,0
0,0,0
0.45863,-0.018977,0
6.3191,0,0
22.427,0,0
24.243,0,1
0,-0.22353,1
1161.8,-0.77268,1
1669.8,-0.75311,1
1406.8,-0.96581,1
1598.3,-0.8732,1
1842.1,-0.69081,1
1950.7,-0.8958,1
2226.7,-1.1678,1
2374.1,-0.96846,1
2356.4,-0.87508,1
2599.7,-0.72658,1
2746.4,-0.99455,1
2885.8,-0.84258,1
3029.3,-0.72238,1
3729.5,-0.8536,1
3421,-1.146,1
3512.6,-1.054,1
3401.3,-1.0549,1
3055.4,-1.0733,1
2941.8,-1.1209,1
2856,-1.1743,1
2993.9,-1.0698,1
2809.7,-1.0071,1
2895.9,-1.1381,1
2921.7,-1.2688,1
3195.5,-1.1394,1
3245.2,-1.2361,1
3263.2,-1.1797,1
3208.1,-1.1707,1
3209.3,-1.0567,1
3283.7,-1.1167,1
3416.8,-1.3035,1
3494.6,-1.3256,1
3595.2,-1.3069,1
3678.6,-1.3981,1
3759.5,-1.3362,1
3771.8,-1.4415,1
3837.2,-1.4417,1
3926.3,-1.348,1
3925.7,-1.3147,1
3954.1,-1.3976,1
3807,-1.5387,1
3530,-1.6233,1
3354.9,-1.695,1
3355.3,-1.6963,1
3542.3,-1.8043,1
3856.3,-1.9298,1
3258.7,-1.9048,1
2710.8,-1.6881,1
1808.1,-1.568,1
1566.6,-1.494,1
500.75,-0.90231,1
85.431,-0.30488,1
7.5169,0,1
9.7042,-0.11165,1
13.657,-0.24167,1
0,-0.69498,0
10.603,-0.54463,0
11.41,-0.52524,0
14.938,-0.35388,0
16.106,-0.37664,0
22.965,-0.25756,0
29.404,-0.23101,0
36.511,-0.17311,0
23.767,-0.2647,0
0.46539,-0.31414,0
36.161,-0.083783,0
36.203,-0.078271,0
53.207,0,0
53.944,0,0
37.475,-0.15471,0
47.488,-0.066548,0
48.389,-0.030319,0
32.914,-0.1404,0
23.124,-0.08499,0
9.8566,-0.19867,0
0,-0.32937,0
0,-0.21825,0
0.11197,-0.11778,0
22.578,-0.13915,0
43.835,-0.046486,0
44.711,-0.15833,1
844.94,-1.1196,1
1194.1,-1.308,1
1654,-1.0575,1
1871,-1.0158,1
1941.4,-1.1346,1
2083.6,-1.1258,1
2266.9,-1.0008,1
2243.4,-1.1715,1
2307.4,-1.1215,1
2296.6,-1.1935,1
2306.2,-1.1079,1
2309.2,-1.1208,1
2329.7,-1.1813,1
2410.2,-1.0322,1
2364.5,-1.1394,1
2298.9,-1.1682,1
2312.6,-1.1042,1
2269,-1.2018,1
2287,-1.0492,1
2218.3,-1.1451,1
2274.8,-1.004,1
2249.1,-0.83661,1
2109.3,-1.0986,1
2059,-1.0242,1
1960.1,-0.98665,1
1791.3,-0.8951,1
1747,-0.91559,1
1784.5,-0.9293,1
1782.4,-0.94755,1
1799.2,-0.96236,1
1843.9,-0.93127,1
1915.4,-0.99052,1
1998.7,-1.0368,1
1999.7,-1.0333,1
1993.6,-1.0262,1
2022.5,-1.0202,1
2032.3,-1.1309,1
2077.4,-1.1094,1
2146,-1.1141,1
2147,-1.0859,1
2194.9,-1.1917,1
2169.7,-1.1572,1
2136.9,-1.0221,1
1885.7,-0.93211,1
1695.8,-0.94222,1
1726.8,-1.0351,1
1831.4,-1.0477,1
1760.3,-1.091,1
1709.1,-0.96324,1
1683.5,-1.0276,1
1683.2,-1.2422,1
1673,-1.269,1
1723.2,-1.4304,1
1786.7,-1.3108,1
1793.6,-1.2946,1
1786.1,-1.4694,1
1882.2,-1.4699,1
1868.8,-1.5317,1
2011.4,-1.4631,1
2211.4,-1.5172,1
2360.8,-1.3271,1
2553,-1.2517,1
2564.8,-1.0933,1
2505.9,-1.5666,1
2469.1,-1.5325,1
2438.2,-1.4695,1
2550.9,-1.4686,1
2667.4,-1.4102,1
2793.9,-1.4621,1
2849.5,-1.3658,1
2777,-1.3968,1
2779,-1.3013,1
2778.3,-1.3199,1
2877.6,-1.2917,1
2833.4,-1.3257,1
2791.8,-1.261,1
2724.2,-1.2671,1
2538.8,-1.4109,1
2486.7,-1.4375,1
2483.3,-1.2774,1
2549.3,-1.1909,1
2570.4,-1.1916,1
2307.2,-1.5082,1
2315.4,-1.3643,1
2156,-1.274,1
1999.2,-1.3099,1
2014.3,-1.3966,1
1825.1,-1.1344,1
1858.4,-1.2411,1
1997.3,-1.2865,1
2107.6,-1.3809,1
1893.5,-1.2959,1
1155.1,-1.209,1
1011.5,-1.114,1
981.07,-1.0846,1
621.86,-0.99201,1
779.37,-0.8902,1
983.06,-0.99159,1
927.44,-1.0643,1
546.08,-1.0604,1
1116.6,-1.2833,1
946.34,-1.311,1
680.78,-1.2724,1
896.49,-1.4118,1
713.94,-1.6129,1
601.08,-1.8081,1
263.82,-2.0069,1
0,-0.96173,1
0,-1.1196,1
10.875,-1.1059,1
35.479,-0.76601,1
55.273,-0.39888,1
40.288,-0.65114,1
24.633,-0.95784,0
21.045,-1.1344,0
31.315,-0.80353,0
41.65,-0.3361,0
44.461,-0.15165,0
38.27,-0.11375,0
37.358,-0.23826,0
34.678,-0.13765,0
30.138,-0.087454,0
32.002,-0.14684,0
28.566,-0.15271,0
28.574,-0.11367,0
30.604,-0.027564,0
33.142,-0.073412,0
29.14,-0.096149,0
26.685,-0.14179,0
28.581,-0.14368,0
29.606,-0.024751,0
26.575,0,0
27.303,-0.023337,0
26.962,-0.025607,0
24.385,-0.014361,0
20.454,-0.027559,0
18.991,-0.08129,0
22.333,-0.084806,0
25.178,-0.038098,0
21.031,-0.07497,0
15.509,-0.087108,0
17.031,-0.17114,0
18.129,-0.18955,0
18.333,-0.2105,0
13.08,-0.19785,0
15.004,-0.12759,0
17.11,-0.17774,0
18.112,-0.13446,0
16.359,-0.069608,0
17.028,-0.10878,0
17.802,-0.12447,0
20.388,-0.081062,0
20.821,-0.061633,0
21.538,-0.10644,0
27.618,-0.048348,0
40.142,0,0
32.686,-0.031584,0
31.94,-0.042556,0
34.959,0,0
39.492,-0.008171,0
36.179,-0.018759,0
41.462,-0.081211,0
49.115,-0.000187,0
46.839,-0.089312,0
38.193,-0.16955,0
36.639,-0.30538,0
35.185,-0.54222,0
24.917,-0.6159,0
29.431,-0.36882,0
17.801,-0.6968,0
15.543,-0.39022,0
17.952,-0.18435,0
18.733,-0.070365,0
15.188,-0.39569,0
15.055,-0.35629,0
11.18,-0.27146,0
13.888,-0.26948,0
11.605,-0.30305,0
15.043,-0.14521,0
15.595,-0.4845,0
20.961,-0.21597,0
14.356,-0.37258,0
13.669,-0.33377,0
14.924,-0.27814,0
18.983,-0.17704,0
17.306,-0.28662,0
15.04,-0.42242,0
14.337,-0.60295,0
12.61,-0.38271,0
11.98,-0.49504,0
12.005,-0.29963,0
12.662,-0.23605,0
14.938,-0.50465,0
11.927,-0.28178,0
10.835,-0.70865,0
11.172,-0.45351,0
9.9471,-0.66306,0
8.6285,-0.87455,0
8.6597,-0.37117,0
9.289,-0.51574,0
19.511,-0.010737,0
13.887,-0.33032,0
10.974,-0.33239,0
9.9605,-0.39274,0
11.213,-0.31064,0
29.3,-0.10513,0
31.607,-0.17318,0
29.41,-0.22731,0
24.781,-0.16667,0
22.726,-0.25108,0
21.153,-0.37282,0
18.269,-0.27947,0
28.16,-0.29819,0
31.165,-0.059974,0
18.304,-0.11359,0
13.235,-0.22617,0
9.6156,-0.2678,0
7.857,-0.3002,0
9.6175,-0.35843,0
9.5937,-0.37031,0
19.513,-0.24625,0
11.516,-0.32468,0
14.933,-0.59481,0
16.646,-0.8119,0
14.719,-0.58168,0
15.001,-0.45758,0
13.139,-0.50486,0
17.611,-0.53387,0
18.131,-0.46485,0
14.87,-0.43944,0
14.857,-0.35325,0
39.36,-0.17289,0
63.228,-0.054438,0
62.172,-0.067199,0
52.23,-0.10694,0
44.557,-0.17032,0
30.909,-0.19604,0
25.293,-0.28836,0
30.819,-0.044981,0
63.308,0,0
56.644,-0.050411,0
47.786,-0.086118,0
49.656,-0.16898,0
51.22,-0.37539,0
45.415,-0.41205,0
58.066,-0.15596,0
54.556,-0.1285,0
52.864,-0.086277,0
38.187,-0.099329,0
37.95,-0.19933,0
47.957,-0.26351,0
61.74,-0.29978,0
71.927,-0.29419,0
72.933,-0.31626,0
73.383,-0.31429,0
74.391,-0.30313,0
83.138,-0.20446,0
79.857,-0.24126,0
84.785,-0.18566,0
83.32,-0.20139,0
78.017,-0.25779,0
73.316,-0.2933,0
67.332,-0.33976,0
60,-0.34977,0
50.054,-0.28129,0
45.774,-0.3687,0
40.64,-0.39752,0
40.864,-0.37879,0
40.579,-0.44054,0
59.405,-0.27708,0
66.547,-0.32512,0
63.595,-0.39138,0
72.961,-0.28871,0
72.17,-0.28803,0
67.335,-0.31919,0
89.993,-0.11454,0
51.653,-0.27559,0
75.901,-0.27978,0
67.15,-0.3905,0
56.607,-0.50751,0
39.26,-0.68597,0
33.726,-0.46669,0
34.12,-0.34101,0
37.885,-0.34772,0
40.631,-0.21311,0
129.46,-1.3047,1
831.41,-1.1642,1
655.48,-1.2773,1
650.02,-0.89362,1
1195.3,-1.2183,1
1530.1,-1.3946,1
1049.7,-1.2356,1
1122.4,-1.3716,1
1115.8,-1.4923,1
1311.4,-1.7231,1
1300.8,-1.8114,1
1293.6,-1.8868,1
1170.3,-1.6728,1
1007.4,-1.6453,1
912.07,-1.5046,1
785.28,-1.4458,1
764.96,-1.4608,1
767.15,-1.4293,1
724.34,-1.3488,1
658.73,-1.422,1
802.97,-1.4082,1
797.7,-1.5015,1
975.11,-1.7294,1
888.92,-1.4121,1
738.28,-1.1733,1
531.03,-0.99907,1
454.36,-1.0271,1
367.54,-1.0596,1
354.61,-1.1991,1
356.3,-1.2733,1
343.45,-1.1461,1
644.51,-0.79778,1
587.47,-0.92047,1
427.31,-1.011,1
467.39,-1.0628,1
410.88,-1.0916,1
407.36,-1.2402,1
388.52,-1.2212,1
415.24,-1.1438,1
427.62,-1.1693,1
406.58,-1.268,1
