@relation 'featureMatrix-weka.filters.unsupervised.attribute.Remove-R1,4-6'

@attribute unnormalizedSpectralEntropy_min numeric
@attribute normalizedSpectralEntropy numeric
@attribute class {0,1}

@data
1738.3,4.3578,1
1542.4,4.4247,1
1399.6,4.466,1
1379.1,4.3979,1
1208.7,4.6338,1
1288.4,4.5525,1
1398.5,4.4662,1
1380.6,4.4103,1
1325.3,4.4528,1
743.85,4.6003,1
737.65,4.6192,1
709.65,4.6794,1
474.93,4.7363,1
578.09,4.7525,1
730,4.701,1
681.97,4.6608,1
383.92,4.7081,1
718.65,4.5228,1
634.28,4.4695,1
457.68,4.6261,1
594.49,4.5007,1
465.53,4.4407,1
432.83,4.2565,1
185.11,4.3589,1
7.2617,4.9234,1
32.086,4.6756,1
82.063,4.599,1
2.2225,4.8371,1
41.903,4.77,1
3.34,4.9041,1
44.788,4.5862,0
155.67,4.2642,0
33.838,4.7354,0
10.632,4.7745,0
91.112,4.4946,0
138.89,4.3533,0
35.518,5.0581,0
45.691,5.1181,0
18.213,4.7492,0
29.963,4.9615,0
25.817,4.9664,0
10.966,4.8471,0
33.331,4.5935,0
12.245,4.9272,0
55.603,5.18,0
7.1325,4.875,0
26.441,4.9614,0
35.805,5.1085,0
7.9663,4.99,0
3.367,4.924,0
23.749,5.0007,0
23.9,5.0398,0
20.812,4.7658,0
29.565,5.0174,0
79.668,4.5877,0
16.987,4.9572,0
72.503,4.6909,0
85.092,4.76,0
51.247,5.2941,0
51.08,5.3485,0
47.631,5.3554,0
0.83739,5.1221,0
36.693,4.9744,0
62.712,5.3275,0
40.311,5.2099,0
10.878,4.9863,0
30.468,5.1759,0
30.512,5.1008,0
67.017,5.3135,0
52.932,5.1861,0
65.539,5.3348,0
0,5.136,0
44.391,5.3496,0
56.567,5.4415,0
8.531,5.1992,0
49.101,5.2013,0
11.576,5.5225,0
85.762,5.4241,0
164.94,5.1641,0
91.573,5.2439,0
19.079,5.5371,0
14.78,5.5567,0
3.3702,5.446,0
63.535,5.3139,0
16.63,5.4164,0
19.119,5.6056,0
5.868,5.4789,0
84.547,5.4845,0
78.714,5.6718,0
265.62,5.5512,0
194.63,5.643,0
196.06,5.5654,0
309.95,5.4005,0
258.32,5.5676,0
229.84,5.4686,0
199.6,5.4581,0
234.84,5.3614,0
125.76,5.376,0
65.8,5.3741,0
13.25,5.3568,0
28.749,5.2554,0
14.23,5.2997,0
19.63,5.2699,0
19.724,4.9918,0
47.468,4.8791,0
4.6477,5.0584,0
18.811,5.0332,0
77.27,4.7424,0
20.628,5.0349,0
39.673,5.0744,0
1.2768,4.8301,0
128.13,4.3228,0
16.824,4.7737,0
64.328,4.6183,0
16.756,4.8869,0
21.316,4.68,0
14.366,4.8411,0
61.837,4.4457,0
16.234,4.7015,0
52.834,4.5357,0
11.646,4.8301,0
212.65,3.832,0
36.97,5.0092,0
10.053,4.7459,0
12.276,4.7507,0
72.77,4.4187,0
29.463,4.6806,0
30.532,4.952,0
96.149,4.3834,0
7.2222,4.7673,0
23.711,4.8873,0
8.6259,4.8298,0
39.723,4.5148,0
53.528,4.6099,0
22.684,4.8497,0
148.32,4.182,0
2.6965,4.8109,0
122.41,4.3058,0
14.645,4.8637,0
20.027,4.6753,0
156.77,4.125,0
32.257,4.9731,0
71.579,5.3037,0
9.5178,4.8827,0
8.0997,4.8246,0
3.5274,4.7503,0
37.032,4.6473,0
7.9279,4.7813,0
10.251,4.7672,0
8.6875,4.8646,0
25.104,4.986,0
15.837,4.7894,0
5.8181,4.8214,0
9.1926,4.8312,0
35.597,4.9576,0
6.8363,4.7999,0
34.324,5.0016,0
17.389,4.9092,0
16.547,4.9424,0
5.0062,4.7879,0
11.287,4.918,0
44.608,5.1299,0
12.009,4.7892,0
2.3708,4.8073,0
49.707,4.5978,0
69.371,4.5296,0
24.212,4.9088,0
8.3292,4.8278,0
0.2115,4.7905,0
71.173,4.6731,0
16.181,4.9091,0
27.101,5.1134,0
6.9008,5.0039,0
4.3212,5.0139,0
19.147,5.0675,0
19.286,5.1773,0
0.87461,5.0026,0
30.012,4.8447,0
23.868,5.0495,0
34.689,4.7748,0
34.005,4.9699,0
87.85,4.4536,0
37.738,4.9984,0
39.376,4.5994,0
24.682,4.9404,0
32.395,4.5662,0
27.279,4.9818,0
5.6028,4.9007,0
3.5563,5.0893,0
43.484,5.2464,0
87.981,4.8186,0
36.231,5.2203,0
31.53,5.0569,0
56.148,4.9891,0
11.105,5.1109,0
35.654,5.1615,0
13.886,5.0002,0
0,4.8855,0
9.6656,4.8877,0
10.369,4.9089,0
60.044,4.6216,0
44.238,5.082,0
109.98,4.6867,1
498.95,4.6785,1
419.94,4.596,1
391.78,4.967,1
928.48,4.6145,1
1106.7,4.4493,1
722.94,4.6432,1
786.43,4.5108,1
785.46,4.433,1
926.46,4.3018,1
969.6,4.2405,1
898.74,4.2024,1
781.39,4.3714,1
747.99,4.4285,1
668.9,4.5267,1
562.43,4.5702,1
495.9,4.5502,1
508.1,4.511,1
473.19,4.5919,1
428.9,4.5498,1
528.92,4.5657,1
504.51,4.507,1
591.82,4.4503,1
550.5,4.6974,1
525.3,4.7004,1
357.1,4.8888,1
408.09,4.6913,1
294.75,4.7921,1
258.28,4.7199,1
287.09,4.6476,1
252.1,4.7502,1
439.48,4.9395,1
436.7,4.8019,1
263.99,4.8201,1
364.91,4.7783,1
254.62,4.7845,1
297.65,4.7211,1
278.96,4.665,1
384.65,4.6498,1
373.46,4.6767,1
298.21,4.6498,1
333.92,4.5949,1
290.67,4.7018,1
359.15,4.6467,1
298.4,4.723,1
270.97,4.7933,1
458.47,4.5267,1
418.72,4.9428,1
587.95,4.9179,1
1446,4.8568,1
2856,4.4009,1
3316.6,3.9306,1
2423.1,4.1546,1
3531.7,4.1802,1
4521,4.1771,1
7063.5,4.326,1
6794.4,3.9255,1
5928.2,3.9423,1
5358.1,3.767,1
4601.3,3.8733,1
3744.9,3.9395,1
2634.8,4.0597,1
2081.4,4.1056,1
1842.2,4.053,1
1367,4.1501,1
1158.1,4.2344,1
1361.4,4.2952,1
1161,4.3205,1
1082.2,4.3018,1
1132.7,4.1438,1
1345,4.0903,1
1335.8,4.1016,1
1234.6,4.1783,1
1309.8,4.2294,1
1277,4.2358,1
1091.2,4.1865,1
962.46,4.2671,1
1001.8,4.3496,1
1046.7,4.2091,1
1015.6,4.2586,1
1434,4.559,1
1353.5,4.3724,1
1422.4,4.1949,1
1332.9,4.1744,1
1473.3,4.2236,1
1421.4,4.2618,1
1347.4,4.2874,1
1326.3,4.3106,1
1444.5,4.2485,1
1532.9,4.1475,1
1593.7,4.1782,1
1615.8,4.2557,1
1794.4,4.2215,1
1796.8,4.2443,1
2062.1,4.0261,1
2266.6,3.9778,1
2430.5,3.9114,1
2336.6,3.8304,1
2470,3.8301,1
2490.5,3.7795,1
2522.5,3.7869,1
2591.3,3.8179,1
2698,3.6091,1
2651.9,3.6552,1
2580.3,3.6759,1
2487.4,3.5493,1
2351.4,3.599,1
2215.8,3.7571,1
2138.9,3.6886,1
2586,3.5797,1
3302.2,3.3748,1
3603.7,3.3452,1
3928.4,3.4603,1
3646.4,3.5499,1
3146.7,3.297,1
2322.9,3.333,1
1558.9,3.4366,1
900.91,3.6412,1
353.45,4.0782,1
22.214,4.9414,1
26.807,4.9218,1
20.63,4.638,0
10.484,4.6362,0
13.832,4.8135,0
3.4811,4.6899,0
109.88,4.2808,0
86.763,4.3974,0
56.997,4.5406,0
39.335,4.5848,0
1.1483,4.7256,0
39.045,4.5497,0
44.699,4.5508,0
5.3615,4.8339,0
