@relation 'featureMatrix-weka.filters.unsupervised.attribute.Remove-R1,3'

@attribute energy_min numeric
@attribute zeroCrossingRate_min numeric
@attribute class {0,1}

@data
0.000243,-0.03176,0
0.000155,-0.016334,0
0,0,0
0,0,0
0.000147,-0.019964,0
0.000251,-0.056261,0
0.000117,-0.038113,0
0,0,0
0,-0.017241,0
0.000213,-0.071688,0
0.000348,-0.080762,0
0.000202,-0.056261,0
0.000176,-0.060799,0
0.000191,-0.064428,0
0.000107,-0.055354,0
0.000214,-0.058076,0
0.000382,-0.053539,0
0.000519,-0.03539,0
0.000811,-0.014519,0
0.0008,-0.010889,0
0.000611,-0.006352,0
0.000834,-0.014519,0
0.001039,-0.03539,0
0.001036,-0.025408,0
0.001223,-0.032668,0
0.001488,-0.032668,0
0.001526,-0.053539,0
0.001259,-0.079855,0
0.002378,-0.11162,0
0.002813,-0.16697,0
0.001974,-0.16606,0
0.001971,-0.16515,0
0.001596,-0.16062,0
0.000655,-0.11887,0
0.000386,-0.041742,0
0.00041,-0.048094,0
0.000351,-0.097096,0
0.000327,-0.10345,0
0.000565,-0.10889,0
0.000595,-0.087114,0
0.000715,-0.10799,0
0.000869,-0.13612,0
0.000837,-0.12069,0
0.000711,-0.11525,0
0.000505,-0.092559,0
0.000314,-0.049002,0
0.000391,-0.091652,0
0.000416,-0.090744,0
0.000356,-0.049002,0
0.000848,-0.10526,0
0.00107,-0.1461,0
0.000635,-0.11071,0
0.000303,-0.088022,0
0.000288,-0.10799,0
0.000354,-0.080762,0
0.000517,-0.07441,0
0.000518,-0.099819,0
0.000442,-0.10526,0
0.000413,-0.12432,0
0.000668,-0.15789,0
0.000644,-0.13521,0
0.000372,-0.11434,0
0.000365,-0.10799,0
0.000203,-0.03176,0
0.00017,-0.017241,0
0.000277,-0.058984,0
0.000097,-0.047187,0
0.000142,-0.039927,0
0.000509,-0.058984,0
0.000838,-0.094374,0
0.000813,-0.11525,0
0.000646,-0.098911,0
0.000517,-0.086207,0
0.000403,-0.089837,0
0.000545,-0.087114,0
0.000555,-0.086207,0
0.000528,-0.059891,0
0.000358,-0.051724,0
0.000098,-0.07441,0
0.000034,-0.065336,0
0.000084,-0.047187,0
0.000086,-0.03539,0
0.000079,-0.037205,0
0.000155,-0.068966,0
0.000191,-0.082577,0
0.000796,-0.10799,0
0.001022,-0.14882,0
0.000563,-0.12613,0
0.000548,-0.1098,0
0.000617,-0.11252,0
0.000544,-0.086207,0
0.000642,-0.10617,0
0.000608,-0.12704,0
0.000531,-0.099819,0
0.001517,-0.092559,0
0.002628,-0.087114,0
0.002709,-0.090744,0
0.00221,-0.10526,0
0.001514,-0.098911,0
0.000917,-0.099819,0
0.000756,-0.095281,0
0.001329,-0.068966,0
0.001927,-0.03902,0
0.00188,-0.018149,0
0.001545,-0.045372,0
0.002242,-0.10073,0
0.003215,-0.14247,0
0.003126,-0.14519,0
0.002584,-0.10526,0
0.002319,-0.086207,0
0.001888,-0.063521,0
0.001311,-0.040835,0
0.001297,-0.057169,0
0.002517,-0.097096,0
0.004324,-0.12069,0
0.006409,-0.11162,0
0.008315,-0.10526,0
0.009307,-0.083485,0
0.00958,-0.080762,0
0.009325,-0.089837,0
0.009547,-0.090744,0
0.009876,-0.097096,0
0.009187,-0.1098,0
0.007954,-0.11162,0
0.006924,-0.10708,0
0.006384,-0.11978,0
0.004913,-0.14338,0
0.003184,-0.14791,0
0.002838,-0.13793,0
0.00259,-0.14156,0
0.002669,-0.14973,0
0.003216,-0.14791,0
0.003585,-0.12704,0
0.007157,-0.10889,0
0.010819,-0.088022,0
0.013148,-0.069873,0
0.01539,-0.07804,0
0.014984,-0.022686,0
0.016342,0,0
0.017215,-0.065336,0
0.0132,-0.1216,0
0.009731,-0.14519,0
0.008012,-0.17786,0
0.007116,-0.18693,0
0.009268,-0.20236,0
0.009629,-0.21869,0
0.006457,-0.20871,0
0.003911,-0.20145,0
0.063823,-0.2078,1
0.091265,-0.21143,1
0.094333,-0.20962,1
0.10106,-0.2078,1
0.14924,-0.20962,1
0.16525,-0.21143,1
0.13945,-0.2078,1
0.13462,-0.20508,1
0.15036,-0.2069,1
0.16635,-0.21506,1
0.1678,-0.21325,1
0.16325,-0.20508,1
0.14709,-0.20236,1
0.13183,-0.20236,1
0.12228,-0.20417,1
0.1102,-0.20508,1
0.10798,-0.20417,1
0.11016,-0.20508,1
0.10397,-0.20236,1
0.10393,-0.20599,1
0.11375,-0.21234,1
0.12768,-0.21506,1
0.13985,-0.21597,1
0.13561,-0.21688,1
0.11001,-0.21869,1
0.081256,-0.21416,1
0.073994,-0.21053,1
0.072387,-0.21325,1
0.071918,-0.21325,1
0.068703,-0.21234,1
0.070024,-0.21234,1
0.080188,-0.20599,1
0.08085,-0.2069,1
0.078517,-0.2069,1
0.077362,-0.20145,1
0.072669,-0.20417,1
0.071709,-0.20871,1
0.07222,-0.21143,1
0.07364,-0.21325,1
0.074866,-0.21597,1
0.074415,-0.21506,1
0.076621,-0.21688,1
0.08167,-0.22051,1
0.081964,-0.2196,1
0.07901,-0.22142,1
0.077056,-0.22142,1
0.076607,-0.2196,1
0.085446,-0.21779,1
0.10426,-0.2069,1
0.24231,-0.20871,1
0.40014,-0.2196,1
0.46627,-0.22051,1
0.44948,-0.22051,1
0.47642,-0.21506,1
0.55806,-0.21143,1
0.65128,-0.21416,1
0.69158,-0.21688,1
0.66372,-0.21869,1
0.62079,-0.21869,1
0.57019,-0.21869,1
0.49284,-0.2196,1
0.41235,-0.2196,1
0.37944,-0.22051,1
0.33265,-0.22142,1
0.2672,-0.22142,1
0.23235,-0.22232,1
0.22155,-0.21869,1
0.20188,-0.20962,1
0.19473,-0.20508,1
0.21324,-0.21234,1
0.22513,-0.22142,1
0.22833,-0.22323,1
0.22529,-0.22323,1
0.2171,-0.21234,1
0.20368,-0.20327,1
0.186,-0.20417,1
0.17485,-0.19873,1
0.17067,-0.19238,1
0.17588,-0.19601,1
0.18241,-0.20236,1
0.18715,-0.18693,1
0.19768,-0.18149,1
0.21559,-0.19601,1
0.22753,-0.1951,1
0.22511,-0.17695,1
0.22236,-0.1824,1
0.22055,-0.20145,1
0.22239,-0.20145,1
0.23733,-0.19964,1
0.2565,-0.20054,1
0.2641,-0.20599,1
0.26328,-0.20508,1
0.26842,-0.20236,1
0.28479,-0.20599,1
0.3186,-0.2069,1
0.35197,-0.21143,1
0.37274,-0.21869,1
0.38415,-0.22051,1
0.39603,-0.22051,1
0.40672,-0.22051,1
0.40848,-0.22051,1
0.41343,-0.22051,1
0.42554,-0.22051,1
0.43043,-0.22142,1
0.42344,-0.22051,1
0.4185,-0.22051,1
0.40486,-0.22142,1
0.37485,-0.22142,1
0.38254,-0.22232,1
0.45161,-0.22232,1
0.51421,-0.22142,1
0.54769,-0.22142,1
0.55891,-0.22142,1
0.54686,-0.22232,1
0.51395,-0.22323,1
0.4334,-0.22323,1
0.33093,-0.22323,1
0.22471,-0.22414,1
0.10277,-0.22414,1
0.046807,-0.22323,1
0.015142,-0.21416,1
0.008636,-0.19873,0
0.004352,-0.17695,0
0.003268,-0.16243,0
0.002648,-0.15789,0
0.002382,-0.16788,0
0.002242,-0.15971,0
0.001671,-0.13793,0
0.001719,-0.1343,0
0.002066,-0.13702,0
0.002303,-0.14519,0
0.002181,-0.14882,0
0.001921,-0.1461,0
0.001872,-0.12886,0
0.00163,-0.11434,0
0.00129,-0.11434,0
0.001096,-0.10073,0
0.00087,-0.098911,0
0.001483,-0.1216,0
0.001689,-0.10073,0
0.00136,-0.061706,0
0.001332,-0.069873,0
0.001516,-0.073503,0
0.00164,-0.065336,0
0.001926,-0.071688,0
0.001868,-0.075318,0
0.007045,-0.095281,0
0.008074,-0.13249,0
0.009553,-0.1588,0
0.011541,-0.13702,0
0.009699,-0.13067,0
0.00961,-0.15336,0
0.007418,-0.10254,0
0.011736,-0.098911,0
0.017406,-0.1588,0
0.018056,-0.15608,0
0.018261,-0.15699,0
0.020019,-0.17695,0
0.025856,-0.19419,0
0.032203,-0.20417,0
0.034654,-0.20327,0
0.036404,-0.20417,0
0.036111,-0.2078,0
0.034022,-0.2069,0
0.032783,-0.20236,0
0.031344,-0.19782,0
0.028553,-0.17967,0
0.023573,-0.16788,0
0.019829,-0.15245,0
0.021305,-0.15336,0
0.022091,-0.16969,0
0.023278,-0.16969,0
0.034787,-0.16788,1
0.091999,-0.17241,1
0.20752,-0.18512,1
0.32999,-0.20417,1
0.32451,-0.21416,1
0.29312,-0.21506,1
0.38586,-0.21688,1
0.40861,-0.21053,1
0.34808,-0.20054,1
0.30635,-0.18966,1
0.24847,-0.16878,1
0.16955,-0.16425,1
0.14234,-0.18603,1
0.10052,-0.18058,1
0.042806,-0.1706,1
0.020833,-0.1833,1
0.011338,-0.1824,1
0.004211,-0.16606,0
0.003275,-0.16425,0
0.001649,-0.16515,0
0.000583,-0.1588,0
0.000465,-0.15154,0
0.000388,-0.13521,0
0,-0.12976,0
0,-0.12613,0
0.006883,-0.14065,0
0.012304,-0.13975,0
0.015326,-0.15064,0
0.017866,-0.18966,0
0.019476,-0.19873,0
0.019518,-0.19964,0
0.019095,-0.19873,0
0.018675,-0.19147,0
0.017685,-0.1824,0
0.016508,-0.19147,0
0.015993,-0.19328,0
0.016439,-0.19328,0
0.017861,-0.19328,0
0.018771,-0.19691,0
0.019431,-0.20599,0
0.021825,-0.19782,0
0.020624,-0.19238,0
0.01654,-0.19328,0
0.014495,-0.18693,0
0.011352,-0.17695,0
0.012569,-0.17241,0
0.014672,-0.14701,0
0.010476,-0.14338,0
0.003922,-0.15789,0
0.009417,-0.15426,0
0.009292,-0.12069,0
0.000945,-0.099819,0
0.000797,-0.096189,0
0.000746,-0.10254,0
0.001072,-0.13339,0
0.005553,-0.14428,0
0.005613,-0.16152,0
0.004992,-0.16243,0
0.004669,-0.072595,0
0,-0.041742,0
0,-0.018149,0
0,-0.022686,0
0.000046,-0.022686,0
0.000253,-0.036298,0
0.000734,-0.041742,0
0.000716,-0.009982,0
0.001223,-0.014519,0
0.004595,-0.053539,0
0.008521,-0.080762,0
0.007977,-0.088022,0
0.008434,-0.089837,0
0.00792,-0.093466,0
0.002596,-0.079855,0
0.004781,-0.07078,0
0.009496,-0.07441,0
0.008148,-0.062613,0
0.001711,-0.03902,0
0.001705,-0.018149,0
0.001943,-0.000907,0
0.002083,-0.002722,0
0.001837,-0.013612,0
0.00304,-0.030853,0
0.003943,-0.058984,0
0.003,-0.067151,0
0.001965,-0.062613,0
0.001779,-0.037205,0
0.001398,-0.024501,0
0.001393,-0.041742,0
0.001224,-0.023593,0
0.000956,-0.008167,0
0.001096,-0.015426,0
0.000945,-0.014519,0
0.000963,-0.004537,0
0.000938,0,0
0.000911,0,0
0.001032,-0.023593,0
0.000998,-0.025408,0
0.000859,-0.015426,0
0.000786,-0.015426,0
0.000693,-0.002722,0
0.000596,0,0
0.000752,-0.021779,0
0.00097,-0.030853,0
0.001796,-0.027223,0
0.001969,-0.041742,0
0.001386,-0.034483,0
0.001208,-0.011797,0
0.001041,0,0
0.00095,0,0
0.005962,-0.051724,0
0.005996,-0.07804,0
0.001755,-0.086207,0
0.002293,-0.11434,0
0.002933,-0.10436,0
0.002629,-0.079855,0
0.00282,-0.078947,0
0.004951,-0.11434,0
0.004667,-0.10436,0
0.003034,-0.089837,0
0.002874,-0.088929,0
0.00314,-0.085299,0
0.00274,-0.072595,0
0.001554,-0.072595,0
0.001323,-0.086207,0
0.001768,-0.10436,0
0.002477,-0.1343,0
0.002426,-0.13612,0
0.001731,-0.11071,0
0.001192,-0.094374,0
0.000961,-0.11162,0
0.001062,-0.13884,0
0.001155,-0.13521,0
0.001051,-0.13793,0
0.000957,-0.15245,0
0.000817,-0.14973,0
0.000793,-0.14519,0
0.000558,-0.10163,0
0.006787,-0.096189,0
0.018188,-0.17151,1
0.026567,-0.19328,1
0.033725,-0.18966,1
0.042734,-0.19328,1
0.054386,-0.19873,1
0.071638,-0.21325,1
0.079409,-0.21234,1
0.06448,-0.20236,1
0.051451,-0.20236,1
0.06108,-0.21506,1
0.090983,-0.22323,1
0.12199,-0.22323,1
0.10989,-0.22142,1
0.060627,-0.17786,1
0.022859,-0.10345,1
0.013641,-0.083485,1
0.01404,-0.090744,1
0.013439,-0.072595,1
0.01286,-0.07078,1
0.012979,-0.093466,1
0.01067,-0.089837,1
0.007695,-0.068966,1
0.005912,-0.08167,1
0.003707,-0.11525,0
0.001689,-0.15426,0
0.000886,-0.15608,0
0.00054,-0.13975,0
0.00107,-0.14428,0
0.000895,-0.12432,0
0.000759,-0.082577,0
0.000962,-0.087114,0
0.000406,-0.10436,0
0.000312,-0.096189,0
0.000585,-0.094374,0
0.000721,-0.08167,0
0.000733,-0.10073,0
0.000593,-0.13612,0
0.000422,-0.1225,0
0.00038,-0.11071,0
0.000594,-0.14882,0
0.000091,-0.20508,0
0,0,0
0.000474,-0.010889,0
0.001233,-0.012704,0
0.002666,0,0
0.002936,0,1
0.042647,-0.048094,1
0.11799,-0.11887,1
0.15301,-0.12795,1
0.15308,-0.11887,1
0.16563,-0.11525,1
0.17419,-0.11162,1
0.18607,-0.10163,1
0.21233,-0.088022,1
0.21809,-0.07804,1
0.21247,-0.07804,1
0.2241,-0.084392,1
0.24423,-0.084392,1
0.24647,-0.068966,1
0.25659,-0.064428,1
0.28652,-0.079855,1
0.29699,-0.087114,1
0.29606,-0.096189,1
0.28739,-0.095281,1
0.27701,-0.079855,1
0.2711,-0.07078,1
0.2655,-0.088022,1
0.27317,-0.10254,1
0.27811,-0.10889,1
0.28598,-0.11434,1
0.31122,-0.12069,1
0.33105,-0.14065,1
0.33215,-0.13975,1
0.32128,-0.12795,1
0.31167,-0.12704,1
0.30848,-0.12432,1
0.31925,-0.1216,1
0.34302,-0.12613,1
0.35952,-0.12795,1
0.36972,-0.12704,1
0.37879,-0.12613,1
0.38497,-0.12613,1
0.39822,-0.13793,1
0.4067,-0.14701,1
0.4034,-0.13702,1
0.39735,-0.12704,1
0.40292,-0.12613,1
0.41391,-0.13158,1
0.41419,-0.14156,1
0.41364,-0.14701,1
0.42813,-0.14247,1
0.45851,-0.14156,1
0.47574,-0.1461,1
0.43846,-0.14791,1
0.35915,-0.14791,1
0.28863,-0.14791,1
0.21955,-0.14973,1
0.13363,-0.13339,1
0.056413,-0.087114,1
0.018769,-0.058076,1
0.008926,-0.071688,1
0.006446,-0.10254,1
0.006492,-0.12704,0
0.004325,-0.11343,0
0,-0.098004,0
0,-0.091652,0
0.001375,-0.095281,0
0.001629,-0.10526,0
0.0016,-0.088929,0
0.003622,-0.069873,0
0.009263,-0.068058,0
0.011588,-0.064428,0
0.009835,-0.050817,0
0.008461,-0.032668,0
0.005834,-0.022686,0
0.004581,-0.022686,0
0.004904,-0.032668,0
0.004232,-0.041742,0
0.002305,-0.04265,0
0,-0.029946,0
0,-0.036298,0
0,-0.060799,0
0,-0.048094,0
0,-0.063521,0
0.000406,-0.07078,0
0.001228,-0.053539,0
0.004232,-0.037205,0
0.022123,-0.058076,1
0.11176,-0.11887,1
0.16754,-0.13884,1
0.19454,-0.13158,1
0.20865,-0.12704,1
0.21374,-0.12523,1
0.22035,-0.12523,1
0.22921,-0.12886,1
0.23882,-0.12886,1
0.24543,-0.12432,1
0.24847,-0.12069,1
0.24772,-0.12523,1
0.24661,-0.13067,1
0.24621,-0.12976,1
0.24977,-0.12886,1
0.24868,-0.12886,1
0.24678,-0.12886,1
0.24602,-0.13067,1
0.24217,-0.12341,1
0.24048,-0.11434,1
0.23984,-0.10617,1
0.23241,-0.10889,1
0.2234,-0.1098,1
0.21501,-0.10799,1
0.20926,-0.10617,1
0.19848,-0.098004,1
0.18322,-0.099819,1
0.1807,-0.10073,1
0.17806,-0.097096,1
0.18084,-0.097096,1
0.18505,-0.098911,1
0.18845,-0.096189,1
0.19592,-0.10345,1
0.2019,-0.11162,1
0.20127,-0.11162,1
0.1994,-0.11252,1
0.20075,-0.10617,1
0.20697,-0.10799,1
0.2128,-0.11706,1
0.21643,-0.11797,1
0.21842,-0.11252,1
0.22035,-0.10254,1
0.21727,-0.098911,1
0.20347,-0.098911,1
0.1843,-0.094374,1
0.17232,-0.094374,1
0.17561,-0.089837,1
0.17752,-0.088022,1
0.17338,-0.096189,1
0.17311,-0.096189,1
0.17451,-0.10526,1
0.1714,-0.11434,1
0.17347,-0.11434,1
0.17995,-0.11887,1
0.18306,-0.12523,1
0.18714,-0.11887,1
0.19275,-0.11162,1
0.19458,-0.1098,1
0.20251,-0.11615,1
0.21418,-0.11978,1
0.2303,-0.11434,1
0.24932,-0.11162,1
0.26156,-0.11434,1
0.27034,-0.11615,1
0.27081,-0.10889,1
0.26839,-0.10708,1
0.26805,-0.10526,1
0.27796,-0.11434,1
0.29539,-0.13067,1
0.30451,-0.14065,1
0.30786,-0.14791,1
0.30383,-0.14973,1
0.29735,-0.14882,1
0.29232,-0.14701,1
0.29572,-0.14519,1
0.30037,-0.14701,1
0.29347,-0.1461,1
0.28443,-0.13793,1
0.27139,-0.12886,1
0.26477,-0.12523,1
0.26368,-0.12795,1
0.25312,-0.12976,1
0.24704,-0.12886,1
0.23823,-0.13702,1
0.23295,-0.13521,1
0.22136,-0.11615,1
0.20082,-0.11706,1
0.20389,-0.12704,1
0.19729,-0.12795,1
0.19251,-0.13249,1
0.22528,-0.13793,1
0.24286,-0.13612,1
0.20897,-0.13793,1
0.15753,-0.14156,1
0.14023,-0.13521,1
0.12623,-0.13249,1
0.095445,-0.12976,1
0.085601,-0.12976,1
0.10272,-0.13884,1
0.10922,-0.13793,1
0.10603,-0.13884,1
0.11694,-0.14247,1
0.11652,-0.14156,1
0.11384,-0.14247,1
0.11395,-0.14428,1
0.11153,-0.14791,1
0.10977,-0.14973,1
0.076974,-0.14065,1
0.029817,-0.12341,1
0.018357,-0.13158,1
0.017304,-0.14973,1
0.009485,-0.12341,1
0.008258,-0.11978,1
0.011023,-0.14428,1
0.011609,-0.14701,0
0.010136,-0.1461,0
0.005393,-0.13793,0
0.002099,-0.094374,0
0.000809,-0.050817,0
0.000184,-0.054446,0
0.000292,-0.063521,0
0.000093,-0.050817,0
0,-0.029038,0
0.000004,-0.022686,0
0,-0.020871,0
0,-0.024501,0
0,-0.023593,0
0.000021,-0.023593,0
0.000037,-0.037205,0
0,-0.055354,0
0,-0.03176,0
0,-0.019056,0
0,-0.034483,0
0,-0.005445,0
0.000066,-0.002722,0
0,-0.004537,0
0,0,0
0,-0.009982,0
0.00015,-0.012704,0
0.00026,-0.005445,0
0.000211,-0.018149,0
0,-0.00363,0
0,-0.009982,0
0.00013,-0.047187,0
0.000068,-0.027223,0
0,0,0
0.000042,-0.019056,0
0.000243,-0.052632,0
0.000203,-0.022686,0
0,0,0
0.000044,-0.019056,0
0.000263,-0.049909,0
0.00024,-0.049909,0
0.000328,-0.034483,0
0.000396,-0.021779,0
0.000426,0,0
0.000811,0,0
0.000794,-0.002722,0
0.000534,-0.006352,0
0.000741,-0.018149,0
0.000934,-0.014519,0
0.000948,0,0
0.001138,-0.03539,0
0.001359,-0.013612,0
0.001405,-0.014519,0
0.001206,-0.069873,0
0.002427,-0.11887,0
0.002722,-0.16788,0
0.001807,-0.15245,0
0.001963,-0.1461,0
0.001639,-0.14701,0
0.000689,-0.10617,0
0.000219,-0.027223,0
0.000187,-0.014519,0
0.000214,-0.067151,0
0.000316,-0.10163,0
0.000209,-0.066243,0
0.000179,-0.053539,0
0.000143,-0.07078,0
0.000166,-0.07078,0
0.00057,-0.10708,0
0.000651,-0.098911,0
0.000434,-0.082577,0
0.000208,-0.056261,0
0.00019,-0.056261,0
0.000366,-0.063521,0
0.000541,-0.058076,0
0.000864,-0.11162,0
0.000908,-0.15064,0
0.000413,-0.11706,0
0.000284,-0.084392,0
0.000294,-0.084392,0
0.000249,-0.093466,0
0.000324,-0.098911,0
0.0003,-0.080762,0
0.000411,-0.075318,0
0.000398,-0.062613,0
0.000606,-0.098004,0
0.000588,-0.1225,0
0.000248,-0.098004,0
0.000281,-0.11162,0
0.000148,-0.060799,0
0.000122,-0.029038,0
0.00043,-0.084392,0
0.000244,-0.073503,0
0.0001,-0.033575,0
0.000483,-0.057169,0
0.000859,-0.092559,0
0.00076,-0.093466,0
0.000375,-0.092559,0
0.000557,-0.11252,0
0.000631,-0.11252,0
0.000581,-0.087114,0
0.000624,-0.099819,0
0.00046,-0.065336,0
0.000354,-0.051724,0
0.000211,-0.080762,0
0,-0.03902,0
0.000171,-0.066243,0
0.000253,-0.088022,0
0.000084,-0.054446,0
0.000168,-0.047187,0
0.000176,-0.048094,0
0.000946,-0.096189,0
0.001255,-0.13884,0
0.000719,-0.11797,0
0.000882,-0.1216,0
0.000939,-0.11797,0
0.000673,-0.072595,0
0.000745,-0.080762,0
0.000688,-0.088929,0
0.000643,-0.094374,0
0.001569,-0.098004,0
0.002659,-0.073503,0
0.002764,-0.07078,0
0.002277,-0.096189,0
0.001633,-0.10889,0
0.001051,-0.10617,0
0.000817,-0.095281,0
0.001307,-0.051724,0
0.001932,-0.021779,0
0.001933,-0.024501,0
0.001605,-0.062613,0
0.002406,-0.10526,0
0.003281,-0.13158,0
0.00318,-0.12976,0
0.00269,-0.10617,0
0.002326,-0.087114,0
0.001901,-0.046279,0
0.001296,-0.029946,0
0.001342,-0.050817,0
0.002561,-0.091652,0
0.004338,-0.11343,0
0.006348,-0.097096,0
0.008265,-0.087114,0
0.009335,-0.072595,0
0.009629,-0.073503,0
0.009335,-0.073503,0
0.009564,-0.078947,0
0.009883,-0.093466,0
0.009178,-0.10254,0
0.008035,-0.10436,0
0.006981,-0.10163,0
0.006404,-0.10799,0
0.00491,-0.12432,0
0.003227,-0.12886,0
0.002919,-0.11615,0
0.002634,-0.1343,0
0.002606,-0.15336,0
0.002988,-0.14338,0
0.003541,-0.12432,0
0.007161,-0.098911,0
0.010804,-0.07441,0
0.013006,-0.062613,0
