@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE class	{0,1}

@DATA
0.11139,0.033575,930.93,-4.7151,689.06,1
0.10817,0.033575,535.55,-4.765,430.66,1
0.11913,0.030853,1117.4,-4.5012,710.6,1
0.11867,0.03176,952.87,-4.4973,710.6,1
0.11602,0.029946,690.69,-4.5604,452.2,1
0.1162,0.028131,898.71,-4.3975,538.33,1
0.11374,0.024501,704.56,-4.252,495.26,1
0.11198,0.021779,587.19,-4.1154,495.26,1
0.079116,0.028131,257.66,-3.9825,495.26,1
0.032012,0.043557,-62.069,-5.1885,473.73,1
0.02062,0.036298,-45.756,-5.0197,409.13,1
0.019472,0.018149,-56.417,-5.0667,430.66,1
0.011514,0.044465,-81.494,-5.5236,430.66,1
0.01036,0.053539,-101.1,-5.7299,452.2,1
0.013161,0.03176,-82.486,-5.4281,452.2,1
0.013776,0.025408,-64.052,-5.161,473.73,0
0.012272,0.023593,-59.678,-5.1461,473.73,0
0.0074759,0.038113,-67.915,-5.4618,473.73,0
0.0043124,0.088929,-95.105,-6.1596,473.73,0
0.0029858,0.11887,-89.927,-6.1937,2239.5,0
0.0023971,0.11434,-76.692,-6.1607,473.73,0
0.0025065,0.11434,-72.676,-6.0324,473.73,0
0.002229,0.12704,-69.087,-6.1236,2002.6,0
0.0018429,0.14882,-64.349,-6.2717,2304.1,0
0.0018017,0.15064,-70.347,-6.267,2304.1,0
0.0016858,0.14701,-64.989,-6.2513,2325.6,0
0.0016838,0.13975,-63.447,-6.3005,215.33,0
0.0015937,0.13884,-64.883,-6.3054,2174.9,0
0.0016213,0.14701,-66.078,-6.2506,1981.1,0
0.0016503,0.15245,-63.832,-6.2242,559.86,0
0.001645,0.12976,-59.853,-6.215,150.73,0
0.0016683,0.12341,-62.535,-6.2013,193.8,0
0.0014711,0.15336,-65.693,-6.359,559.86,0
0.0013076,0.15971,-59.427,-6.4181,538.33,0
0.0013672,0.16515,-67.484,-6.4611,473.73,0
0.0013951,0.17695,-66.847,-6.4797,301.46,0
0.0012238,0.18603,-60.578,-6.4905,279.93,0
0.0010825,0.18421,-56.061,-6.4429,150.73,0
0.0011544,0.17604,-51.951,-6.4003,366.06,0
0.0013259,0.15426,-58.073,-6.3627,323,0
0.0012375,0.16969,-61.164,-6.4602,495.26,0
0.0010457,0.20871,-59.998,-6.536,430.66,0
0.0009479,0.22232,-48.939,-6.4799,409.13,0
0.0010953,0.20236,-50.599,-6.3203,301.46,0
0.0011989,0.16606,-52.077,-6.324,301.46,0
0.0010645,0.18421,-50.05,-6.3726,301.46,0
0.00094367,0.22323,-46.23,-6.3911,21.533,0
0.00091538,0.20599,-48.415,-6.3833,387.6,0
0.0011283,0.15154,-52.826,-6.4087,215.33,0
0.0012635,0.14247,-57.945,-6.4079,150.73,0
0.0011172,0.16697,-52.721,-6.4585,21.533,0
0.0010912,0.16243,-52.686,-6.3598,21.533,0
0.0011061,0.1588,-50.732,-6.387,236.87,0
0.0010227,0.16788,-53.659,-6.3899,215.33,0
0.0011297,0.16515,-54.795,-6.4275,258.4,0
0.0012973,0.16969,-58.065,-6.3835,215.33,0
0.001434,0.18784,-67.6,-6.4192,21.533,0
0.0017267,0.20871,-95.883,-6.6027,2368.7,0
0.0017151,0.21234,-78.187,-6.5508,2368.7,0
0.0015268,0.21688,-78.107,-6.5277,775.2,0
0.001749,0.20871,-101.39,-6.6886,430.66,0
0.0019546,0.18784,-88.389,-6.5029,1485.8,0
0.0019513,0.19782,-86.395,-6.5092,1485.8,0
0.0021388,0.19056,-89.638,-6.425,2411.7,0
0.0024038,0.19056,-108.56,-6.537,1507.3,0
0.0024412,0.16969,-98.366,-6.3885,2304.1,0
0.0021747,0.14338,-81.524,-6.3383,2045.7,0
0.0032928,0.11162,-73.988,-6.0799,258.4,0
0.0037279,0.056261,-70.77,-5.6809,150.73,0
0.0028897,0.057169,-59.594,-5.8228,452.2,0
0.0028867,0.058076,-73.048,-6.1473,215.33,0
0.0025111,0.062613,-53.156,-5.8921,236.87,0
0.0015704,0.10436,-50.618,-6.2318,193.8,0
0.0013018,0.18149,-62.722,-6.4369,150.73,0
0.0013259,0.17514,-61.062,-6.6096,236.87,0
0.0012661,0.12613,-50.967,-6.192,258.4,0
0.001242,0.11978,-48.825,-6.252,215.33,0
0.0014804,0.11434,-48.909,-6.255,409.13,0
0.0015106,0.13612,-50.792,-6.0564,516.8,0
0.0016301,0.11525,-47.516,-6.0376,516.8,0
0.0017844,0.087114,-52.596,-6.1797,516.8,0
0.0017519,0.10254,-54.019,-6.111,236.87,0
0.001626,0.10799,-58.251,-6.3251,279.93,0
0.0014201,0.13067,-50.563,-6.2123,279.93,0
0.0012291,0.17423,-49.226,-6.3545,279.93,0
0.0013061,0.13158,-50.836,-6.2908,279.93,0
0.0013318,0.13249,-60.67,-6.4311,236.87,0
0.0012717,0.17423,-56.971,-6.3181,279.93,0
0.001763,0.11797,-51.21,-6.1419,301.46,0
0.0019851,0.077132,-51.136,-6.1051,258.4,0
0.0015506,0.11252,-50.63,-6.1488,258.4,0
0.0012183,0.13521,-49.977,-6.2096,236.87,0
0.0012038,0.11525,-47.715,-6.3759,193.8,0
0.0012695,0.14247,-48.665,-6.3506,172.27,0
0.0014328,0.14882,-53.04,-6.1242,193.8,0
0.0014336,0.12341,-48.328,-6.3139,279.93,0
0.0013578,0.11797,-46.502,-6.1192,258.4,0
0.0013288,0.098911,-47.095,-6.2686,258.4,0
0.0015829,0.065336,-46.456,-6.0928,258.4,0
0.0015598,0.088022,-44.606,-5.9877,258.4,0
0.0012873,0.10889,-44.219,-6.2172,279.93,0
0.0012807,0.11525,-45.031,-6.2524,258.4,0
0.0011184,0.19147,-58.889,-6.5127,430.66,0
0.0010853,0.20599,-51.24,-6.3855,215.33,0
0.0011919,0.16425,-47.421,-6.3438,215.33,0
0.0010129,0.17604,-45.064,-6.3409,258.4,0
0.0010579,0.1833,-44.122,-6.4535,258.4,0
0.0014242,0.16425,-66.954,-6.3881,236.87,0
0.0017533,0.12886,-68.053,-6.2664,172.27,0
0.0017279,0.10799,-66.432,-6.2347,215.33,0
0.0015616,0.12432,-60.961,-6.3269,279.93,0
0.0014326,0.13702,-58.365,-6.256,409.13,0
0.0013182,0.13339,-54.221,-6.2116,366.06,0
0.0014601,0.13612,-52.287,-6.2716,215.33,0
0.00147,0.13702,-66.222,-6.2644,279.93,0
0.001443,0.16334,-75.165,-6.5161,107.67,0
0.0012733,0.17151,-57.541,-6.4631,344.53,0
0.0010135,0.14882,-49.787,-6.4287,86.133,0
0.00094912,0.15789,-44.531,-6.3783,64.6,0
0.00099959,0.17604,-42.539,-6.3515,193.8,0
0.0010016,0.18784,-44.794,-6.2907,215.33,0
0.00099418,0.18603,-44.423,-6.2758,21.533,0
0.0010704,0.15426,-54.661,-6.4488,366.06,0
0.0011061,0.14065,-45.135,-6.3104,344.53,0
0.0017118,0.11525,-48.263,-6.1143,495.26,0
0.0019377,0.07441,-49.669,-5.8318,172.27,0
0.0014782,0.097096,-48.22,-6.121,215.33,0
0.0014635,0.11343,-50.061,-6.1994,301.46,0
0.0015327,0.11071,-48.605,-6.2455,301.46,0
0.0014596,0.13702,-53.488,-6.1933,301.46,0
0.0015575,0.11706,-53.385,-6.1728,193.8,0
0.0015236,0.096189,-50.351,-6.0595,150.73,0
0.0014467,0.12341,-50.687,-6.2871,150.73,0
0.0024323,0.13067,-75.64,-6.1712,193.8,0
0.0035436,0.13612,-113.75,-6.3046,1464.3,0
0.0036244,0.13249,-108.56,-6.2302,2885.4,0
0.0031256,0.11797,-91.492,-6.1823,236.87,0
0.002429,0.12432,-82.123,-6.1227,236.87,0
0.0018323,0.12341,-67.716,-6.2139,172.27,0
0.0016716,0.12795,-60.471,-6.2079,236.87,0
0.0022439,0.15426,-72.394,-6.4569,258.4,0
0.0028422,0.18421,-130.82,-6.5247,3940.6,0
0.0027951,0.20508,-118.63,-6.4945,2907,0
0.0024607,0.17786,-96.804,-6.3857,150.73,0
0.003157,0.1225,-92.492,-6.2328,172.27,0
0.0041301,0.080762,-91.269,-5.9021,172.27,0
0.004041,0.07804,-85.978,-5.9702,1141.3,0
0.0034989,0.11797,-107.37,-6.2587,193.8,0
0.0032342,0.13702,-101.6,-6.2467,107.67,0
0.0028036,0.15971,-114.41,-6.4888,150.73,0
0.0022262,0.1824,-89.833,-6.5155,193.8,0
0.0022121,0.16606,-87.958,-6.4166,193.8,0
0.0034327,0.12613,-95,-6.183,21.533,0
0.0052389,0.10254,-116.65,-6.1028,925.93,0
0.0073247,0.11162,-136.68,-6.0847,839.79,0
0.0092305,0.11797,-151.19,-6.1091,2454.8,0
0.010222,0.13975,-154.27,-6.0874,1916.5,0
0.010496,0.14247,-159.76,-6.1441,2325.6,0
0.010241,0.13339,-172.76,-6.2194,1938,0
0.010463,0.13249,-168.25,-6.1771,2347.1,0
0.010791,0.12613,-164.64,-6.1354,2454.8,0
0.010103,0.11343,-160.83,-6.1557,2196.4,0
0.008869,0.11162,-149.77,-6.0914,495.26,0
0.0078392,0.11615,-136.65,-6.0446,2067.2,0
0.0072995,0.10345,-124.47,-6.0023,301.46,0
0.0058283,0.079855,-111.18,-6.0331,323,0
0.0040993,0.075318,-98.386,-6.1398,516.8,0
0.0037538,0.085299,-93.425,-6.0472,193.8,0
0.003505,0.08167,-88.625,-6.1191,473.73,0
0.0035843,0.073503,-84.907,-6.0526,21.533,0
0.0041317,0.075318,-84.682,-6.0509,430.66,0
0.0044999,0.096189,-112.02,-6.1401,409.13,0
0.0080727,0.11434,-118.22,-5.9701,1916.5,0
0.011734,0.13521,-137.67,-5.9257,2067.2,0
0.014064,0.15336,-163.57,-6.0991,301.46,0
0.016305,0.14519,-162,-6.0877,301.46,0
0.015899,0.20054,-162.36,-6.093,236.87,0
0.017257,0.24319,-172.12,-6.1632,8075,0
0.018131,0.17786,-130.49,-5.9697,366.06,0
0.014116,0.1216,-128.7,-5.8578,150.73,0
0.010646,0.098004,-115.09,-5.7758,2067.2,0
0.0089272,0.065336,-100.12,-5.6891,172.27,0
0.0080315,0.056261,-75.03,-5.4302,172.27,0
0.010183,0.040835,-55.425,-5.028,64.6,0
0.010544,0.024501,-60.175,-5.1556,64.6,0
0.0073719,0.034483,-79.228,-5.8696,64.6,0
0.0048265,0.041742,-84.195,-5.9279,21.533,0
0.064738,0.03539,101.97,-4.7678,667.53,1
0.09218,0.03176,794.07,-4.79,710.6,1
0.095248,0.033575,611.46,-4.7636,775.2,1
0.10198,0.03539,598.25,-5.1386,559.86,1
0.15016,0.033575,1151,-4.7136,646,1
0.16617,0.03176,1484.1,-4.5228,710.6,1
0.14036,0.03539,1005.1,-4.7176,409.13,1
0.13553,0.038113,1072.5,-4.6119,430.66,1
0.15127,0.036298,1069.7,-4.4974,452.2,1
0.16726,0.028131,1273.4,-4.2443,452.2,1
0.16872,0.029946,1247.1,-4.2116,452.2,1
0.16416,0.038113,1251.7,-4.0922,452.2,1
0.148,0.040835,1123.6,-4.304,452.2,1
0.13275,0.040835,966.74,-4.3199,452.2,1
0.1232,0.03902,868.25,-4.4645,430.66,1
0.11112,0.038113,739.48,-4.5474,430.66,1
0.10889,0.03902,710.99,-4.5625,409.13,1
0.11108,0.038113,718.36,-4.577,409.13,1
0.10489,0.040835,674.52,-4.6541,753.66,1
0.10484,0.037205,614.93,-4.5834,732.13,1
0.11467,0.030853,759.96,-4.5529,689.06,1
0.12859,0.028131,761.55,-4.4494,667.53,1
0.14077,0.027223,925.08,-4.2663,646,1
0.13653,0.026316,848.54,-4.5298,624.46,1
0.11092,0.024501,693.54,-4.7744,581.4,1
0.082172,0.029038,498.85,-4.9352,538.33,1
0.07491,0.032668,415.93,-4.9382,495.26,1
0.073302,0.029946,320.11,-4.9747,473.73,1
0.072834,0.029946,307.24,-4.8606,473.73,1
0.069618,0.030853,312.52,-4.7752,473.73,1
0.070939,0.030853,299.57,-4.8885,473.73,1
0.081103,0.037205,636.28,-5.1587,473.73,1
0.081765,0.036298,558.43,-5.0918,452.2,1
0.079432,0.036298,381.84,-4.9933,473.73,1
0.078277,0.041742,425.22,-4.9452,473.73,1
0.073585,0.03902,367.3,-4.9616,495.26,1
0.072625,0.034483,358.7,-4.8222,495.26,1
0.073135,0.03176,340.35,-4.8338,495.26,1
0.074556,0.029946,368.78,-4.8725,495.26,1
0.075782,0.027223,382.55,-4.8566,495.26,1
0.07533,0.028131,356.6,-4.7966,516.8,1
0.077536,0.026316,364.62,-4.7376,516.8,1
0.082586,0.022686,404.61,-4.7492,516.8,1
0.082879,0.023593,453.27,-4.6238,516.8,1
0.079926,0.021779,401.81,-4.7163,538.33,1
0.077971,0.021779,394,-4.843,538.33,1
0.077523,0.023593,356.69,-4.8224,538.33,1
0.086361,0.025408,526.74,-5.0681,559.86,1
0.10517,0.036298,929.67,-4.9832,646,1
0.24322,0.034483,2088.3,-5.0051,495.26,1
0.40106,0.023593,3790.7,-4.7398,538.33,1
0.46718,0.022686,3776.8,-4.536,538.33,1
0.4504,0.022686,3092.2,-4.7801,516.8,1
0.47734,0.028131,4002,-4.7425,538.33,1
0.55897,0.03176,5004.3,-4.8404,581.4,1
0.65219,0.029038,7434.6,-4.7685,581.4,1
0.6925,0.026316,7189,-4.4392,581.4,1
0.66463,0.024501,6482.8,-4.4703,581.4,1
0.62171,0.024501,5636.9,-4.0748,559.86,1
0.5711,0.024501,4825.9,-4.1702,559.86,1
0.49375,0.023593,4381.3,-4.2982,538.33,1
0.41327,0.023593,3524.6,-4.421,538.33,1
0.38035,0.022686,2860.6,-4.3847,516.8,1
0.33357,0.021779,2565.6,-4.2581,516.8,1
0.26812,0.021779,2037.6,-4.3256,495.26,1
0.23327,0.020871,1610.6,-4.3232,495.26,1
0.22246,0.024501,1825,-4.3545,473.73,1
0.2028,0.033575,1664.8,-4.364,473.73,1
0.19564,0.038113,1522.1,-4.3414,473.73,1
0.21416,0.030853,1704.7,-4.1638,473.73,1
0.22605,0.021779,1862.6,-4.0788,473.73,1
0.22925,0.019964,1892.1,-4.081,473.73,1
0.2262,0.019964,1864.5,-4.0724,473.73,1
0.21801,0.030853,1772.3,-4.1408,473.73,1
0.2046,0.039927,1654.4,-4.1658,452.2,1
0.18691,0.03902,1492.5,-4.2211,452.2,1
0.17576,0.044465,1377.4,-4.2672,452.2,1
0.17159,0.050817,1318.5,-4.3111,452.2,1
0.1768,0.047187,1406.9,-4.208,452.2,1
0.18332,0.040835,1359.1,-4.2509,452.2,1
0.18806,0.056261,1803.1,-4.6976,452.2,1
0.1986,0.061706,1754.9,-4.4828,473.73,1
0.21651,0.047187,1895.5,-4.2689,473.73,1
0.22845,0.048094,2005,-4.2456,473.73,1
0.22602,0.066243,2021.3,-4.2972,473.73,1
0.22327,0.060799,1980.4,-4.3623,473.73,1
0.22146,0.041742,1897.9,-4.5337,473.73,1
0.22331,0.041742,1906.2,-4.42,495.26,1
0.23824,0.043557,2020.9,-4.3756,495.26,1
0.25741,0.04265,2252.8,-4.285,495.26,1
0.26502,0.037205,2321.2,-4.3042,495.26,1
0.26419,0.038113,2280.3,-4.426,495.26,1
0.26933,0.040835,2369.7,-4.3911,495.26,1
0.2857,0.037205,2451.8,-4.4538,516.8,1
0.31951,0.036298,2714,-4.2489,516.8,1
0.35288,0.03176,3032.3,-4.1952,516.8,1
0.37365,0.024501,3119,-4.1054,516.8,1
0.38506,0.022686,3126,-4.0571,516.8,1
0.39694,0.022686,3243.4,-3.9913,516.8,1
0.40763,0.022686,3267.7,-4.0642,516.8,1
0.40942,0.022686,3294.3,-4.0227,516.8,1
0.41438,0.022686,3374,-3.9561,516.8,1
0.42649,0.022686,3487.2,-3.8658,516.8,1
0.43138,0.021779,3437.5,-3.825,516.8,1
0.42439,0.022686,3314.6,-3.7984,516.8,1
0.41945,0.022686,3267.5,-3.6844,516.8,1
0.40581,0.021779,3190.1,-3.7764,495.26,1
0.3758,0.021779,2901.9,-3.9052,495.26,1
0.38348,0.020871,2831.6,-3.8207,495.26,1
0.45256,0.020871,3440.9,-3.7092,495.26,1
0.51516,0.021779,4072.4,-3.4359,495.26,1
0.54863,0.021779,4348.1,-3.4347,495.26,1
0.55986,0.021779,4587.5,-3.4931,495.26,1
0.54781,0.020871,4213.7,-3.4551,495.26,1
0.51489,0.019964,3981.5,-3.3279,473.73,1
0.43435,0.019964,3162.5,-3.4305,473.73,1
0.33188,0.019964,2071.4,-3.2825,452.2,1
0.22566,0.019056,1237.2,-3.4668,430.66,1
0.10372,0.019056,436.2,-3.9192,430.66,1
0.047756,0.019964,-33.269,-4.8807,409.13,1
0.016091,0.029038,-44.202,-4.8196,495.26,1
0.0095852,0.044465,-60.329,-5.1596,452.2,0
0.0053007,0.066243,-68.992,-5.8963,430.66,0
0.0042166,0.080762,-70.736,-5.754,473.73,0
0.0035966,0.085299,-77.262,-6.1644,495.26,0
0.0033306,0.075318,-73.627,-5.9444,430.66,0
0.0031914,0.083485,-76.321,-6.029,452.2,0
0.0026196,0.10526,-78.026,-6.2293,2110.3,0
0.0026685,0.10889,-76.295,-6.0547,2045.7,0
0.0030148,0.10617,-78.301,-5.9962,2196.4,0
0.0032517,0.098004,-80.677,-5.9805,581.4,0
0.0031302,0.094374,-81.648,-6.0872,2088.7,0
0.0028703,0.097096,-79.602,-6.0825,2131.8,0
0.0028213,0.11434,-84.272,-6.2292,2174.9,0
