@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE unnormalizedSpectralEntropy_delta 	REAL
@ATTRIBUTE normalizedSpectralEntropy_delta REAL
@ATTRIBUTE mostDominantFrequency_delta 	REAL
@ATTRIBUTE corMagPeak_delta REAL
@ATTRIBUTE corPeakCount_delta REAL
@ATTRIBUTE class	{0,1}

@DATA
5546.4,-5.0247,1162.8,1.2423,115,-322.78,0.01947,0,-0.021679,-3.5,1
5386.4,-5.0526,1162.8,1.236,105,-52.837,0.019573,0,0.005011,-14.5,1
5440.7,-4.9856,1162.8,1.2523,86,44.546,0.015219,0,0.019879,-10.5,1
5475.5,-5.0222,1162.8,1.2758,84,189.34,0.0038228,0,0.051655,2,1
5819.4,-4.9779,1162.8,1.3556,90,76.417,0.067882,0,0.043069,10.5,1
5628.4,-4.8864,1162.8,1.3619,105,-261.38,0.015387,0,-0.013525,-3.5,1
5296.7,-4.9472,1162.8,1.3286,83,-220.48,0.029311,0,-0.0025763,-10,1
5187.4,-4.8278,1162.8,1.3567,85,76.146,0.044181,10.767,0.019554,8.5,1
5448.9,-4.8588,1184.3,1.3677,100,402.35,-0.03552,10.767,0.013945,15.5,1
5992.1,-4.8988,1184.3,1.3846,116,253.28,0.011442,0,-0.00035968,8.5,1
5955.5,-4.8359,1184.3,1.3669,117,143.51,0.065357,0,0.00013755,0.5,1
6279.1,-4.7681,1184.3,1.3849,117,25.573,0.0259,0,0.0051585,0,1
6006.7,-4.7841,1184.3,1.3773,117,31.238,0.01918,0,0.019793,-2.5,1
6341.6,-4.7297,1184.3,1.4245,112,266.54,0.020029,0,0.030109,-11.5,1
6539.7,-4.7441,1184.3,1.4375,94,-150.87,-0.011148,0,-0.0071619,-18.5,1
6039.8,-4.752,1184.3,1.4102,75,-375.89,-0.019278,10.767,-0.025111,-13,1
5788,-4.7826,1205.9,1.3873,68,-137.7,-0.0657,10.767,-0.0044024,-19.5,1
5764.4,-4.8834,1205.9,1.4014,36,-174.8,-0.071294,10.767,-0.041378,11,1
5438.4,-4.9252,1227.4,1.3045,90,221.74,0.0098977,10.767,-0.0086903,14.5,1
6207.9,-4.8636,1227.4,1.384,65,410.98,-0.039839,10.767,0.0031967,-31,1
6260.3,-5.0049,1248.9,1.3109,28,-252.6,-0.12334,21.533,-0.040576,-10.5,1
5702.7,-5.1103,1270.5,1.3028,44,-219.31,-0.032997,10.767,0.045732,2.5,1
5821.7,-5.0709,1270.5,1.4024,33,-153.79,0.077963,10.767,0.080851,-10.5,1
5395.1,-4.9544,1292,1.4645,23,-505.33,0.079748,10.767,0.034992,-3.5,1
4811,-4.9114,1292,1.4723,26,-500.34,-0.0051119,0,-0.0012664,7.5,1
4394.5,-4.9646,1292,1.462,38,-403.87,-0.045945,10.767,-0.053346,12.5,1
4003.3,-5.0033,1313.5,1.3657,51,-418.91,-0.066887,21.533,-0.12495,10.5,1
3556.6,-5.0984,1335.1,1.2121,59,242.53,0.095071,10.767,0.09427,3.5,1
4488.3,-4.8131,1335.1,1.5542,58,-69.902,0.11281,10.767,0.095927,3.5,1
3416.8,-4.8728,1356.6,1.404,66,-438.82,-0.064626,0,-0.052006,-3,1
3610.7,-4.9424,1335.1,1.4502,52,138.09,-0.16387,-21.533,-0.079455,-12.5,1
3693,-5.2005,1313.5,1.245,41,-401.03,-0.22784,-21.533,-0.26109,-1,1
2808.6,-5.3981,1292,0.92801,50,-755.75,-0.21364,-53.833,-0.31204,-6.5,1
2181.5,-5.6278,1205.9,0.62096,28,-1128.5,-0.13511,10.767,-0.16814,-7,1
551.62,-5.6683,1313.5,0.59173,36,-981.84,0.012841,43.066,0.12532,-2.5,1
217.83,-5.6021,1292,0.87161,23,157.36,0.058967,-333.76,0.040249,-4,1
866.33,-5.5504,646,0.67223,28,1149.1,0.097344,-129.2,-0.028697,-1,1
2516,-5.4074,1033.6,0.81421,21,1255.7,0.085527,204.57,0.11704,-4.5,1
3377.6,-5.3793,1055.1,0.90631,19,209.42,-0.017256,64.6,-0.090343,1.5,1
2934.9,-5.4419,1162.8,0.63353,24,213.91,0.11186,32.3,0.23601,1,1
3805.5,-5.1556,1119.7,1.3783,21,412.88,0.35006,-21.533,0.51937,-2,1
3760.6,-4.7418,1119.7,1.6723,20,-428.97,0.27183,-10.767,0.1195,-0.5,1
2947.5,-4.6119,1098.2,1.6173,20,-680.69,-0.12438,-21.533,-0.14882,-0.5,1
2399.2,-4.9905,1076.7,1.3746,19,-216.99,-0.20634,-32.3,-0.13529,-0.5,1
2513.5,-5.0246,1033.6,1.3468,19,58.098,0.07692,-32.3,-0.0049882,0.5,1
2515.4,-4.8367,1012.1,1.3647,20,-119.5,0.12749,-10.767,0.07031,-0.5,1
2274.5,-4.7696,1012.1,1.4874,18,-292.7,0.046282,0,0.069273,-1,1
1930,-4.7441,1012.1,1.5032,18,-192.66,-0.056572,0,-0.015297,0,1
1889.2,-4.8828,1012.1,1.4568,18,-27.095,-0.011738,0,-0.039353,0,1
1875.8,-4.7676,1012.1,1.4245,18,-10.731,0.12469,0,0.0088794,0,1
1867.8,-4.6334,1012.1,1.4745,18,-69.205,0.037425,0,0.026657,2,1
1737.4,-4.6928,1012.1,1.4778,22,-128.33,-0.01444,0,-0.012526,0.5,1
1611.1,-4.6623,1012.1,1.4495,19,-67.222,0.0028494,0,-0.0047896,-1,1
1603,-4.6871,1012.1,1.4682,20,-54.425,0.02192,0,0.0004542,3,1
1502.2,-4.6184,1012.1,1.4504,25,-104.67,0.0042409,10.767,-0.0079345,4,1
1393.6,-4.6786,1033.6,1.4524,28,65.422,0.0143,10.767,0.010289,1,1
1633.1,-4.5898,1033.6,1.471,27,283.26,0.088781,0,0.017506,0,1
1960.2,-4.501,1033.6,1.4874,28,255.9,0.044302,0,0.024654,0.5,1
2144.9,-4.5012,1033.6,1.5203,28,-109.53,-0.02117,0,-0.011141,0,1
1741.1,-4.5434,1033.6,1.4651,28,-241.29,-0.033077,0,-0.045784,0,1
1662.3,-4.5674,1033.6,1.4287,28,19.304,0.029008,0,0.0083327,0,1
1779.7,-4.4853,1033.6,1.4818,28,87.699,0.067164,0,0.046214,-1.5,1
1837.7,-4.433,1033.6,1.5211,25,-9.7053,0.01123,0,0.013192,0,1
1760.3,-4.4629,1033.6,1.5082,28,-88.051,-0.00451,0,-0.02365,1.5,1
1661.6,-4.4421,1033.6,1.4738,28,-90.55,-0.016562,0,-0.035131,-2,1
1579.2,-4.496,1033.6,1.4379,24,-58.652,-0.029968,0,-0.012266,0,1
1544.3,-4.502,1033.6,1.4493,28,-12.122,0.015553,0,0.010668,1,1
1555,-4.4649,1033.6,1.4592,26,-19.448,0.029479,0,0.008402,-4.5,1
1505.4,-4.443,1033.6,1.4661,19,11.984,0.011377,0,-0.0013018,-2.5,1
1578.9,-4.4421,1033.6,1.4566,21,89.148,0.023352,0,-0.011564,0,1
1683.7,-4.3963,1033.6,1.443,19,75.647,-0.0035797,0,0.007176,-1,1
1730.2,-4.4493,1033.6,1.471,19,-209.99,-0.059251,-10.767,0.0088702,-0.5,1
1263.7,-4.5148,1012.1,1.4607,18,-296.02,-0.12743,-10.767,-0.012745,-0.5,1
1138.2,-4.7042,1012.1,1.4455,18,-14.927,-0.029134,0,-0.0037847,0,1
1233.9,-4.5731,1012.1,1.4532,18,78.746,0.047043,0,0.018543,0,1
1295.7,-4.6101,1012.1,1.4826,18,-31.244,-0.023435,-10.767,0.03178,0,1
1171.4,-4.62,990.53,1.5167,18,-83.231,0.055811,-10.767,0.04182,0,1
1129.2,-4.4985,990.53,1.5662,18,-214.53,-0.058851,0,-0.027821,4.5,1
742.32,-4.7377,990.53,1.4611,27,-335.76,-0.1624,-10.767,-0.13212,11,1
457.68,-4.8233,968.99,1.302,40,-265.55,-0.15909,-21.533,-0.10497,-4.5,1
211.23,-5.0559,947.46,1.2511,18,-56.018,0.0052928,0,0.032047,-10,1
345.65,-4.8127,968.99,1.3661,20,-20.903,0.052308,0,-0.036074,-0.5,1
169.43,-4.9512,947.46,1.179,17,-101.8,-0.028023,-236.87,-0.13915,4.5,1
142.04,-4.8687,495.26,1.0878,29,-79.469,-0.066843,-226.1,-0.081996,7,1
10.487,-5.0849,495.26,1.015,31,-78.75,-0.17476,-10.767,0.017496,2.5,1
-15.46,-5.2182,473.73,1.1228,34,-13.311,-0.10822,0,-0.025582,-2.5,1
-16.135,-5.3014,495.26,0.96383,26,72.354,0.21588,258.4,0.17952,-7.5,1
129.25,-4.7865,990.53,1.4818,19,38.427,0.19781,258.4,0.24174,-4,1
60.719,-4.9058,1012.1,1.4473,18,-9.6618,0.080058,0,0.020335,-0.5,1
109.92,-4.6264,990.53,1.5225,18,9.9716,0.12958,0,0.020133,0,1
80.662,-4.6466,1012.1,1.4876,18,-46.203,-0.12652,10.767,-0.10397,0,1
17.518,-4.8794,1012.1,1.3145,18,-40.457,-0.22861,0,-0.4405,0.5,1
-0.25121,-5.1038,1012.1,0.60658,19,-9.0955,-0.013291,-96.899,0.055223,-1.5,1
-0.67339,-4.906,818.26,1.425,15,16.168,0.33021,-96.899,0.49839,-2,1
32.085,-4.4434,818.26,1.6034,15,15.169,0.22513,0,0.065473,0,1
29.664,-4.4557,818.26,1.5559,15,-2.7286,-0.012532,0,-0.017379,0,1
26.628,-4.4685,818.26,1.5686,15,2.2999,0.060953,10.767,0.028571,0,1
34.264,-4.3338,839.79,1.6131,15,11.976,0.12205,10.767,0.04856,0,1
50.581,-4.2244,839.79,1.6657,15,4.3646,0.067352,0,0.032649,0,1
42.993,-4.1991,839.79,1.6784,15,-12.982,-0.013689,0,0.0094905,0,1
24.616,-4.2517,839.79,1.6847,15,-3.4042,0.045345,0,0.012304,0,1
36.185,-4.1084,839.79,1.703,15,6.1898,0.054257,-10.767,-0.003239,0,1
36.996,-4.1432,818.26,1.6782,15,1.7119,0.019828,-10.767,-0.01271,0,1
39.609,-4.0688,818.26,1.6775,15,7.4994,0.08114,0,0.0088749,0,1
51.995,-3.9809,818.26,1.696,15,11.325,0.035214,10.767,0.0050039,0,1
62.258,-3.9983,839.79,1.6876,15,4.4745,0.0049723,10.767,-0.003987,0,1
60.944,-3.971,839.79,1.688,15,-9.5931,-0.026546,0,0.018207,0,1
43.072,-4.0514,839.79,1.724,15,-14.61,-0.058557,0,0.01709,0,1
31.723,-4.0881,839.79,1.7222,15,-2.6767,-0.031029,0,-0.032147,0,1
37.718,-4.1135,839.79,1.6597,15,0.99159,-0.055618,-10.767,-0.083825,0,1
33.706,-4.1993,818.26,1.5545,15,9.2815,0.0038179,-10.767,-0.04992,-0.5,1
56.281,-4.1059,818.26,1.5598,14,38.887,0.17982,0,0.032968,-0.5,1
111.48,-3.8397,818.26,1.6205,14,14.521,0.11072,-10.767,0.0037169,0,1
85.324,-3.8844,796.73,1.5673,14,15.921,0.14046,-10.767,0.025538,0,1
143.32,-3.5588,796.73,1.6716,14,20.303,0.075096,0,0.040327,0,1
125.93,-3.7342,796.73,1.6479,14,-18.928,-0.079201,0,-0.026064,0,1
105.47,-3.7172,796.73,1.6194,14,-7.1581,0.017394,0,-0.034891,0,1
111.61,-3.6994,796.73,1.5781,14,8.2231,0.01061,-10.767,-0.0041073,0,1
121.91,-3.696,775.2,1.6112,14,-5.9867,-0.026539,-10.767,0.047774,-0.5,1
99.64,-3.7525,775.2,1.6737,13,-61.749,-0.40915,-21.533,-0.10534,-0.5,1
-1.5874,-4.5143,732.13,1.4005,13,-44.313,-0.33394,-32.3,-0.094652,-0.5,1
11.014,-4.4204,710.6,1.4844,12,-13.489,-0.10894,-32.3,-0.07357,-1,1
-28.565,-4.7321,667.53,1.2534,11,-27.823,-0.20294,-43.066,-0.19179,-0.5,1
-44.632,-4.8263,624.46,1.1008,11,-6.894,-0.0074917,-10.767,0.0092835,0.5,1
-42.353,-4.7471,646,1.2719,12,-1.3409,-0.11606,43.066,-0.15263,0,1
-47.314,-5.0584,710.6,0.79555,11,-0.4486,-0.2303,-10.767,-0.23538,1,1
-43.25,-5.2077,624.46,0.80118,14,1.9609,-0.13901,-10.767,0.030339,7.5,1
-43.392,-5.3364,689.06,0.85623,26,-5.8114,-0.099627,10.767,-0.074481,-0.5,1
-54.872,-5.407,646,0.65222,13,-9.2193,-0.14122,0,-0.15425,-4,1
-61.83,-5.6189,689.06,0.54772,18,-11.568,-0.14536,10.767,-0.13643,3,1
-78.009,-5.6977,667.53,0.37937,19,-2.3369,-0.10482,43.066,0.0049451,3,1
-66.504,-5.8285,775.2,0.55761,24,0.45955,-0.062647,172.27,-0.0093911,9.5,1
-77.09,-5.823,1012.1,0.36059,38,-15.491,0.075718,161.5,-0.015094,10,1
-97.487,-5.6771,1098.2,0.52742,44,-16.128,0.049114,43.066,0.037367,12,1
-109.35,-5.7248,1098.2,0.43532,62,-1.1686,-0.04061,-53.833,-0.086613,9.5,1
-99.824,-5.7583,990.53,0.35419,63,118.09,0.083215,-139.97,0.26202,-15,1
126.84,-5.5583,818.26,0.95935,32,463.44,0.3029,-96.899,0.49818,-24.5,1
827.05,-5.1525,796.73,1.3506,14,548.92,0.30617,-21.533,0.28683,-9,1
1224.7,-4.946,775.2,1.533,14,222.38,0.085539,-21.533,0.050271,-0.5,1
1271.8,-4.9814,753.66,1.4511,13,16.789,-0.01878,-21.533,0.021823,-0.5,1
1258.3,-4.9835,732.13,1.5767,13,-283.55,0.02652,-21.533,-0.040028,-0.5,1
704.72,-4.9284,710.6,1.371,12,-238.2,-0.012181,-32.3,-0.15025,-1,1
781.85,-5.0079,667.53,1.2762,11,-48.027,-0.054728,-43.066,-0.14408,-0.5,1
608.66,-5.0378,624.46,1.0829,11,-119.72,-0.015235,-43.066,-0.15034,0.5,1
542.42,-5.0384,581.4,0.97548,12,-200.25,-0.09089,-64.6,-0.23754,0,1
208.17,-5.2196,495.26,0.6078,11,-215.99,-0.043135,-64.6,0.0074883,-1.5,1
110.44,-5.1246,452.2,0.99045,9,-53.905,0.12433,-32.3,0.16903,-0.5,1
100.36,-4.971,430.66,0.94587,10,-68.192,-0.059322,-32.3,-0.12077,2,1
-25.945,-5.2433,387.6,0.74892,13,-102.53,-0.34007,118.43,-0.25183,3.5,1
-104.69,-5.6511,667.53,0.44221,17,-33.957,-0.14977,10.767,-0.121,6,1
-93.859,-5.5428,409.13,0.50692,25,1.3601,-0.027551,0,0.095938,-1,1
-101.97,-5.7062,667.53,0.63409,15,-3.0642,-0.091189,129.2,-0.014167,2.5,1
-99.987,-5.7252,667.53,0.47859,30,0.0039996,-0.065911,0,-0.071852,8.5,0
-101.96,-5.838,667.53,0.49038,32,-3.9037,-0.10684,0,-0.0041006,14.5,0
-107.79,-5.9389,667.53,0.47039,59,-4.4668,-0.10334,-21.533,-0.024879,16.5,0
-110.89,-6.0447,624.46,0.44063,65,-2.6542,-0.12317,10.767,-0.062706,4,0
-113.1,-6.1852,689.06,0.34497,67,-1.1046,-0.070276,32.3,-0.047827,1,0
292.09,-4.5577,21.533,0.095466,7,-81.675,-0.16491,21.533,-0.039003,-1,0
128.74,-4.8875,64.6,0.01746,5,-84.603,-0.20675,21.533,-0.028379,1.5,0
122.88,-4.9712,64.6,0.038707,10,76.823,0.17228,-10.767,-0.00601,2,0
282.38,-4.5429,43.066,0.0054401,9,139.49,0.25571,-10.767,-0.019256,-4,0
401.85,-4.4598,43.066,0.00019506,2,-27.168,-0.096193,0,0.027608,3.5,0
228.04,-4.7353,43.066,0.060655,16,-105.92,-0.16725,10.767,0.0017363,8.5,0
190,-4.7943,64.6,0.0036677,19,63.02,0.16279,-10.767,-0.029194,-1.5,0
354.08,-4.4097,21.533,0.0022681,13,113.53,0.24788,-10.767,-0.00094657,-5.5,0
417.07,-4.2985,43.066,0.0017745,8,-175.28,-0.44005,21.533,0.006861,2,0
3.5237,-5.2898,64.6,0.01599,17,-156.68,-0.33843,-10.767,0.10939,9,0
103.7,-4.9754,21.533,0.22055,26,146.2,0.32911,0,-0.0037893,-4.5,0
295.93,-4.6316,64.6,0.0084115,8,40.531,0.06339,10.767,-0.094497,-6.5,0
184.76,-4.8486,43.066,0.031555,13,-131.55,-0.29105,0,0.022567,-1.5,0
32.831,-5.2137,64.6,0.053546,5,-18.301,-0.034696,-10.767,0.12402,-2.5,0
148.16,-4.918,21.533,0.27959,8,173.71,0.39539,-10.767,-0.02597,-1,0
380.26,-4.4229,43.066,0.0016064,3,16.787,0.10189,10.767,-0.13974,-2.5,0
181.74,-4.7142,43.066,0.00010842,3,-200.37,-0.46888,10.767,-0.00066255,0.5,0
-20.475,-5.3607,64.6,0.00028126,4,-85.007,-0.34495,-10.767,0.16952,7.5,0
11.72,-5.4041,21.533,0.33915,18,126.55,0.20236,-21.533,0.10261,9.5,0
232.63,-4.956,21.533,0.20551,23,231.59,0.31072,21.533,-0.040255,2.5,0
474.91,-4.7827,64.6,0.25864,23,215.14,0.11867,21.533,0.25642,-0.5,1
662.91,-4.7186,64.6,0.71834,22,114.18,0.054063,549.1,0.54433,-1,1
703.27,-4.6746,1162.8,1.3473,21,233.18,0.19178,538.33,0.33436,-0.5,1
1129.3,-4.3351,1141.3,1.3871,21,125.31,0.1491,-21.533,-0.023444,0,1
953.88,-4.3764,1119.7,1.3004,21,194.42,0.091725,-10.767,-0.0091964,-0.5,1
1518.1,-4.1516,1119.7,1.3687,20,135.85,0.092778,-10.767,0.1211,-0.5,1
1225.6,-4.1908,1098.2,1.5426,20,-63.82,0.00029655,0,0.14063,0,1
1390.5,-4.1511,1119.7,1.6499,20,200.19,-0.39612,10.767,-0.083643,0,1
1626,-4.983,1119.7,1.3753,20,89.979,-0.3301,0,-0.17408,5,1
1570.4,-4.8113,1119.7,1.3018,30,39.258,0.048397,-10.767,-0.02004,5.5,1
1704.5,-4.8862,1098.2,1.3352,31,-3.9255,-0.066793,-10.767,0.040781,1.5,1
1562.6,-4.9448,1098.2,1.3833,33,-162.98,-0.057762,-10.767,-0.02482,-0.5,1
1378.5,-5.0018,1076.7,1.2856,30,90.355,0.049924,-10.767,0.019842,-3.5,1
1743.3,-4.845,1076.7,1.423,26,105.37,0.020324,0,0.040097,1,1
1589.3,-4.9611,1076.7,1.3658,32,-240.54,-0.14435,-10.767,-0.17063,11,1
1262.2,-5.1337,1055.1,1.0818,48,-5.646,-0.0031107,-10.767,-0.20614,4.5,1
1578,-4.9673,1055.1,0.9535,41,366.7,0.13164,0,0.0436,-6.5,1
1995.6,-4.8704,1055.1,1.169,35,-37.337,-0.028677,0,0.13939,-1,1
1503.3,-5.0247,1055.1,1.2323,39,-205.54,-0.086167,0,-0.060921,3,1
1584.5,-5.0427,1055.1,1.0471,41,113.65,0.036228,0,-0.090834,-0.5,1
1730.6,-4.9522,1055.1,1.0506,38,53.93,0.0022089,-10.767,0.0043574,3.5,1
1692.4,-5.0383,1033.6,1.0558,48,-65.45,-0.072208,-10.767,-0.055386,8,1
1599.7,-5.0967,1033.6,0.93983,54,-153.57,-0.0083833,0,0.023444,-5.5,1
1385.3,-5.0551,1033.6,1.1027,37,41.714,0.076216,0,0.096437,-13.5,1
1683.1,-4.9442,1033.6,1.1327,27,391.09,0.12305,0,0.0030262,-6.5,1
2167.4,-4.809,1033.6,1.1088,24,-32.505,0.012758,-10.767,-0.10368,0,1
1618.1,-4.9187,1012.1,0.92534,27,-410.53,-0.10902,-10.767,-0.047491,1.5,1
1346.4,-5.027,1012.1,1.0138,27,-6.8062,-0.0078852,0,0.046043,2,1
1604.5,-4.9345,1012.1,1.0174,31,171.55,0.074003,0,-0.0030187,0,1
1689.5,-4.879,1012.1,1.0078,27,-11.943,-0.030775,0,0.090422,-6.5,1
1580.6,-4.996,1012.1,1.1983,18,-140.84,-0.038787,0,0.089536,-4,1
1407.8,-4.9566,1012.1,1.1868,19,222.58,0.11057,0,0.028128,0,1
2025.8,-4.7749,1012.1,1.2545,18,409.12,0.15282,0,0.01564,-0.5,1
2226,-4.651,1012.1,1.2181,18,49.237,0.029686,0,-0.029885,0,1
2124.3,-4.7155,1012.1,1.1948,18,-350.57,-0.089057,-10.767,0.011807,0,1
1524.9,-4.8291,990.53,1.2417,18,-276.98,-0.049217,-10.767,0.060942,0,1
1570.3,-4.814,990.53,1.3166,18,-101.42,-0.048748,0,-0.04287,0,1
1322.1,-4.9266,990.53,1.156,18,-168.92,-0.060892,0,-0.14097,2,1
1232.5,-4.9357,990.53,1.0347,22,-177.7,-0.054313,-10.767,-0.057344,24,1
966.65,-5.0352,968.99,1.0413,66,-184.72,-0.048792,-10.767,0.0042082,26,1
863.01,-5.0333,968.99,1.0431,74,28.653,-0.0061134,0,-0.044142,1.5,1
1024,-5.0474,968.99,0.95302,69,-3.0284,-0.0025572,-452.2,-0.1345,-6.5,1
856.95,-5.0384,64.6,0.77412,61,66.99,0.033986,0,-0.016439,-16.5,1
1157.9,-4.9794,968.99,0.92014,36,180.07,0.0718,452.2,0.15352,-20,1
1217.1,-4.8948,968.99,1.0812,21,-90.082,-0.027261,0,0.11305,-9.5,1
977.77,-5.034,968.99,1.1462,17,-80.969,-0.033804,0,-0.08648,-2,1
1055.1,-4.9624,968.99,0.9082,17,208.11,0.10586,0,-0.074754,0,1
1394,-4.8222,968.99,0.99673,17,72.664,0.034485,0,0.18833,0,1
1200.5,-4.8935,968.99,1.2849,17,-208.11,-0.075441,0,0.075134,0,1
977.77,-4.9731,968.99,1.147,17,26.04,0.013345,0,-0.070312,0,1
1252.6,-4.8668,968.99,1.1442,17,210.35,0.073163,0,0.035478,0,1
1398.5,-4.8268,968.99,1.218,17,28.36,0.097956,0,0.09514,0,1
1309.3,-4.6709,968.99,1.3345,17,-80.343,0.010438,0,-0.014117,0,1
1237.8,-4.8059,968.99,1.1897,17,10.048,-0.070556,-10.767,-0.11853,0,1
1329.4,-4.812,947.46,1.0975,17,29.662,0.017157,-473.73,-0.019872,0,1
1297.1,-4.7716,21.533,1.15,17,-63.783,-0.015058,0,-0.055646,0,1
1201.8,-4.8421,947.46,0.98617,17,-196.38,-0.09541,462.96,-0.15674,0,1
904.35,-4.9624,947.46,0.83648,17,-170.33,-0.10702,-452.2,-0.044654,0,1
861.15,-5.0561,43.066,0.89686,17,-108.1,-0.091884,-10.767,0.079953,0,1
688.15,-5.1462,925.93,0.99639,17,-158.17,-0.080981,10.767,-0.078449,12,1
544.8,-5.2181,64.6,0.73996,41,-93.811,-0.058706,-430.66,-0.27116,10.5,1
500.53,-5.2636,64.6,0.45407,38,-48.24,-0.021819,-10.767,-0.27335,-9,1
448.32,-5.2617,43.066,0.19326,23,46.999,0.1176,-21.533,-0.14563,-9,1
594.53,-5.0284,21.533,0.1628,20,-145.21,-0.10206,247.63,0.038046,-4,1
157.91,-5.4659,538.33,0.26935,15,-57.596,-0.00992,21.533,0.015308,-5,1
479.33,-5.0483,64.6,0.19342,10,179.42,0.25384,-247.63,0.046035,-2.5,1
516.75,-4.9582,43.066,0.36142,10,44.287,0.013046,-21.533,0.018884,0.5,1
567.91,-5.0222,21.533,0.23118,11,-78.054,-0.1658,10.767,-0.12581,2,1
360.65,-5.2898,64.6,0.10981,14,-167.06,-0.13171,21.533,-0.0057094,0.5,1
233.79,-5.2856,64.6,0.21977,12,85.25,0.2097,-21.533,0.082541,2.5,1
531.14,-4.8704,21.533,0.27489,19,223.98,0.14201,-10.767,-0.061432,4,1
681.75,-5.0016,43.066,0.096902,20,6.2913,-0.082284,21.533,-0.070383,4,1
543.73,-5.035,64.6,0.13412,27,-140.86,-0.10407,10.767,0.064278,3,1
400.04,-5.2097,64.6,0.22546,26,43.691,-0.011851,-21.533,0.21975,-0.5,1
631.11,-5.0587,21.533,0.57362,26,74.232,0.047775,0,0.08163,11.5,1
548.5,-5.1142,64.6,0.38872,49,-116.3,-0.11184,21.533,-0.1115,23.5,1
398.5,-5.2823,64.6,0.35062,73,-5.6783,-0.043155,0,-0.013396,7.5,1
537.15,-5.2005,64.6,0.36193,64,132.47,0.094543,-21.533,0.1048,-16.5,1
663.45,-5.0933,21.533,0.56023,40,108.29,-0.0041723,-10.767,-0.0076736,-18.5,1
753.73,-5.2088,43.066,0.34658,27,32.083,-0.11046,21.533,-0.13547,-3,1
727.61,-5.3142,64.6,0.28928,34,-8.2429,-0.015573,0,-0.020392,7.5,1
737.25,-5.24,43.066,0.30579,42,60.627,0.018941,-21.533,0.075694,-5,1
848.87,-5.2763,21.533,0.44067,24,-109.93,-0.085886,0,0.032321,-8.5,1
517.39,-5.4117,43.066,0.37044,25,-152.56,0.028115,21.533,-0.069762,20.5,1
543.75,-5.2201,64.6,0.30114,65,61.477,0.17703,0,0.027103,21.5,1
640.34,-5.0577,43.066,0.42464,68,-3.9955,-0.047132,-21.533,0.18455,-14.5,1
535.76,-5.3143,21.533,0.67024,36,-79.595,-0.13297,10.767,-0.015885,7.5,1
481.15,-5.3236,64.6,0.39287,83,-45.679,0.040267,21.533,-0.23432,24.5,1
444.41,-5.2338,64.6,0.2016,85,-73.341,0.039655,-10.767,-0.13569,-19.5,1
334.47,-5.2443,43.066,0.12149,44,-15.93,0.09326,-21.533,0.11925,-32.5,1
412.55,-5.0473,21.533,0.44011,20,-78.051,-0.042406,0,0.023795,-12.5,1
178.37,-5.3291,43.066,0.16908,19,-44.944,-0.014643,21.533,-0.17038,-5,1
322.66,-5.0766,64.6,0.099344,10,122.94,0.26515,-10.767,0.16243,-5,1
424.24,-4.7988,21.533,0.49395,9,-5.9344,0.10234,-10.767,0.10455,0,1
310.79,-4.8719,43.066,0.30844,10,-128.81,-0.098932,21.533,-0.24022,-1.5,1
166.63,-4.9967,64.6,0.013517,6,-23.348,0.05249,10.767,-0.14433,-3,0
264.09,-4.7669,64.6,0.019786,4,43.067,0.16206,-21.533,0.13302,0,0
252.76,-4.6726,21.533,0.27956,6,-19.206,0.0021576,-10.767,0.047505,11,0
225.68,-4.7626,43.066,0.1148,26,-66.307,-0.13582,21.533,-0.13978,-2.5,0
120.15,-4.9442,64.6,0,1,57.802,0.064713,0,-0.050541,-10.5,0
341.28,-4.6332,43.066,0.013714,5,131.23,0.25785,-21.533,0.016252,8,0
382.61,-4.4285,21.533,0.032505,17,-123.63,-0.23948,0,-0.00080682,3,0
94.021,-5.1121,43.066,0.012101,11,-59.466,-0.16158,75.366,0.19484,-6.5,0
263.68,-4.7517,172.27,0.42218,4,207.87,0.25909,10.767,0.078441,-1,0
509.76,-4.594,64.6,0.16898,9,246.77,0.20137,-75.366,-0.013795,4.5,0
757.21,-4.3489,21.533,0.39459,13,-48.281,-0.091476,0,0.05806,2,1
413.19,-4.7769,64.6,0.2851,13,-255.32,-0.32101,21.533,0.095973,0.5,1
246.57,-4.9909,64.6,0.58654,14,164.77,0.1837,-21.533,0.10267,0.5,1
742.74,-4.4095,21.533,0.49044,14,258.25,0.27239,-10.767,-0.16707,0,1
763.06,-4.4461,43.066,0.25239,14,-109.52,-0.13835,0,0.097046,0,1
523.69,-4.6862,21.533,0.68453,14,-233.07,-0.28886,387.6,0.46011,0,1
296.93,-5.0239,818.26,1.1726,14,78.235,0.1092,0,0.11603,0.5,1
680.16,-4.4678,21.533,0.9166,15,120.79,0.19599,-376.83,-0.3209,0,1
538.5,-4.6319,64.6,0.53081,14,-141.14,-0.21983,21.533,-0.21815,-0.5,1
397.88,-4.9075,64.6,0.48029,14,-25.093,-0.09567,0,-0.053702,0,1
488.32,-4.8232,64.6,0.42341,14,239.26,0.21173,-21.533,0.089769,0,1
876.39,-4.484,21.533,0.65983,14,-26.382,-0.019877,0,0.037766,0,1
