@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE unnormalizedSpectralEntropy_delta 	REAL
@ATTRIBUTE normalizedSpectralEntropy_delta REAL
@ATTRIBUTE mostDominantFrequency_delta 	REAL
@ATTRIBUTE corMagPeak_delta REAL
@ATTRIBUTE corPeakCount_delta REAL
@ATTRIBUTE class	{0,1}

@DATA
-103.07,-5.6522,559.86,0.63861,27,2.6431,-0.01434,129.2,-0.095301,1.5,1
-98.456,-5.7005,667.53,0.35205,25,4.7266,0.0035962,-75.366,-0.13049,2,1
-93.621,-5.645,409.13,0.37764,31,2.2041,-0.082053,-21.533,0.04561,21,1
-94.048,-5.8646,624.46,0.44328,67,-2.9268,-0.15665,107.67,0.092359,19.5,0
-99.475,-5.9583,624.46,0.56235,70,-8.0577,-0.10012,10.767,0.080531,-4,0
-110.16,-6.0648,646,0.60434,59,-14.601,-0.095864,0,-0.073185,7.5,0
-128.68,-6.15,624.46,0.41598,85,-9.9982,-0.026702,-10.767,-0.038943,9.5,0
-130.16,-6.1182,624.46,0.52645,78,-2.2529,-0.021593,646,-0.025575,1.5,0
-133.18,-6.1932,1916.5,0.36483,88,-1.6898,-0.058438,1033.6,-0.14183,10,0
-133.54,-6.2351,2691.7,0.24279,98,3.2147,0.019784,-764.43,-0.012379,-3.5,0
-126.75,-6.1536,387.6,0.34008,81,13.016,0.039986,-1195.1,0.047954,-14.5,0
-107.51,-6.1551,301.46,0.3387,69,18.559,0.026453,118.43,0.055185,-2.5,0
-89.635,-6.1007,624.46,0.45045,76,18.826,-0.0019379,161.5,-0.024065,4.5,0
-69.856,-6.159,624.46,0.29057,78,15.359,-0.0025489,-107.67,-0.06201,-1,0
-58.918,-6.1058,409.13,0.32643,74,9.6688,0.0007189,-107.67,0.081366,-6,0
-50.519,-6.1576,409.13,0.45331,66,6.4113,-0.020375,10.767,0.058649,-6.5,0
-46.096,-6.1466,430.66,0.44372,61,3.6073,0.014501,10.767,-0.026896,12,0
-43.304,-6.1286,430.66,0.39951,90,0.37662,-0.061657,0,-0.075499,13.5,0
-45.342,-6.2699,430.66,0.29273,88,0.60937,-0.062002,96.899,-0.0049302,3.5,0
-42.085,-6.2526,624.46,0.38965,97,3.4184,0.085319,-10.767,0.099856,-6,0
-38.506,-6.0992,409.13,0.49244,76,4.2521,0.014627,-75.366,-0.078618,27.5,0
-33.581,-6.2233,473.73,0.23242,152,2.7357,-0.087294,-64.6,-0.057431,52,0
-33.034,-6.2738,279.93,0.37758,180,1.4706,-0.087448,-183.03,0.078814,22.5,0
-30.64,-6.3982,107.67,0.39005,197,1.1638,0.031109,-96.899,-0.036021,-19.5,0
-30.707,-6.2116,86.133,0.30553,141,-9.728,0.69462,839.79,0.42798,-78,0
-50.096,-5.009,1787.3,1.246,41,27.737,1.029,872.09,0.67825,-54,0
24.768,-4.1535,1830.3,1.662,33,58.946,0.51501,32.3,0.18314,-4,0
67.796,-3.979,1851.9,1.6123,33,34.124,-0.24336,0,-0.2169,0.5,1
93.017,-4.6402,1830.3,1.2282,34,35.762,-0.43922,1679.6,-0.21721,27,1
139.32,-4.8574,5211,1.1779,87,42.075,0.016158,1679.6,0.17902,30.5,1
177.17,-4.6079,5189.5,1.5863,95,61.415,0.11477,10.767,0.072446,-4,1
262.15,-4.6279,5232.6,1.3228,79,115.57,0.088555,-1701.1,-0.13691,-28,1
408.3,-4.4308,1787.3,1.3124,39,240.6,-0.092725,-1701.1,-0.022241,-23,1
743.36,-4.8133,1830.3,1.2783,33,210.95,-0.18249,10.767,0.009413,-3,1
830.2,-4.7958,1808.8,1.3313,33,177.11,0.20822,0,0.017935,0.5,1
1097.6,-4.3969,1830.3,1.3141,34,293.08,0.26828,32.3,0.0062874,2,1
1416.4,-4.2592,1873.4,1.3438,37,261,0.087592,32.3,0.10612,0,1
1619.6,-4.2217,1894.9,1.5264,34,78.867,0.072255,21.533,0.11408,-1.5,1
1574.1,-4.1147,1916.5,1.572,34,128.25,0.094892,10.767,0.026143,0.5,1
1876.1,-4.0319,1916.5,1.5787,35,235.03,-0.14229,21.533,0.045288,0.5,1
2044.2,-4.3993,1959.5,1.6626,35,132.31,-0.26301,32.3,0.049797,0.5,1
2140.7,-4.5579,1981.1,1.6783,36,-205.99,-0.24817,32.3,-0.12044,0.5,1
1632.2,-4.8956,2024.1,1.4217,36,-307.29,-0.17121,32.3,-0.21145,0.5,1
1526.1,-4.9003,2045.7,1.2554,37,189.25,0.075038,10.767,-0.054377,0.5,1
2010.7,-4.7456,2045.7,1.313,37,164.97,0.080141,10.767,-0.022793,2,1
1856,-4.74,2067.2,1.2098,41,-113.28,0.027598,10.767,-0.04151,37.5,1
1784.1,-4.6904,2067.2,1.2299,112,-66.953,0.02986,10.767,0.062953,20,1
1722.1,-4.6803,2088.7,1.3357,81,-17.278,0.070216,21.533,0.10335,-2.5,1
1749.6,-4.5499,2110.3,1.4366,107,-132.01,0.023045,10.767,0.043537,17,1
1458.1,-4.6342,2110.3,1.4228,115,-109.09,-0.045895,0,0.079438,4,1
1531.4,-4.6417,2110.3,1.5955,115,-36.484,-0.037498,2099.5,0.084784,0,1
1385.1,-4.7092,6309.2,1.5923,115,-1.8458,-0.0099468,2099.5,-0.024836,0,1
1527.7,-4.6616,6309.2,1.5458,115,212.06,0.021892,0,-0.038088,0,1
1809.2,-4.6654,6309.2,1.5162,115,129.55,-0.01876,0,-0.018614,0,1
1786.8,-4.6991,6309.2,1.5086,115,-40.885,-0.039292,-10.767,0.034146,0,1
1727.5,-4.744,6287.7,1.5844,115,-137.23,-0.033627,-10.767,0.064107,0,1
1512.3,-4.7664,6287.7,1.6368,115,-36.901,0.010749,-2088.7,-0.014713,-0.5,1
1653.7,-4.7225,2110.3,1.555,114,385.28,0.094134,-2099.5,-0.064042,-0.5,1
2282.9,-4.5781,2088.7,1.5088,114,351.02,-0.0031279,-10.767,-0.016201,0,1
2355.7,-4.7288,2088.7,1.5226,114,80.357,-0.11476,0,0.015038,-1.5,1
2443.6,-4.8076,2088.7,1.5388,111,67.751,0.067465,0,-0.011775,-11,1
2491.2,-4.5939,2088.7,1.4991,92,137.41,0.033697,-10.767,-0.082404,-12,1
2718.4,-4.7402,2067.2,1.374,87,-121.26,-0.043475,-21.533,-0.077542,-27,1
2248.7,-4.6808,2045.7,1.344,38,-164.39,0.01322,-21.533,0.034068,-18,1
2389.6,-4.7138,2024.1,1.4422,51,71.13,-0.018897,0,-0.00025778,-0.5,1
2391,-4.7186,2045.7,1.3435,37,98.177,0.073504,10.767,-0.0024583,0,1
2586,-4.5668,2045.7,1.4372,51,-49.532,0.068018,0,0.062836,30,1
2291.9,-4.5826,2045.7,1.4691,97,-166.54,-0.011619,10.767,-0.030334,10,1
2252.9,-4.59,2067.2,1.3766,71,-22.389,-0.018172,10.767,-0.0078429,7.5,1
2247.1,-4.6189,2067.2,1.4535,112,-121.42,-0.015755,10.767,0.0643,21,1
2010.1,-4.6215,2088.7,1.5052,113,79.682,0.0050634,10.767,0.050488,0.5,1
2406.5,-4.6088,2088.7,1.5544,113,263.45,-0.00055838,-10.767,-0.053592,-19,1
2537,-4.6227,2067.2,1.398,75,-177.87,-0.10928,-21.533,-0.11291,-33.5,1
2050.7,-4.8273,2045.7,1.3286,46,-130.66,-0.041817,-10.767,0.052582,-19,1
2275.7,-4.7063,2045.7,1.5032,37,-179.91,0.025208,10.767,0.12568,-4.5,1
1690.9,-4.7769,2067.2,1.58,37,-531.21,-0.071018,10.767,0.070439,0.5,1
1213.2,-4.8483,2067.2,1.644,38,-224.05,-0.096942,0,0.029689,0,1
1242.8,-4.9708,2067.2,1.6393,37,-129.19,-0.13841,0,-0.035251,-0.5,1
954.86,-5.1251,2067.2,1.5735,37,-148.42,0.0019872,-10.767,0.014138,0,1
945.97,-4.9668,2045.7,1.6676,37,332.83,0.19198,-32.3,-0.047885,-0.5,1
1620.5,-4.7412,2002.6,1.4778,36,748.5,-0.063498,-64.6,-0.22758,-1,1
2443,-5.0938,1916.5,1.2125,35,-71.605,-0.41071,-215.33,-0.46627,6,1
1477.3,-5.5626,1571.9,0.54521,48,-1080.2,-0.331,-301.46,-0.24821,6.5,1
282.59,-5.7558,1313.5,0.71605,48,-762.62,-0.15642,183.03,-0.06742,6.5,1
-47.939,-5.8754,1938,0.41037,61,-188.36,-0.071616,118.43,-0.16936,13.5,1
-94.132,-5.8991,1550.4,0.37734,75,39.136,0.086083,-646,0.12748,-14.5,1
30.334,-5.7033,646,0.66534,32,612.06,0.26643,-419.9,0.35364,-24,1
1130,-5.3662,710.6,1.0846,27,1083.7,0.12632,32.3,-0.062799,15,1
2197.8,-5.4506,710.6,0.53974,62,1225.3,-0.0014814,258.4,0.0036559,4.5,1
3580.7,-5.3692,1227.4,1.0919,36,502.48,0.16696,247.63,0.37688,-20,1
3202.8,-5.1167,1205.9,1.2935,22,-381.78,0.16673,-21.533,0.093927,-7,1
2817.1,-5.0357,1184.3,1.2798,22,-77.601,0.11997,-21.533,0.018595,-0.5,1
3047.6,-4.8768,1162.8,1.3307,21,21.494,0.051872,-32.3,0.018856,-0.5,1
2860.1,-4.932,1119.7,1.3175,21,-217.17,-0.018566,-32.3,-0.065218,2.5,1
2613.2,-4.9139,1098.2,1.2003,26,-428.67,-0.039812,-10.767,-0.077134,13,1
2002.8,-5.0116,1098.2,1.1632,47,-456.72,-0.0051739,-10.767,-0.057488,9.5,1
1699.8,-4.9243,1076.7,1.0853,45,-246.23,0.06093,0,0.012664,8.5,1
1510.3,-4.8897,1098.2,1.1885,64,-255.55,0.0047831,0,0.011745,11.5,1
1188.7,-4.9147,1076.7,1.1088,68,-181.03,0.041569,-10.767,0.010578,-4,1
1148.3,-4.8066,1076.7,1.2097,56,2.2903,0.045946,10.767,0.062102,-9.5,1
1193.3,-4.8228,1098.2,1.233,49,19.315,0.082239,10.767,0.050998,-2.5,1
1186.9,-4.6421,1098.2,1.3117,51,9.0085,0.088054,-10.767,0.05033,0,1
1211.3,-4.6467,1076.7,1.3336,49,15.754,0.029779,0,0.031474,-1,1
1218.4,-4.5826,1098.2,1.3747,49,-37.68,0.02277,10.767,0.004997,0,1
1135.9,-4.6012,1098.2,1.3436,49,-68.112,0.0095263,0,-0.022072,0,1
1082.2,-4.5635,1098.2,1.3305,49,-48.782,0.0093844,-10.767,-0.024754,0,1
1038.4,-4.5824,1076.7,1.2941,49,-27.323,0.030474,0,-0.013807,0,1
1027.5,-4.5026,1098.2,1.3029,49,-5.4782,0.0033745,10.767,0.014524,0,1
1027.4,-4.5756,1098.2,1.3232,49,33.794,-0.023517,0,0.023542,0,1
1095.1,-4.5496,1098.2,1.35,49,0.12733,0.0095262,-10.767,-0.004892,0,1
1027.7,-4.5566,1076.7,1.3134,49,-86.58,-0.018345,-10.767,-0.048007,0,1
921.95,-4.5863,1076.7,1.254,49,21.764,-0.088568,0,-0.049609,1,1
1071.2,-4.7337,1076.7,1.2142,51,130.63,-0.085534,0,0.0091651,0,1
1183.2,-4.7573,1076.7,1.2723,49,56.64,0.058997,0,0.054731,-1.5,1
1184.5,-4.6157,1076.7,1.3236,48,2.5794,0.1195,0,0.04772,0,1
1188.4,-4.5183,1076.7,1.3677,49,-24.003,0.010581,0,0.0015919,0.5,1
1136.5,-4.5946,1076.7,1.3268,49,-18.465,-0.012037,0,-0.019595,0,1
1151.4,-4.5424,1076.7,1.3285,49,-33.353,0.0087995,0,-0.02417,-0.5,1
1069.8,-4.577,1076.7,1.2785,48,-106.05,-0.045875,785.96,-0.046913,-0.5,1
939.34,-4.6342,2648.6,1.2347,48,-104.97,-0.071453,785.96,-0.029125,0,1
859.83,-4.7199,2648.6,1.2202,48,79.397,0.0472,-785.96,0.054476,0,1
1098.1,-4.5398,1076.7,1.3437,48,218.25,0.12479,-785.96,0.082332,0,1
1296.3,-4.4703,1076.7,1.3849,48,87.523,-0.012537,-10.767,0.014626,-6.5,1
1273.2,-4.5648,1055.1,1.3729,35,-144.97,-0.13046,-10.767,-0.088452,-0.5,1
1006.4,-4.7312,1055.1,1.208,47,-125.94,-0.06098,775.2,-0.060632,6,1
1021.3,-4.6868,2605.5,1.2517,47,39.742,0.087307,0,0.029446,0,1
1085.9,-4.5566,1055.1,1.2669,47,10.673,0.0019123,-775.2,-0.022146,0,1
1042.7,-4.683,1055.1,1.2074,47,-42.434,-0.083432,247.63,-0.017194,0,1
1001,-4.7235,1550.4,1.2325,47,-59.036,-0.043039,247.63,-0.0062369,-0.5,1
924.58,-4.7691,1550.4,1.1949,46,-73.641,-0.0072116,-258.4,-0.019106,-2,1
853.71,-4.7379,1033.6,1.1943,43,-33.087,0.054756,-258.4,-0.0033827,-3,1
858.4,-4.6595,1033.6,1.1881,40,74.765,0.074821,0,0.024411,-3,1
1003.2,-4.5883,1033.6,1.2431,37,107.39,0.079755,0,0.04324,-3.5,1
1073.2,-4.5,1033.6,1.2746,33,57.841,0.022243,0,0.017972,5,1
1118.9,-4.5438,1033.6,1.279,47,-1.9388,0.01256,0,0.010371,6.5,1
1069.3,-4.4749,1033.6,1.2953,46,-61.166,0.0119,0,0.0011711,-7,1
996.59,-4.52,1033.6,1.2814,33,-53.681,-0.046054,0,0.028701,-8,1
961.94,-4.567,1033.6,1.3527,30,-110.62,-0.042609,-10.767,0.0097755,4.5,1
775.35,-4.6052,1012.1,1.3009,42,-107.77,-0.047559,-10.767,-0.011946,5,1
746.41,-4.6621,1012.1,1.3289,40,98.283,0.032973,0,0.017551,-6.5,1
971.92,-4.5392,1012.1,1.336,29,101.33,0.044628,0,0.0094008,-9,1
949.08,-4.5729,1012.1,1.3477,22,-43.815,-0.050661,-10.767,0.028936,-4.5,1
884.29,-4.6406,990.53,1.3939,20,-61.99,-0.054459,-10.767,0.050936,-2,1
825.1,-4.6818,990.53,1.4495,18,-160.54,-0.094187,0,-0.018964,4,1
563.2,-4.8289,990.53,1.356,28,-279.93,-0.17385,-10.767,-0.16561,14.5,1
265.23,-5.0295,968.99,1.1183,47,-202.52,-0.15243,-247.63,-0.122,2,1
158.17,-5.1338,495.26,1.112,32,20.527,0.087788,0,0.069473,-11,1
306.29,-4.8539,968.99,1.2573,25,24.935,0.04692,236.87,0.025151,-2.5,1
208.04,-5.04,968.99,1.1623,27,-7.0958,-0.0039547,0,-0.02304,-1.5,1
292.1,-4.8618,968.99,1.2112,22,-12.334,-0.0047188,-236.87,-0.016529,-0.5,1
183.37,-5.0494,495.26,1.1292,26,-94.08,-0.13717,-247.63,-0.06697,5.5,1
103.94,-5.1362,473.73,1.0772,33,-69.608,-0.07038,-10.767,-0.059214,14,1
44.154,-5.1902,473.73,1.0108,54,-18.209,-0.020029,0,-0.035816,10,1
67.517,-5.1762,473.73,1.0056,53,41.506,0.039543,236.87,0.12383,-5.5,1
127.17,-5.1111,947.46,1.2585,43,17.116,0.025878,226.1,0.15061,-2.5,1
101.75,-5.1245,925.93,1.3068,48,-27.613,0.038491,850.56,-0.022947,2.5,1
71.94,-5.0341,2648.6,1.2126,48,-13.572,0.082384,-236.87,-0.031052,0,1
74.605,-4.9597,452.2,1.2447,48,-56.016,-0.086833,-1098.2,-0.050752,-7,1
-40.092,-5.2078,452.2,1.1111,34,-68.511,-0.19847,10.767,-0.12053,-12.5,1
-62.417,-5.3566,473.73,1.0037,23,-6.7087,-0.0075149,32.3,-0.28345,-3,1
-53.509,-5.2228,516.8,0.54416,28,5.9866,0.1599,86.133,-0.050791,-1.5,1
-50.443,-5.0368,646,0.90207,20,1.7878,0.13196,64.6,0.40772,-8.5,1
-49.934,-4.9589,646,1.3596,11,-0.93836,0.033662,-21.533,0.1035,-4.5,1
-52.32,-4.9695,602.93,1.1091,11,-1.2585,-0.00053931,-21.533,-0.091834,0,1
-52.451,-4.9599,602.93,1.1759,11,-6.8144,-0.20836,150.73,-0.13543,3.5,1
-65.949,-5.3862,904.39,0.8382,18,-4.6045,-0.30453,172.27,-0.15078,5.5,1
-61.66,-5.569,947.46,0.87439,22,4.1224,-0.15147,0,-0.10459,3.5,0
-57.704,-5.6892,904.39,0.62903,25,4.6724,-0.020393,-21.533,-0.10252,-1.5,0
-52.315,-5.6098,904.39,0.66934,19,4.5189,0.10572,10.767,0.19411,-1.5,0
-48.666,-5.4777,925.93,1.0172,22,1.941,-0.043468,10.767,0.13345,3.5,0
-48.433,-5.6967,925.93,0.93625,26,2.0934,-0.056529,0,0.059059,0,0
-44.479,-5.5908,925.93,1.1354,22,3.8404,0.0039152,21.533,0.095997,-3.5,0
-40.752,-5.6889,968.99,1.1282,19,2.5833,-0.045277,0,-0.01387,1.5,0
-39.313,-5.6813,925.93,1.1076,25,0.076546,-0.072089,-21.533,-0.20276,6,0
-40.599,-5.8331,925.93,0.72273,31,0.45312,-0.025753,0,-0.23608,9,0
-38.407,-5.7328,925.93,0.63547,43,2.7423,-0.080282,-409.13,-0.1672,5.5,0
-35.114,-5.9936,107.67,0.38833,42,2.3116,-0.1737,-409.13,-0.14322,21.5,0
-33.783,-6.0803,107.67,0.34904,86,0.043654,-0.058793,75.366,-0.030664,35,0
-35.027,-6.1112,258.4,0.327,112,-0.47372,-0.052992,301.46,0.011576,-17,0
-34.731,-6.1862,710.6,0.37219,52,-3.7856,0.6336,236.87,0.53815,-49.5,0
-42.598,-4.844,732.13,1.4033,13,6.5471,0.87272,0,0.63144,-20,1
-21.637,-4.4408,710.6,1.6351,12,17.143,0.29952,-10.767,0.14311,-0.5,1
-8.3124,-4.245,710.6,1.6895,12,6.551,0.11305,10.767,0.012206,0.5,1
-8.5347,-4.2147,732.13,1.6595,13,-3.4051,-0.058096,10.767,-0.028441,0.5,1
-15.123,-4.3612,732.13,1.6326,13,0.4602,-0.056691,10.767,-0.025366,0,1
-7.6143,-4.3281,753.66,1.6087,13,15.685,0.15267,10.767,-0.01258,0,1
16.248,-4.0558,753.66,1.6075,13,13.878,0.13978,0,-0.017648,0,1
20.142,-4.0485,753.66,1.5735,13,2.3378,0.0079389,0,-0.01491,0,1
20.924,-4.04,753.66,1.5777,13,-0.41436,0.019047,0,-0.0039271,1,1
19.313,-4.0104,753.66,1.5656,15,-6.8689,-0.059632,0,-0.02296,1.5,1
7.186,-4.1592,753.66,1.5317,16,-5.7099,-0.096165,0,0.015789,-0.5,1
7.8936,-4.2028,753.66,1.5972,14,3.5602,0.012574,0,0.053813,-1.5,1
14.306,-4.1341,753.66,1.6394,13,3.1829,0.033124,10.767,-0.0016492,-0.5,1
14.259,-4.1365,775.2,1.5939,13,-3.843,-0.064693,10.767,-0.022203,0,1
6.6206,-4.2635,775.2,1.595,13,-1.1244,-0.062068,0,0.016088,0.5,1
12.011,-4.2606,775.2,1.6261,14,13.857,0.094933,0,0.047979,0.5,1
34.334,-4.0736,775.2,1.6909,14,5.813,0.056976,0,0.014487,-0.5,1
23.636,-4.1467,775.2,1.655,13,-10.46,-0.067993,0,-0.01957,-0.5,1
13.414,-4.2096,775.2,1.6518,13,-6.0229,-0.01147,0,0.0088777,0,1
11.591,-4.1696,775.2,1.6728,13,-9.6036,-0.07127,0,0.0032758,0,1
-5.7931,-4.3521,775.2,1.6583,13,-13.339,-0.14851,0,-0.0295,0,1
-15.087,-4.4666,775.2,1.6138,13,-5.2911,-0.060814,0,-0.04861,0.5,1
-16.375,-4.4738,775.2,1.5611,14,0.89187,-0.0090911,0,-0.015333,0.5,1
-13.303,-4.4848,775.2,1.5831,14,5.9287,0.051216,0,0.0154,0,1
-4.518,-4.3713,775.2,1.5919,14,7.7509,0.067017,0,0.013784,0,1
2.1987,-4.3508,775.2,1.6107,14,2.6565,-0.0070225,0,0.0004423,0,1
0.79506,-4.3854,775.2,1.5928,14,-1.282,-0.045669,0,-0.010399,0,1
-0.36538,-4.4421,775.2,1.5899,14,0.12094,0.029262,0,0.0053135,-0.5,1
1.037,-4.3268,775.2,1.6034,13,-6.4463,0.0075211,0,-0.0028898,-0.5,1
-13.258,-4.4271,775.2,1.5841,13,-23.984,-0.30216,-10.767,-0.053715,0,1
-46.931,-4.9312,753.66,1.496,13,-22.648,-0.34008,10.767,-0.12006,1,1
-58.554,-5.1073,796.73,1.344,15,4.3059,0.11414,21.533,-0.024677,0.5,1
-38.319,-4.7029,796.73,1.4466,14,4.6388,0.080175,0,0.031956,1,1
-49.276,-4.9469,796.73,1.4079,17,-3.7138,-0.28495,-21.533,-0.12355,-0.5,1
-45.747,-5.2728,753.66,1.1995,13,3.7305,-0.24476,-10.767,-0.095628,1,1
-41.815,-5.4364,775.2,1.2166,19,4.0123,-0.34596,21.533,-0.26067,5.5,1
-37.722,-5.9647,796.73,0.6782,24,1.3841,-0.14594,0,-0.026081,-1,1
-39.047,-5.7283,775.2,1.1645,17,-8.3134,0.15093,-10.767,-0.13123,-5.5,1
-54.349,-5.6629,775.2,0.41573,13,-20.503,0.01773,-10.767,-0.41264,1,1
-80.053,-5.6928,753.66,0.3392,19,-15.554,-0.026191,0,-0.050474,7.5,1
-85.456,-5.7152,775.2,0.31478,28,-9.9398,-0.092159,-10.767,-0.017653,9.5,1
-99.932,-5.8772,732.13,0.3039,38,-16.628,-0.032893,107.67,0.038704,22.5,1
-118.71,-5.781,990.53,0.39219,73,42.723,-0.018309,118.43,-0.0027377,19.5,1
-14.487,-5.9138,968.99,0.29842,77,370.2,0.0059534,-86.133,0.047398,-7,1
621.7,-5.7691,818.26,0.48699,59,1059.6,0.14292,-64.6,0.42616,-28,1
2104.7,-5.6279,839.79,1.1507,21,1198.6,0.095854,10.767,0.42555,-22,1
3018.9,-5.5774,839.79,1.3381,15,459.26,0.043617,-10.767,0.068543,-2.5,1
3023.3,-5.5407,818.26,1.2878,16,-414.79,-0.026884,-32.3,-0.099013,0.5,1
2189.3,-5.6312,775.2,1.1401,16,234.08,0.042904,-32.3,0.088942,-1.5,1
3491.4,-5.4549,753.66,1.4657,13,475.9,0.14947,-21.533,0.13309,-2,1
3141.1,-5.3322,732.13,1.4062,12,-643.56,-0.015472,-43.066,-0.11606,0,1
2204.3,-5.4858,667.53,1.2336,13,-696.95,-0.12346,-64.6,-0.34368,5.5,1
1747.2,-5.5791,602.93,0.71888,23,-613.21,-0.04449,-53.833,-0.38359,12.5,1
977.89,-5.5748,559.86,0.46641,38,-633.28,-0.025104,-64.6,-0.10041,6.5,1
480.66,-5.6294,473.73,0.51806,36,-450.72,-0.058748,-75.366,0.16013,-2,1
76.445,-5.6923,409.13,0.78667,34,-304.27,-0.20022,-53.833,0.063622,12.5,1
-127.88,-6.0298,366.06,0.64531,61,-113.84,-0.1676,193.8,-0.2098,18,1
-151.23,-6.0275,796.73,0.36706,70,-7.3943,0.031052,193.8,-0.065621,-4.5,1
-142.67,-5.9677,753.66,0.51406,52,13.529,0.067977,-10.767,0.082889,-13,1
-124.17,-5.8916,775.2,0.53283,44,13.004,0.064977,0,-0.034389,-3.5,1
-116.66,-5.8377,753.66,0.44528,45,-1.67,-0.045975,0,-0.017842,6.5,0
-127.51,-5.9835,775.2,0.49715,57,-2.8261,-0.089727,21.533,-0.057829,22.5,0
-122.31,-6.0172,796.73,0.32963,90,-1.2565,-0.075114,150.73,-0.091942,16,0
-130.03,-6.1338,1076.7,0.31327,89,-3.402,-0.040226,21.533,-0.0049022,-5.5,0
-129.12,-6.0976,839.79,0.31982,79,-0.29397,-0.017333,-193.8,0.020905,-1.5,0
-130.62,-6.1684,689.06,0.35508,86,-1.185,-0.048017,-21.533,0.0036315,4.5,0
-131.49,-6.1937,796.73,0.32708,88,-0.1744,-0.041781,43.066,-0.022686,3,0
-130.96,-6.252,775.2,0.3097,92,-1.0851,0.0092184,2142.6,0.013805,5,0
-133.66,-6.1752,5081.8,0.35469,98,2.6386,0.01562,2164.1,0.009026,1.5,0
-125.69,-6.2207,5103.4,0.32776,95,8.8358,0.022772,-785.96,0.035974,-4.5,0
-115.99,-6.1297,3509.9,0.42664,89,14.817,0.085386,-1292,0.023495,-14,0
-96.054,-6.05,2519.4,0.37475,67,17.519,-0.0037832,-32.3,-0.072219,-12,0
-80.948,-6.1373,3445.3,0.2822,65,15.223,-0.0021711,-915.16,0.042907,6.5,0
-65.607,-6.0543,689.06,0.46056,80,14.143,0.0552,-1335.1,0.16845,-0.5,0
-52.662,-6.0269,775.2,0.6191,64,11.129,-0.02488,75.366,-0.063749,-16,0
-43.349,-6.1041,839.79,0.33306,48,6.8087,-0.054491,-10.767,-0.13216,3,0
-39.044,-6.1359,753.66,0.35478,70,3.748,0.061317,-86.133,0.028997,5.5,0
-35.853,-5.9814,667.53,0.39106,59,2.6185,0.066138,0,0.0037393,9,0
-33.807,-6.0036,753.66,0.36226,88,0.77698,0.016724,53.833,0.14359,28.5,0
-34.299,-5.948,775.2,0.67824,116,1.8847,-0.062553,21.533,0.12832,-24,0
-30.038,-6.1287,796.73,0.6189,40,-0.36836,-0.046769,-53.833,-0.17011,-21.5,0
-35.036,-6.0415,667.53,0.33801,73,-10.079,-0.012699,-53.833,-0.17713,22.5,0
-50.195,-6.1541,689.06,0.26464,85,-19.046,-0.10479,1959.5,-0.0076456,7.5,0
-73.128,-6.2511,4586.6,0.32272,88,-16.69,-0.090782,2153.3,-0.0063509,19,0
-83.574,-6.3356,4995.7,0.25194,123,0.46299,-0.042308,269.17,0.013426,25.5,0
-72.202,-6.3357,5124.9,0.34957,139,19.072,-0.0065966,-2368.7,0.0573,14,0
-45.431,-6.3488,258.4,0.36654,151,12.467,-0.05467,-2508.6,-0.056183,25.5,0
-47.269,-6.4451,107.67,0.23721,190,-15.846,0.49338,193.8,0.19358,-55.5,0
-77.123,-5.3621,646,0.7537,40,55.177,0.60214,419.9,0.43371,-86.5,1
63.085,-5.2408,947.46,1.1046,17,60.739,-0.095559,-32.3,0.061201,3.5,1
44.356,-5.5532,581.4,0.8761,47,24.261,-0.13452,86.133,-0.12465,10,1
111.61,-5.5098,1119.7,0.85532,37,265.87,0.21236,236.87,0.20039,-12.5,1
576.09,-5.1285,1055.1,1.2769,22,633.09,0.41405,-32.3,0.26742,-7.5,1
1377.8,-4.6817,1055.1,1.3902,22,1057.5,0.31907,0,0.09476,2.5,1
2691.1,-4.4903,1055.1,1.4664,27,1245.7,0.01957,10.767,0.0010287,0,1
3869.2,-4.6426,1076.7,1.3922,22,880.03,-0.11778,21.533,0.0023182,-3.5,1
4451.1,-4.7259,1098.2,1.471,20,365.43,-0.071745,10.767,0.016742,2.5,1
4600,-4.7861,1098.2,1.4257,27,-26.816,-0.10398,10.767,-0.11731,8,1
4397.5,-4.9339,1119.7,1.2364,36,-54.993,-0.10758,10.767,-0.11368,14,1
4490,-5.0012,1119.7,1.1983,55,291.48,-0.021422,0,0.0096029,17.5,1
4980.5,-4.9767,1119.7,1.2556,71,171.03,-0.024498,10.767,-0.023197,15.5,1
4832.1,-5.0502,1141.3,1.152,86,330.86,-0.0052176,10.767,-0.0093453,7,1
5642.2,-4.9871,1141.3,1.2369,85,594.12,0.021977,0,0.064207,1,1
6020.3,-5.0063,1141.3,1.2804,88,-132.65,-0.034074,10.767,-0.037324,9.5,1
5376.9,-5.0553,1162.8,1.1623,104,-329,-0.08698,10.767,-0.069632,8,1
5362.3,-5.1802,1162.8,1.1411,104,93.132,0.028474,0,0.050472,0,1
5563.1,-4.9983,1162.8,1.2632,104,127.8,0.050043,0,0.049154,5,1
5617.9,-5.0802,1162.8,1.2394,114,234.42,-0.046602,0,0.0080641,4,1
6032,-5.0915,1162.8,1.2794,112,-35.777,0.027713,0,0.0014333,0.5,1
