@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE class	{0,1}

@DATA
21.649,5.1883,581.4,0.18056,20,0
20.873,5.1895,667.53,0.043623,24,0
19.313,5.0343,689.06,0.40062,10,0
16.392,5.194,710.6,0.42575,6,0
20.32,5.1937,581.4,0.16251,14,0
34.747,5.5377,602.93,0.20084,17,0
51.212,5.6685,4500.4,0.25892,17,0
53.206,5.6437,4888,0.17262,23,0
42.828,5.5637,5017.2,0.28577,20,0
25.619,5.5011,150.73,0.19138,32,0
23.47,5.5299,0,0.14882,39,0
43.248,4.8107,538.33,0.6899,4,1
113.26,4.9328,839.79,1.0408,3,1
114.66,5.1817,473.73,0.6754,8,1
185.59,5.1534,1012.1,1.0087,5,1
662.31,4.7734,947.46,1.4425,6,1
1470.6,4.3739,947.46,1.5082,6,1
2787.9,4.2413,947.46,1.5569,7,1
3985.4,4.3563,968.99,1.5277,6,1
4581.3,4.3706,990.53,1.5708,4,1
4729,4.4402,990.53,1.5267,6,1
4529.8,4.5681,1012.1,1.3508,13,1
4622.1,4.5978,1012.1,1.3053,14,1
5106.9,4.5325,1012.1,1.2962,14,1
4956.5,4.5525,1033.6,1.2308,19,1
5755.2,4.4838,1033.6,1.2936,19,1
6117.3,4.4375,1033.6,1.3251,19,1
5459.8,4.4914,1055.1,1.2126,22,1
5475.9,4.5593,1055.1,1.201,22,1
5684.2,4.4204,1055.1,1.2506,22,1
5743.6,4.5191,1055.1,1.2866,24,1
6120.1,4.4687,1055.1,1.302,24,1
5696.3,4.4548,1055.1,1.2618,24,1
5496.3,4.3997,1055.1,1.2659,22,1
5585.5,4.3715,1055.1,1.3043,17,1
5605.6,4.4232,1055.1,1.3258,17,1
5964.5,4.4286,1055.1,1.3637,19,1
5759.7,4.3083,1055.1,1.3939,22,1
5436.5,4.3302,1055.1,1.3878,17,1
5332,4.2912,1055.1,1.3898,18,1
5578.5,4.344,1076.7,1.3652,19,1
5996.9,4.2772,1076.7,1.3884,24,1
6020.5,4.2551,1076.7,1.3921,24,1
6363.6,4.2414,1076.7,1.399,24,1
6142.8,4.3003,1076.7,1.4296,24,1
6422,4.2054,1076.7,1.4908,24,1
6620.1,4.2142,1076.7,1.4929,24,1
6157,4.2692,1076.7,1.4763,19,1
5887.3,4.3147,1098.2,1.3841,24,1
5848.7,4.4036,1098.2,1.3376,10,1
5545.4,4.538,1119.7,1.2407,24,1
6329.2,4.4777,1119.7,1.3202,19,1
6380,4.6212,1141.3,1.2471,8,1
5850,4.7058,1162.8,1.239,12,1
5978.5,4.6612,1162.8,1.3386,9,1
5546,4.5823,1184.3,1.4007,5,1
4957.5,4.534,1184.3,1.4085,5,1
4540.5,4.6052,1184.3,1.3982,7,1
4155.7,4.6432,1205.9,1.3019,19,1
3694.9,4.8272,1227.4,1.2107,20,1
4627.7,4.5347,1227.4,1.4904,8,1
3547,4.5818,1248.9,1.3402,14,1
3747.2,4.6539,1227.4,1.3864,10,1
3846.2,4.9045,1205.9,1.1812,8,1
2966.1,5.0643,1184.3,0.9838,8,1
2338.1,5.2684,1098.2,1.0464,4,1
681.51,5.2518,1205.9,0.84802,6,1
310,5.237,1184.3,1.0882,5,1
992.65,5.1804,538.33,0.52769,6,1
2661.6,5.0743,925.93,0.75041,4,1
3530.2,5.0978,947.46,0.84251,4,1
3083.6,5.1352,1055.1,0.85924,5,1
3957,4.8382,1012.1,1.4642,4,1
3902.7,4.4217,1012.1,1.6814,4,1
3080.5,4.289,990.53,1.6709,4,1
2528.8,4.6858,968.99,1.512,4,1
2642.5,4.7324,925.93,1.5007,4,1
2633.7,4.5527,904.39,1.5165,4,1
2394,4.4432,904.39,1.6029,4,1
2036.6,4.4432,904.39,1.5996,3,1
2012.4,4.5279,904.39,1.5556,3,1
1994.1,4.4049,904.39,1.5456,3,1
1967.6,4.3465,904.39,1.5591,3,1
1848.4,4.3437,904.39,1.5592,5,1
1715.9,4.3319,904.39,1.5473,4,1
1702.3,4.3676,904.39,1.5559,4,1
1594.7,4.3086,904.39,1.5393,5,1
1503.6,4.2444,925.93,1.5499,5,1
1728.7,4.2688,925.93,1.5592,5,1
2059.7,4.1824,925.93,1.5704,5,1
2248.7,4.1821,925.93,1.5944,5,1
1837.3,4.2073,925.93,1.5521,5,1
1757.2,4.2467,925.93,1.5158,5,1
1879.5,4.1559,925.93,1.5581,5,1
1934.1,4.1067,925.93,1.5947,5,1
1862.2,4.108,925.93,1.5874,5,1
1755.6,4.1117,925.93,1.5557,5,1
1669,4.1717,925.93,1.5208,5,1
1643.5,4.1468,925.93,1.5262,5,1
1644.7,4.1601,925.93,1.5354,5,1
1607,4.0674,925.93,1.5441,4,1
1670.7,4.1277,925.93,1.5324,5,1
1772.2,4.1072,925.93,1.5222,4,1
1814.5,4.1859,925.93,1.548,3,1
1353.3,4.1939,904.39,1.5504,3,1
1226.1,4.3975,904.39,1.5434,3,1
1316.3,4.273,904.39,1.5435,3,1
1378.3,4.3367,904.39,1.5666,3,1
1246.9,4.3677,882.86,1.5322,3,1
1196.4,4.2611,882.86,1.5659,3,1
807.4,4.4775,882.86,1.3985,4,1
521.09,4.5173,861.33,1.2382,9,1
272.71,4.7081,839.79,1.1873,3,1
403.03,4.5111,861.33,1.303,3,1
226.8,4.5916,839.79,1.1152,3,1
192.94,4.5196,387.6,1.0883,5,1
58.654,4.6793,387.6,1.1095,5,1
32.942,4.8156,366.06,1.2087,7,1
37.588,4.8884,387.6,1.031,5,1
173.37,4.4678,882.86,1.4543,3,1
99.798,4.6013,904.39,1.4272,3,1
144.7,4.3421,882.86,1.5583,3,1
111.97,4.3751,904.39,1.5407,3,1
48.678,4.5906,904.39,1.367,3,1
28.644,4.8721,904.39,0.54278,2,1
32.536,4.5717,710.6,1.3612,3,1
62.122,4.0614,710.6,1.5396,4,1
61.13,4.0523,710.6,1.4921,4,1
56.466,4.0877,710.6,1.5048,4,1
61.481,3.9662,732.13,1.5493,3,1
81.188,3.8047,732.13,1.6019,3,1
72.861,3.7644,732.13,1.6146,3,1
53.737,3.7953,732.13,1.6209,3,1
65.204,3.635,732.13,1.6392,4,1
66.511,3.6706,710.6,1.6144,4,1
68.155,3.5944,710.6,1.6137,4,1
81.373,3.4997,710.6,1.6322,4,1
92.777,3.5372,732.13,1.6238,3,1
90.78,3.5058,732.13,1.6242,3,1
73.531,3.5558,732.13,1.6602,3,1
61.204,3.58,732.13,1.6584,3,1
66.298,3.6442,732.13,1.5959,4,1
63.846,3.7123,710.6,1.4907,3,1
86.944,3.6401,710.6,1.496,3,1
140.1,3.4467,710.6,1.5567,3,1
112.16,3.4939,689.06,1.5035,3,1
167.83,3.214,689.06,1.6078,3,1
155.89,3.3221,689.06,1.5841,3,1
132.67,3.311,689.06,1.5556,3,1
138.32,3.3075,689.06,1.5143,3,1
149.57,3.3021,667.53,1.5474,3,1
123.28,3.4059,667.53,1.6099,3,1
23.519,4.1343,624.46,1.3367,3,1
32.136,4.1075,602.93,1.4206,3,1
6.9023,4.4217,559.86,1.1896,3,1
25.931,4.4853,516.8,1.037,3,1
26.749,4.3995,538.33,1.2081,3,1
32.134,4.5665,602.93,0.73175,3,1
28.635,4.6048,516.8,0.69429,2,1
30.018,4.767,581.4,0.79243,5,1
40.911,4.9734,538.33,0.54418,3,1
46.213,5.1757,581.4,0.25355,5,1
61.218,5.35,559.86,0.25904,3,1
48.183,5.3155,667.53,0.49381,6,1
50.776,5.38,904.39,0.087276,8,1
44.846,5.3367,990.53,0.47863,11,1
63.752,5.424,990.53,0.28214,16,1
46.12,5.4568,882.86,0.29038,12,1
182.25,5.2902,710.6,0.89555,2,1
892.48,4.9327,689.06,1.2868,3,1
1292.3,4.7251,667.53,1.4692,3,1
1343.7,4.7568,646,1.3873,3,1
1331.5,4.749,624.46,1.5129,3,1
779.44,4.6036,602.93,1.3072,3,1
855.81,4.7024,559.86,1.2124,3,1
684.23,4.7056,516.8,1.0191,3,1
609.25,4.7335,473.73,0.91167,2,1
269.4,4.8732,387.6,0.65984,2,1
162.61,4.7534,344.53,1.0458,2,1
142.76,4.6287,323,0.99796,1,1
13.298,4.8449,279.93,0.86781,1,1
53.226,5.1852,559.86,0.31086,4,1
49.698,5.1059,301.46,0.28644,4,1
61.633,5.2517,559.86,0.57029,3,1
62.538,5.284,559.86,0.39029,5,0
62.435,5.3311,559.86,0.31007,7,0
64.167,5.3813,559.86,0.36671,11,0
63.993,5.4289,516.8,0.37683,11,0
63.46,5.5222,581.4,0.25191,11,0
0,5.0771,0,0,48,0
0.48012,4.9532,21.533,0.0016482,56,0
0.54565,5.0659,43.066,0.0079769,53,0
0,5.1955,0,0.12808,51,0
1.6,5.0429,21.533,0.041338,57,0
5.7658,5.3278,21.533,0.045869,28,0
13.904,5.3612,43.066,0.35654,15,0
20.968,5.3335,689.06,0.57476,9,0
26.183,5.4935,689.06,0.52559,12,0
20.1,5.5208,796.73,0.34387,16,0
14.135,5.6312,0,0.13142,28,0
8.9118,5.4816,43.066,0.090106,42,0
5.1857,5.4528,0,0.10819,43,0
5.7843,5.4681,43.066,0.018421,52,0
6.1103,5.2757,172.27,0.0081962,41,0
3.7514,5.3431,43.066,0.0066546,51,0
2.5789,5.493,21.533,0.012702,46,0
10.517,5.0365,1227.4,0.96931,5,0
0,3.9577,1270.5,1.5196,9,0
54.573,3.7191,1248.9,1.525,6,0
156.4,3.8437,1205.9,1.5562,4,1
403.6,3.7118,1162.8,1.6841,4,1
669,3.5822,1141.3,1.765,4,1
847.07,3.3141,1119.7,1.7891,4,1
993.1,3.1951,1098.2,1.784,4,1
1262.5,3.0217,1098.2,1.8238,4,1
1156.3,3.0364,1076.7,1.777,4,1
1485.2,3.1283,1098.2,1.8327,4,1
1777,4.4868,1098.2,1.7232,4,1
1576,4.1254,1098.2,1.6599,6,1
1653.9,4.1824,1076.7,1.651,6,1
1776.7,4.2293,1076.7,1.6749,6,1
1599.4,4.2826,1055.1,1.5961,6,1
1942.3,4.1744,1055.1,1.6471,6,1
1790.5,4.3068,1055.1,1.5591,6,1
1439.7,4.5192,1033.6,1.4753,10,1
1549.2,4.4303,1033.6,1.4993,10,1
1788.3,4.3692,1033.6,1.5504,6,1
1683.3,4.4122,1033.6,1.4988,10,1
1684.8,4.4622,1033.6,1.4577,9,1
1795.8,4.3308,1033.6,1.45,9,1
1725.1,4.441,1012.1,1.366,9,1
1485.4,4.5148,1012.1,1.3427,9,1
1627.4,4.3854,1012.1,1.4684,6,1
1688.2,4.3593,1012.1,1.4724,5,1
1907.3,4.308,1012.1,1.5221,5,1
1564.9,4.3413,990.53,1.4871,5,1
1403.6,4.3749,990.53,1.4706,5,1
1452.2,4.3582,990.53,1.4734,5,1
1516.6,4.3507,990.53,1.5173,5,1
1653.8,4.3304,990.53,1.5738,4,1
1568.4,4.2669,990.53,1.5277,3,1
1910.1,4.1868,990.53,1.5906,3,1
2000.2,4.089,990.53,1.6427,3,1
1968.9,4.0959,990.53,1.6625,3,1
1668.7,4.1283,968.99,1.647,3,1
1442.4,4.2119,968.99,1.6418,3,1
1332,4.2469,968.99,1.6158,3,1
1220.9,4.3058,968.99,1.5589,3,1
1033.5,4.3765,947.46,1.4205,13,1
837.72,4.4196,947.46,1.3486,14,1
1011.5,4.4149,947.46,1.5053,14,1
821.44,4.4348,947.46,1.4654,14,1
999.1,4.4028,947.46,1.5,7,1
1110.5,4.2894,947.46,1.5372,3,1
1034.1,4.3694,947.46,1.4724,3,1
1078.9,4.342,947.46,1.4717,3,1
1132,4.321,947.46,1.5054,3,1
1100.3,4.2801,947.46,1.5277,3,1
1124.6,4.2868,947.46,1.54,3,1
1217.5,4.2305,947.46,1.5817,3,1
1195.4,4.2124,947.46,1.6092,3,1
1170,4.0394,947.46,1.6182,3,1
1173.1,4.1367,947.46,1.6035,3,1
1163.5,4.1399,925.93,1.5961,3,1
1096.9,4.2214,925.93,1.5661,3,1
1020.5,4.2913,925.93,1.5376,3,1
819.47,4.3248,925.93,1.4909,3,1
627.45,4.5609,904.39,1.3961,3,1
672.79,4.5504,904.39,1.4461,3,1
478.15,4.6521,882.86,1.3635,10,1
415.83,4.7341,882.86,1.335,7,1
202.41,4.9272,473.73,0.97843,5,1
192.66,4.889,495.26,1.1867,2,1
167.44,4.6561,516.8,1.3523,2,1
156.47,4.6416,516.8,1.3432,2,1
169.61,4.504,495.26,1.3869,2,1
174.69,4.6714,495.26,1.3592,2,1
115.74,4.7957,473.73,1.2945,2,1
137.3,4.523,473.73,1.422,2,1
142.6,4.4656,473.73,1.4461,2,1
150.36,4.761,473.73,1.2597,4,1
210.59,4.6158,452.2,1.2379,9,1
232.91,4.6042,452.2,1.2175,7,1
306.29,4.5479,473.73,1.2983,6,1
322.71,4.6013,473.73,1.2922,14,1
334.89,4.4939,473.73,1.278,18,1
313.41,4.4981,473.73,1.2447,14,1
333.09,4.6186,473.73,1.2064,14,1
408.86,4.8249,473.73,1.061,10,1
501.4,4.8255,452.2,1.0379,11,1
522.02,4.8394,452.2,1.0587,10,1
515,5.0277,452.2,1.0244,9,1
422.47,4.7942,882.86,1.1501,11,1
392.43,4.6673,861.33,1.2346,16,1
378.09,4.5636,861.33,1.2433,13,1
400.86,4.7034,861.33,1.1867,17,1
348.91,4.6847,839.79,1.226,18,1
240.13,4.6465,839.79,1.2168,18,1
144.07,4.7388,430.66,1.169,18,1
84.206,4.6681,430.66,1.2976,5,1
57.098,4.7739,452.2,1.2923,3,1
75.21,4.7659,473.73,1.3949,2,1
59.977,4.3412,495.26,1.497,2,1
7.9198,4.3521,495.26,1.4605,2,1
47.029,4.8999,538.33,1.1747,2,0
43.68,4.9549,495.26,0.95133,3,0
36.819,4.9107,495.26,0.86404,2,0
35.145,5.1939,861.33,0.68228,7,0
31.848,5.2254,452.2,0.61109,6,0
32.451,5.2641,495.26,0.67324,8,0
31.478,5.1248,495.26,0.82573,9,0
34.281,5.3047,495.26,0.63163,25,0
41.474,5.261,602.93,0.44409,2,0
90.525,3.8744,710.6,1.5171,3,0
196.39,3.3515,732.13,1.6956,3,1
174.68,3.5311,753.66,1.6708,3,1
189.92,3.445,775.2,1.6907,3,1
226.27,3.5526,775.2,1.7087,3,1
194.14,3.6841,775.2,1.6326,3,1
275.9,3.6162,796.73,1.6995,3,1
303.49,3.5869,796.73,1.6788,3,1
312.5,3.55,796.73,1.6908,3,1
301.98,3.6211,796.73,1.6776,3,1
269.41,3.6587,796.73,1.6575,3,1
248.49,3.7751,796.73,1.6586,3,1
254.54,3.8385,796.73,1.6831,3,1
250.14,3.8662,796.73,1.6856,3,1
234.87,3.98,796.73,1.6659,3,1
239.78,4.05,796.73,1.6748,3,1
265.77,4.8165,796.73,1.2729,3,1
605.67,5.2855,839.79,0.88366,4,1
541.52,4.6617,861.33,1.2697,9,1
712.53,4.5836,861.33,1.3516,9,1
821.88,4.6237,861.33,1.3645,9,1
873.26,4.6314,861.33,1.3588,9,1
876.76,4.6646,861.33,1.3609,9,1
942.35,4.6109,861.33,1.3609,9,1
1061.8,4.6006,882.86,1.3728,10,1
1094,4.6028,882.86,1.3676,10,1
1189.6,4.604,882.86,1.3516,10,1
1337.3,4.5718,882.86,1.3976,10,1
1487,4.6024,904.39,1.396,10,1
1637.3,4.6032,904.39,1.3701,10,1
1664.4,4.4992,904.39,1.3918,10,1
1735.2,4.505,904.39,1.3837,11,1
1847.9,4.5178,904.39,1.3822,7,1
1814,4.524,904.39,1.3514,3,1
1795.3,4.5143,925.93,1.367,6,1
1693.4,4.4835,925.93,1.3428,9,1
1688.8,4.5474,904.39,1.3273,6,1
1661.8,4.5257,904.39,1.3378,10,1
1632.8,4.4983,904.39,1.3407,10,1
1490.8,4.5011,904.39,1.3439,10,1
1398.4,4.5534,904.39,1.3786,10,1
1355.7,4.5417,882.86,1.3415,11,1
1109.6,4.5229,882.86,1.3264,10,1
1030.8,4.6488,882.86,1.37,8,1
1019.1,4.587,882.86,1.3762,10,1
969.71,4.599,882.86,1.3584,10,1
789.73,4.6347,882.86,1.3439,11,1
782.72,4.5506,882.86,1.3553,10,1
733.15,4.5122,861.33,1.3674,10,1
747.36,4.5763,861.33,1.3513,10,1
718.11,4.4667,861.33,1.3608,11,1
711.61,4.5936,882.86,1.3442,8,1
762.84,4.4992,882.86,1.4047,4,1
844.02,4.4617,882.86,1.4204,7,1
891.2,4.468,882.86,1.4142,7,1
899.07,4.4698,882.86,1.3926,7,1
903.39,4.462,882.86,1.388,7,1
1019.4,4.421,904.39,1.4095,7,1
1098.2,4.4419,904.39,1.419,8,1
1097.2,4.4332,904.39,1.4243,11,1
1062.3,4.4411,904.39,1.4233,11,1
1097,4.4161,904.39,1.4479,11,1
1139,4.4415,904.39,1.4196,11,1
1216.9,4.4647,904.39,1.3953,8,1
1458.8,4.4643,904.39,1.4246,6,1
1444.5,4.4909,925.93,1.4273,6,1
1498.8,4.4247,925.93,1.4092,12,1
1565.3,4.397,925.93,1.4029,12,1
1602.4,4.3994,925.93,1.4195,15,1
1606.9,4.4009,925.93,1.4319,15,1
1657.3,4.419,925.93,1.4307,12,1
1655.8,4.4045,925.93,1.4419,4,1
1668.9,4.4478,925.93,1.449,4,1
1743.5,4.4648,925.93,1.4833,4,1
1712.9,4.3868,925.93,1.4724,11,1
1651.9,4.4167,925.93,1.437,7,1
1610.9,4.4877,925.93,1.4232,6,1
1780.5,4.4282,947.46,1.4069,10,1
2027.4,4.4485,925.93,1.397,11,1
2021.7,4.3573,925.93,1.4077,13,1
2118,4.38,925.93,1.4176,14,1
2121.5,4.3692,925.93,1.4167,10,1
2211,4.3678,947.46,1.4231,11,1
2185.8,4.4082,925.93,1.4058,13,1
2179.1,4.3902,925.93,1.4003,9,1
2084.6,4.3557,925.93,1.4128,5,1
2032.7,4.3975,925.93,1.4296,5,1
1947.2,4.3732,925.93,1.4352,4,1
1875.5,4.3484,925.93,1.4463,3,1
1878.5,4.3138,925.93,1.4483,4,1
1824.6,4.3481,925.93,1.4316,4,1
1848.1,4.3493,925.93,1.4251,5,1
1861.8,4.3946,925.93,1.4206,3,1
1818.4,4.3966,925.93,1.4221,3,1
1776.9,4.3827,925.93,1.4295,3,1
1793.6,4.3814,925.93,1.4388,3,1
1895.6,4.3526,947.46,1.4347,3,1
2002,4.4102,925.93,1.4349,4,1
2043.8,4.3909,925.93,1.4467,7,1
2059.6,4.4415,947.46,1.4455,4,1
2120.9,4.4179,947.46,1.4317,4,1
2066.3,4.4944,947.46,1.4486,4,1
1991.6,4.4821,947.46,1.4364,7,1
2070.7,4.523,947.46,1.4151,8,1
2191.7,4.5392,947.46,1.4188,8,1
2270.1,4.4699,947.46,1.4333,4,1
2314.1,4.4331,947.46,1.466,4,1
2289.3,4.4055,968.99,1.4696,8,1
2168.1,4.4135,968.99,1.4482,8,1
2202.6,4.4633,968.99,1.4384,8,1
2140.4,4.4542,968.99,1.4357,8,1
2219.6,4.4636,968.99,1.4658,8,1
2327,4.405,968.99,1.5042,8,1
2576.8,4.3976,968.99,1.5182,4,1
2844.6,4.3147,968.99,1.5631,4,1
3210.8,4.2522,968.99,1.6332,4,1
3204,4.2171,968.99,1.6534,4,1
3365.9,4.2121,990.53,1.6549,3,1
3186.8,4.1909,990.53,1.6518,3,1
3091.5,4.269,990.53,1.6652,3,1
2855.3,4.4456,990.53,1.6236,3,1
2457.8,4.5197,1012.1,1.5592,4,1
2689.5,4.5168,1012.1,1.5273,4,1
3091.1,4.3584,1012.1,1.6269,4,1
3065.3,4.3289,1012.1,1.6484,4,1
2726.8,4.3696,1012.1,1.5986,4,1
2938.4,4.2966,1012.1,1.6348,4,1
2673.7,4.4173,1033.6,1.5652,4,1
2509.6,4.4351,1012.1,1.5499,4,1
2651,4.5287,1012.1,1.575,4,1
2451.9,4.5105,1033.6,1.5702,4,1
2281.8,4.5605,1033.6,1.5574,4,1
2432,4.4247,624.46,1.2113,4,1
2385.9,4.3078,646,1.2263,4,1
2085.5,4.3579,646,1.1828,4,1
2233,4.1743,646,1.2322,4,1
2270.4,4.1415,646,1.2472,4,1
2154.8,4.1367,646,1.2302,4,1
2144.6,4.0872,646,1.24,4,1
2239.1,4.0436,646,1.2585,4,1
2439.6,4.057,646,1.2637,4,1
2359.1,4.1075,646,1.2334,4,1
2315.8,4.0831,646,1.231,4,1
2235.1,4.0156,646,1.2383,4,1
2121.7,4.0394,646,1.2389,4,1
2114.9,4.0144,646,1.2436,4,1
2121.7,4.0431,624.46,1.2694,4,1
2051.7,4.1184,624.46,1.2657,4,1
2106.1,4.2215,624.46,1.2789,4,1
2075.5,4.3602,602.93,1.2346,4,1
2219.6,4.3841,602.93,1.2457,4,1
1971.8,4.454,581.4,1.2017,4,1
2212.5,4.3296,581.4,1.2563,4,1
1885.9,4.4052,581.4,1.2182,4,1
1778.3,4.3616,581.4,1.226,4,1
1780.6,4.3201,581.4,1.2421,4,1
1591.2,4.3153,559.86,1.2462,3,1
1286.8,4.3252,559.86,1.2315,3,1
1128.3,4.286,559.86,1.2325,3,1
1167,4.1295,559.86,1.2743,3,1
1036.6,4.1276,559.86,1.2599,3,1
1015.4,4.1316,559.86,1.266,3,1
914.44,4.2626,559.86,1.236,3,1
1064.2,3.9971,559.86,1.2886,3,1
1099.7,3.8977,559.86,1.2937,3,1
1137,3.9246,559.86,1.3024,3,1
1053.1,4.0823,538.33,1.2862,3,1
936.44,4.2456,538.33,1.237,3,1
862.01,4.319,538.33,1.1778,3,1
730.38,4.2645,538.33,1.1546,3,1
652.14,4.3969,538.33,1.1141,3,1
516.15,4.332,538.33,1.0947,3,1
535.76,4.258,538.33,1.164,3,1
562.19,4.2598,538.33,1.1735,3,1
522.29,4.3013,516.8,1.1437,3,1
463.06,4.3232,516.8,1.0954,3,1
429.97,4.322,516.8,1.1199,3,1
446.81,4.1219,538.33,1.1849,3,1
400.15,4.0461,538.33,1.2068,3,1
440.57,3.8931,538.33,1.2719,3,1
498.98,3.8496,538.33,1.3022,3,1
464.15,3.9002,559.86,1.2663,3,1
228.46,4.1223,581.4,1.1194,4,1
269,3.9964,559.86,1.2333,3,1
235.03,4.0138,581.4,1.207,4,1
150.02,4.1506,581.4,1.1352,4,1
49.763,4.7584,602.93,0.69188,4,1
23.473,4.7891,387.6,0.30806,3,1
3.4053,4.7032,387.6,0.70042,3,1
0,4.5356,387.6,0.92211,3,1
15.846,4.2566,387.6,1.0897,3,1
2.8273,4.1863,366.06,1.0555,3,1
0,4.224,366.06,1.1236,3,1
17.889,3.9139,366.06,1.2838,3,1
0,4.1074,366.06,1.1508,3,1
4.8701,4.1027,366.06,1.19,3,1
3.8971,3.9786,366.06,1.175,3,1
0,4.0901,366.06,1.2632,3,1
0,3.9038,344.53,1.1869,3,1
24.293,3.5438,344.53,1.3323,3,1
15.462,4.0699,301.46,1.041,3,1
28.126,4.6072,344.53,0.43813,3,1
27.332,4.5412,344.53,0.67722,3,1
50.138,4.9554,559.86,0,4,1
112.53,5.0376,301.46,0.69976,4,1
554.92,4.9788,258.4,0.90006,3,1
900.17,4.6812,236.87,0.69275,3,1
906.47,4.6717,215.33,0.48942,3,1
1082.4,4.783,193.8,0.28642,3,1
1125.2,4.6218,172.27,0.60508,2,1
1008.4,4.5989,150.73,0.71101,2,1
617.11,4.881,107.67,0.3295,2,1
470.63,4.8007,43.066,0.49752,2,1
319.28,4.76,0,0.41387,2,1
264.86,4.6844,0,0.63063,1,1
6.6006,5.1463,0,0.34407,1,1
46.602,5.1788,64.6,0.035141,6,1
61.903,5.1725,215.33,0.05313,8,1
68.475,5.2804,323,0,5,1
65.135,5.2295,64.6,0.069952,3,1
65.472,5.3769,279.93,0,14,0
67.659,5.439,279.93,0.34323,14,0
72.634,5.5064,301.46,0.3216,13,0
80.912,5.5482,279.93,0.27093,15,0
78.776,5.4861,279.93,0.38701,15,0
79.356,5.5265,1571.9,0.31915,14,0
80.424,5.5749,2347.1,0.071878,18,0
78.575,5.5255,43.066,0.055321,18,0
67.941,5.5152,0,0.070801,13,0
58.545,5.4888,323,0.25263,12,0
46.952,5.5634,344.53,0.10794,13,0
38.66,5.5011,107.67,0.084515,13,0
31.364,5.5028,0,0.16871,12,0
27.249,5.4948,21.533,0,14,0
25.582,5.4652,193.8,0.019912,13,0
26.661,5.59,21.533,0,16,0
24.245,5.4583,0,0,18,0
20.169,5.3475,21.533,0,21,0
16.437,5.3812,43.066,0.020211,25,0
16.035,5.3581,21.533,0.055139,34,0
12.974,5.4742,0,0.15518,32,0
14.376,5.3299,43.066,0.10044,20,0
31.924,4.5345,1765.7,1.3137,6,0
45.668,3.7808,1808.8,1.6268,6,0
90.841,3.6229,1830.3,1.5645,7,1
129.21,4.3157,1808.8,1.2712,7,1
182.59,4.5248,5189.5,1.1992,19,1
220.99,4.2469,5168,1.5437,19,1
309.65,4.2626,5211,1.3685,19,1
457.35,4.0824,1765.7,1.294,14,1
799.61,4.5925,1808.8,1.2611,6,1
891.07,4.561,1787.3,1.283,6,1
1167.9,4.1169,1808.8,1.283,7,1
1488.6,3.9484,1851.9,1.3008,11,1
1703,3.8982,1873.4,1.463,7,1
1632.4,3.8356,1894.9,1.5181,7,1
1953,3.7152,1894.9,1.5286,7,1
2127.2,4.0769,1938,1.6278,7,1
2227.2,4.2257,1959.5,1.663,7,1
1721,4.5113,2002.6,1.427,7,1
1510.8,4.5178,2024.1,1.216,8,1
1941.1,4.3301,2024.1,1.2434,8,1
1730.3,4.3103,2045.7,1.1678,10,1
1664.8,4.2338,2045.7,1.1349,23,1
1647.6,4.1428,2067.2,1.293,22,1
1778.3,4.0435,2088.7,1.3417,24,1
1481.1,4.051,2088.7,1.3279,24,1
1533.7,4.0816,2088.7,1.5007,24,1
1392.1,4.1113,6287.7,1.4974,24,1
1520.4,4.0966,6287.7,1.4509,24,1
1788.8,4.0976,6287.7,1.4212,24,1
1793.8,4.1291,6287.7,1.4137,24,1
1742,4.1855,6266.2,1.4895,24,1
1510.9,4.179,6266.2,1.5419,24,1
1679.1,4.1305,2088.7,1.4601,24,1
2307.8,4.0129,2067.2,1.4138,24,1
2308.3,4.1507,2067.2,1.4277,23,1
2375.5,4.2167,2067.2,1.4439,24,1
2406.6,3.9975,2067.2,1.4742,23,1
2496.7,4.1655,2045.7,1.3483,23,1
2160.8,4.1334,2024.1,1.2917,11,1
2344.6,4.1596,2002.6,1.3965,7,1
2256.8,4.1558,2024.1,1.3151,8,1
2421.2,3.9931,2024.1,1.3777,8,1
2173.8,3.9861,2024.1,1.4055,23,1
2088.1,4.0227,2045.7,1.3483,23,1
2064.5,4.0255,2045.7,1.3737,23,1
1902.1,4.0198,2067.2,1.4617,23,1
2384.4,3.9901,2067.2,1.5117,23,1
2259,4.0661,2045.7,1.3228,19,1
1773.4,4.3238,2024.1,1.2744,16,1
2036,4.1894,2024.1,1.4628,8,1
1535.2,4.2296,2045.7,1.5375,8,1
1210.8,4.2351,2045.7,1.5801,8,1
1214.8,4.3932,2045.7,1.5856,8,1
998.43,4.557,2045.7,1.5515,8,1
1041.7,4.4641,2024.1,1.6456,8,1
1726.5,4.2758,1981.1,1.5309,7,1
2552.3,4.7785,1894.9,1.2011,7,1
1603.9,5.1284,1550.4,0.44976,6,1
393.48,5.3157,1292,0.62067,6,1
37.645,5.428,1916.5,0.31852,16,1
11.974,5.4459,1528.9,0.2482,16,1
118.16,5.2634,624.46,0.59562,3,1
1253.7,5.0164,689.06,0.98988,5,1
2338.4,5.1537,689.06,0.44517,6,1
3727.3,5.0932,1205.9,0.99789,8,1
