@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralNumPeaks REAL
@ATTRIBUTE cepstralLocFirstPeak REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE class	{0,1}

@DATA
0.090287,0.20236,636.9,-5.4192,4608.1,0.062629,4,3,1.2623,84,1
0.088127,0.19782,759,-5.3864,4608.1,0.069067,4,3,1.2615,85,1
0.086821,0.19328,629.18,-5.3948,2304.1,0.055752,3,3,1.1735,85,1
0.093848,0.2069,814.54,-5.2173,4586.6,0.050505,4,3,1.3292,99,1
0.09595,0.20417,780.87,-5.254,4586.6,0.068308,4,3,1.3182,84,1
0.089336,0.19328,660.92,-5.3291,4586.6,0.056958,4,3,1.3095,84,1
0.088091,0.20508,665.66,-5.2992,4586.6,0.05372,3,9,1.3766,84,1
0.087866,0.20417,591.17,-5.2347,4586.6,0.044731,3,8,1.369,84,1
0.087576,0.18421,698.87,-5.4143,3251.5,0.057469,3,8,1.1525,74,1
0.098796,0.1706,917.54,-5.4365,2842.4,0.060465,4,3,1.1134,73,1
0.10386,0.18149,978.89,-5.2923,2863.9,0.065017,4,3,1.3242,83,1
0.096644,0.1824,666.56,-5.3891,2863.9,0.052835,4,3,1.2733,87,1
0.10655,0.1833,860.85,-5.3417,4758.8,0.052367,4,3,1.2284,86,1
0.13489,0.19147,1385,-5.2176,2907,0.079009,4,3,1.3956,86,1
0.14098,0.20145,1258.7,-5.073,2885.4,0.068477,4,3,1.3901,82,1
0.12293,0.18875,1169.5,-5.3819,4758.8,0.081831,4,3,1.1601,80,1
0.11979,0.16697,1311,-5.3524,2820.8,0.069753,5,3,1.2735,51,1
0.13304,0.15154,1158.8,-5.2335,2799.3,0.059166,5,3,1.4253,51,1
0.12071,0.14882,1022.1,-5.4312,2799.3,0.075289,5,3,1.2439,53,1
0.094416,0.16152,898.06,-5.5766,2734.7,0.089977,5,3,0.84885,55,1
0.077082,0.16878,522.86,-5.616,2799.3,0.063424,4,8,0.78591,68,1
0.066232,0.18512,399.63,-5.663,3143.8,0.051267,3,8,0.76416,74,1
0.071846,0.19419,488.19,-5.5907,3165.4,0.047681,4,3,1.0247,75,1
0.07707,0.21143,612.35,-5.439,4522,0.051471,4,3,1.1121,89,1
0.079192,0.20236,595.94,-5.4679,4500.4,0.058977,4,3,1.0222,84,1
0.075491,0.18149,522.19,-5.6463,3079.2,0.062707,3,9,0.92182,79,1
0.075221,0.18784,467.46,-5.5254,3057.7,0.063013,3,9,1.142,76,1
0.073644,0.18875,515.88,-5.5116,3100.8,0.066239,3,8,1.1567,60,1
0.070449,0.17423,323.14,-5.5826,3100.8,0.055235,3,8,1.0076,56,1
0.075687,0.16062,498.86,-5.5041,3122.3,0.054961,3,8,1.2883,56,1
0.075413,0.16878,448.83,-5.5066,3100.8,0.05788,3,9,1.222,56,1
0.079563,0.16334,458.41,-5.4196,3122.3,0.05401,3,8,1.2235,56,1
0.077908,0.16334,419.29,-5.4414,3143.8,0.073359,3,9,1.3416,57,1
0.074396,0.17514,361.77,-5.4296,3143.8,0.066579,3,9,1.287,57,1
0.086093,0.17151,610.98,-5.4596,3143.8,0.080382,3,8,1.0286,61,1
0.091214,0.16788,845.4,-5.5854,3230,0.098322,3,8,0.71819,61,1
0.096446,0.16788,794.98,-5.4315,3251.5,0.085518,3,8,1.161,71,1
0.10631,0.16152,947.45,-5.4754,2820.8,0.077319,6,3,1.1312,67,1
0.11501,0.15699,1026.8,-5.3162,2863.9,0.054325,4,3,1.3157,87,1
0.11299,0.15971,941.04,-5.2779,2842.4,0.065624,5,3,1.287,81,1
0.10106,0.17332,809.9,-5.5435,2799.3,0.089105,4,3,1.1757,71,1
0.096093,0.17423,775.6,-5.4691,2777.8,0.073742,4,3,1.3524,84,1
0.10381,0.16243,768.13,-5.4997,2799.3,0.073468,4,3,1.2878,72,1
0.10685,0.17241,830.41,-5.3866,2799.3,0.074655,4,3,1.3721,73,1
0.10273,0.17332,808.13,-5.4467,2799.3,0.075066,4,3,1.3355,54,1
0.098972,0.16515,763.83,-5.4307,2777.8,0.074902,4,3,1.3088,82,1
0.10719,0.16243,924.12,-5.4399,2799.3,0.069267,4,3,1.1633,59,1
0.11857,0.16062,1134.2,-5.3609,2863.9,0.079648,5,3,1.2419,58,1
0.12121,0.16606,1062,-5.3918,2863.9,0.072879,4,3,1.1896,53,1
0.12888,0.15336,1209.2,-5.2214,2820.8,0.071652,4,3,1.3883,54,1
0.13476,0.14065,1157.8,-5.222,2820.8,0.078069,5,3,1.4137,51,1
0.13225,0.15426,1108.7,-5.1766,2820.8,0.061074,5,3,1.4185,52,1
0.12819,0.15517,1197.1,-5.2578,2820.8,0.081587,5,3,1.4076,51,1
0.13103,0.13521,968.34,-5.2521,2820.8,0.078973,5,3,1.4473,51,1
0.14606,0.14338,1346.6,-5.1535,2842.4,0.085685,6,3,1.456,52,1
0.16261,0.15789,1531.7,-5.325,2907,0.098925,5,3,1.3021,53,1
0.16567,0.1461,1647.9,-5.1926,2928.5,0.070827,4,3,1.5438,54,1
0.1664,0.13884,1207.5,-5.4719,2971.6,0.076309,4,2,1.4456,54,1
0.16903,0.15426,1812.2,-5.2869,2993.1,0.086846,4,2,1.5049,55,1
0.16785,0.18875,1808.2,-5.4887,3014.6,0.083572,4,2,1.2383,54,1
0.17407,0.20871,2344.4,-5.5016,3079.2,0.097176,6,2,1.2647,55,1
0.18712,0.20417,2183.1,-5.4441,3122.3,0.084565,6,2,1.3361,65,1
0.1946,0.19964,2358.9,-5.272,3122.3,0.10098,6,2,1.4306,81,1
0.179,0.19238,2027.7,-5.3872,2584,0.094665,5,2,1.348,64,1
0.16377,0.17241,1837.7,-5.4339,2584,0.083135,5,2,1.3305,56,1
0.19223,0.16515,2136.7,-5.3277,3122.3,0.0834,5,2,1.3627,77,1
0.19647,0.16334,2414.7,-5.2264,4694.2,0.088698,3,7,1.4377,84,1
0.16602,0.15336,1870.6,-5.2284,3122.3,0.076875,5,2,1.3429,62,1
0.17562,0.14973,1890.9,-5.325,2605.5,0.086652,5,2,1.3237,68,1
0.20225,0.17151,2554.7,-5.4029,4758.8,0.084827,4,7,1.2177,76,1
0.2113,0.18875,2605.9,-5.2529,4801.9,0.086542,4,7,1.4077,88,1
0.1989,0.18784,2440.7,-5.399,4780.4,0.092797,4,2,1.1921,74,1
0.19646,0.16788,2164.5,-5.2861,2605.5,0.086596,7,2,1.3604,53,1
0.20789,0.13339,2266.3,-5.197,2584,0.084114,5,2,1.4725,47,1
0.20741,0.12886,2268,-5.0658,2605.5,0.081217,4,2,1.4407,49,1
0.20518,0.13249,2503.9,-5.4218,2584,0.08691,5,2,1.4154,47,1
0.18085,0.14156,2228.2,-5.712,2605.5,0.10264,7,2,1.0004,47,1
0.14965,0.15971,1864.4,-5.5663,2928.5,0.088781,3,6,0.84997,70,1
0.14628,0.16152,1696.3,-5.6682,2993.1,0.086121,6,2,0.91578,63,1
0.14112,0.1588,1757.3,-5.5391,3014.6,0.065071,4,7,1.1538,62,1
0.13828,0.16969,1596.4,-5.7201,2950,0.071942,6,2,0.82182,69,1
0.14719,0.16788,1945.5,-5.5589,2907,0.074752,2,7,0.951,55,1
0.15587,0.15517,1704.7,-5.5948,2907,0.079817,6,2,0.81018,59,1
0.19111,0.13793,2368.2,-5.5357,2519.4,0.10541,6,2,1.1622,53,1
0.22435,0.12341,2479.3,-5.3126,2584,0.11169,4,6,1.4735,47,1
0.2265,0.11978,2050,-5.2662,2584,0.095347,3,6,1.5691,47,1
0.1932,0.12704,1978.6,-5.1668,2562.5,0.076952,3,6,1.5714,46,1
0.14599,0.12795,1180.5,-5.3972,2497.9,0.066564,2,15,1.2069,46,1
0.11746,0.11252,1231.2,-5.6133,2476.3,0.073592,2,9,0.84952,49,1
0.085345,0.11343,629.31,-5.6657,2196.4,0.061323,3,8,0.35416,53,1
0.062591,0.11615,231.95,-5.544,2540.9,0.042048,1,18,1.0618,46,1
0.053941,0.11706,167.29,-5.4735,2519.4,0.056369,1,17,0.92153,47,1
0.051374,0.12432,182.23,-5.3406,2584,0.052482,1,16,0.94025,46,1
0.052068,0.11978,196.53,-5.1585,2584,0.059562,1,17,1.2755,47,1
0.042069,0.11706,35.627,-5.3446,2605.5,0.040358,1,16,1.2435,47,1
0.026021,0.12341,-66.288,-5.6049,2562.5,0.03711,1,16,0.96168,46,1
0.023159,0.1225,-55.731,-5.4424,2584,0.029739,1,16,1.1149,47,1
0.022066,0.11797,-67.755,-5.432,2584,0.037678,1,16,1.2488,47,1
0.015964,0.1225,-105.25,-5.6571,2584,0.022692,1,17,0.91067,46,1
0.012083,0.12886,-98.224,-5.5873,2497.9,0.025251,1,17,0.88366,46,0
0.010586,0.1225,-92.536,-5.5396,2562.5,0.01732,1,16,1.088,47,0
0.010208,0.11706,-94.381,-5.5628,2584,0.015834,1,16,1.0168,46,0
0.0083902,0.11434,-89.93,-5.5512,2368.7,0.013383,1,17,0.70774,43,0
0.006475,0.11797,-92.013,-5.7156,2476.3,0.012734,1,16,0.6722,47,0
0.005001,0.11525,-86.785,-5.7268,2584,0.0087506,0,0,0.70037,52,0
0.0054379,0.11252,-80.18,-5.6496,2519.4,0.010404,1,17,0.85812,46,0
0.0053885,0.10799,-79.436,-5.6243,2519.4,0.013616,1,17,0.81716,46,0
0.0045112,0.095281,-75.725,-5.7323,2540.9,0.010317,1,17,0.9642,46,0
0.0045108,0.10526,-69.242,-5.5458,21.533,0.011133,1,17,1.0645,45,0
0.0041471,0.11615,-69.939,-5.7658,2519.4,0.011234,1,17,0.91087,45,0
0.0037952,0.10254,-68.36,-5.6962,2584,0.011566,1,16,0.8125,46,0
0.003802,0.072595,-64.614,-5.6044,64.6,0.0081181,0,0,0.43375,47,0
0.0031576,0.079855,-62.691,-5.8684,64.6,0.0056249,0,0,0.14599,55,0
0.0030786,0.08167,-56.308,-5.6234,21.533,0.0051811,0,0,0.47645,46,0
0.0037057,0.055354,-55.758,-5.7795,64.6,0.005741,0,0,0.26386,42,0
0.0026653,0.086207,-56.132,-5.785,21.533,0.0042588,0,0,0.29878,51,0
0.002903,0.080762,-54.021,-5.8525,43.066,0.0030632,0,0,0.16067,52,0
0.0068753,0.064428,-88.219,-5.9526,64.6,0.0045485,0,0,0.46462,60,0
0.02107,0.095281,-91.504,-5.649,1378.1,0.016306,2,9,0.561,52,0
0.032679,0.11252,17.538,-5.5759,1076.7,0.026965,2,14,0.46165,51,1
0.039451,0.12795,40.539,-5.5373,1722.7,0.029475,3,8,0.7392,54,1
0.053355,0.13521,145.5,-5.585,2950,0.029984,5,8,0.56594,54,1
0.1042,0.12523,721.66,-5.5184,1248.9,0.052275,5,8,0.93152,44,1
0.1436,0.10163,1253.2,-5.1153,1292,0.056139,3,8,1.3904,31,1
0.14817,0.10345,1104.9,-4.9455,1270.5,0.042377,2,8,1.3935,50,1
0.1424,0.13158,1301.1,-5.2656,1270.5,0.05569,3,9,1.1196,55,1
0.16927,0.14156,1418.6,-5.1782,3057.7,0.044665,3,9,1.2114,55,1
0.18519,0.13975,1842.2,-5.0523,3057.7,0.058593,3,9,1.4573,56,1
0.18468,0.13521,1943.9,-5.5648,3143.8,0.082675,3,9,0.79882,54,1
0.23267,0.12886,2640.3,-5.2347,2562.5,0.054653,4,6,1.195,46,1
0.28869,0.12613,3367.8,-5.0789,2605.5,0.046497,5,9,1.2693,47,1
0.34355,0.1225,3813.6,-4.9972,2605.5,0.07841,3,9,1.4491,47,1
0.39651,0.11978,4718.1,-5.3936,2627.1,0.14572,4,9,1.3884,48,1
0.40382,0.12432,5033.5,-5.3575,2648.6,0.12012,5,6,1.5011,48,1
0.42169,0.12976,5293.5,-5.331,2648.6,0.092647,4,10,1.3762,48,1
0.39496,0.13702,5634.7,-5.4454,2605.5,0.12725,5,2,1.2412,55,1
0.34628,0.14791,5197.8,-5.5555,2584,0.12704,4,2,1.0131,46,1
0.33603,0.15426,4956.4,-5.6799,2562.5,0.12693,4,2,0.99507,47,1
0.30306,0.15154,5539.1,-5.7304,2627.1,0.11514,3,2,0.77752,52,1
0.29601,0.15154,4705.5,-5.7028,2540.9,0.096726,4,2,0.73395,52,1
0.30167,0.14338,4887.8,-5.6745,2627.1,0.10137,3,8,0.93075,50,1
0.29799,0.13884,4366.1,-5.7456,2540.9,0.096038,4,3,0.78074,46,1
0.26892,0.14701,4405.3,-5.725,3079.2,0.098788,4,3,0.65497,55,1
0.23789,0.15699,4041.8,-5.7146,2497.9,0.090754,4,2,0.49504,65,1
0.22825,0.16788,3478.8,-5.6888,4608.1,0.095962,4,3,0.43398,71,1
0.21822,0.16062,3340.7,-5.5955,2777.8,0.09926,4,3,0.89091,51,1
0.20474,0.15245,2659,-5.6401,2777.8,0.091719,4,3,1.0653,51,1
0.198,0.15699,2918.5,-5.5949,2799.3,0.10403,4,3,0.77771,52,1
0.19365,0.17967,2681.5,-5.668,4608.1,0.073185,4,3,0.83186,84,1
0.18708,0.20145,2460.2,-5.5939,4608.1,0.11268,4,2,1.038,84,1
0.17263,0.18512,2040.7,-5.5639,4565,0.078229,4,2,1.1196,83,1
0.17986,0.19147,2235.4,-5.4114,4586.6,0.078899,4,2,1.2729,84,1
0.20629,0.20871,2193.7,-5.4214,4629.6,0.08107,5,2,1.2332,84,1
0.26062,0.17241,3688.6,-5.2666,2907,0.085559,3,2,1.3005,63,1
0.26597,0.15517,3123.5,-5.3411,2928.5,0.099843,4,2,1.2199,54,1
0.2466,0.15336,3111.8,-5.4006,2971.6,0.12932,6,2,0.86876,59,1
0.25404,0.14882,3599.5,-5.5287,3036.2,0.1109,6,2,0.65233,58,1
0.25094,0.15517,3442.8,-5.4991,3079.2,0.087344,4,2,1.1298,57,1
0.27456,0.13975,3498.7,-5.3389,2497.9,0.083326,5,2,1.3402,55,1
0.2831,0.13612,3512.6,-5.3098,2476.3,0.050967,6,2,1.393,56,1
0.26535,0.14973,3426.9,-5.2501,3079.2,0.069224,5,2,1.2644,55,1
0.24349,0.15517,3117.8,-5.3116,3100.8,0.059564,5,2,1.2015,56,1
0.2358,0.15154,2926.6,-5.1189,2476.3,0.073785,4,2,1.3336,56,1
0.2229,0.14428,2608,-5.2301,3079.2,0.051096,4,2,1.2978,56,1
0.20563,0.16152,2575.8,-5.2495,3057.7,0.058432,3,15,1.2581,56,1
0.20918,0.17967,2582.4,-5.2951,3036.2,0.084208,5,2,1.1099,56,1
0.2225,0.17695,2679.9,-5.3193,2993.1,0.073561,5,2,1.2605,55,1
0.24449,0.16788,3252.8,-5.3741,2971.6,0.090898,4,3,1.1772,55,1
0.23311,0.16425,3165.1,-5.5561,2928.5,0.093762,4,3,0.98143,54,1
0.20062,0.16243,2882.7,-5.5998,2885.4,0.0963,5,3,0.89849,62,1
0.22038,0.16243,3047.4,-5.7299,4651.2,0.11704,4,3,0.91359,71,1
0.24562,0.16334,3335.5,-5.4324,2928.5,0.097956,4,3,1.1271,56,1
0.26228,0.16243,3323.3,-5.3909,2993.1,0.090494,4,2,1.0675,55,1
0.28921,0.15517,3553.9,-5.2618,3014.6,0.091127,5,2,1.2906,55,1
0.29134,0.15517,3822,-5.3019,3014.6,0.090516,4,7,1.3597,54,1
0.27855,0.15336,2951.1,-5.1631,2390.2,0.09,4,2,1.3345,48,1
0.27766,0.14156,3249,-5.1144,2368.7,0.072141,4,2,1.3844,43,1
0.24876,0.14882,3440.5,-5.3126,2368.7,0.062932,5,2,1.2399,54,1
0.21935,0.15245,2616.6,-5.3711,2347.1,0.053688,6,2,0.96002,62,1
0.27535,0.12613,3269.2,-5.2489,2390.2,0.074787,6,2,1.2936,44,1
0.26715,0.11343,2788.4,-5.309,2433.3,0.058541,6,2,1.3421,45,1
0.19406,0.12795,2261.2,-5.3449,2433.3,0.050712,6,2,1.057,45,1
0.20508,0.1216,2251.4,-5.3578,2411.7,0.06088,6,2,1.1329,44,1
0.25362,0.10708,2402.5,-5.1138,2368.7,0.071981,3,2,1.3749,44,1
0.21892,0.11525,2379.9,-5.108,2390.2,0.071187,5,2,1.4636,44,1
0.12347,0.13612,774.77,-5.5494,3036.2,0.039177,5,2,0.81624,48,1
0.11664,0.14065,1086.8,-5.2564,2411.7,0.054708,5,2,0.92662,54,1
0.14333,0.12341,1316.8,-5.1209,2433.3,0.047867,4,6,1.1382,44,1
0.14339,0.1216,1060.1,-5.1323,2390.2,0.057271,4,9,1.2118,44,1
0.14743,0.1216,1436.4,-4.9944,2390.2,0.061621,2,9,1.3846,44,1
0.13007,0.12069,859.53,-5.1905,2411.7,0.056923,2,9,1.3045,44,1
0.095336,0.13612,714.8,-5.2898,2390.2,0.046574,3,7,1.0184,48,1
0.11437,0.11797,993.58,-5.4615,1744.2,0.055759,4,2,0.83614,42,1
0.12743,0.10345,1139.4,-5.1489,1744.2,0.045182,3,7,1.0616,53,1
0.12334,0.11615,1125.8,-5.2097,1744.2,0.062181,3,7,0.91038,43,1
0.113,0.11343,1050.2,-5.2665,1744.2,0.046785,3,7,1.0095,40,1
0.09816,0.11797,811.33,-5.355,1744.2,0.037197,2,7,0.89815,56,1
0.091169,0.11525,689.7,-5.7158,1141.3,0.05155,2,7,0.55182,49,1
0.089471,0.096189,897.74,-5.481,2325.6,0.036443,3,7,0.59909,44,1
0.070693,0.071688,312.41,-5.3383,602.93,0.013809,2,8,0.71699,38,1
0.057784,0.060799,218.64,-5.2232,602.93,0.018097,3,7,1.0486,24,1
0.047761,0.063521,126.36,-5.2322,602.93,0.010624,1,30,1.0459,26,1
0.032422,0.075318,12.539,-5.3492,602.93,0.019663,2,18,1.0101,33,1
0.030994,0.091652,7.4685,-5.2608,1744.2,0.0074862,0,0,1.0542,33,1
0.028102,0.099819,-11.954,-5.3139,2325.6,0.011068,1,17,0.9964,39,1
0.020535,0.10163,-73.465,-5.4842,1787.3,0.011689,1,18,0.6496,43,1
0.018159,0.097096,-73.362,-5.4363,2390.2,0.019287,1,17,0.80004,43,1
0.015266,0.088929,-78.601,-5.4167,1184.3,0.0057588,0,0,0.95716,41,0
0.013102,0.085299,-86.89,-5.4651,2390.2,0.0045298,0,0,0.80409,44,0
0.011758,0.083485,-80.019,-5.3855,1744.2,0.0055947,0,0,0.91395,38,0
0.010383,0.079855,-78.453,-5.3736,602.93,0.0032143,0,0,0.85184,44,0
0.0087225,0.078947,-71.633,-5.2897,21.533,0.0064229,0,0,0.87438,43,0
0.0069525,0.079855,-81.655,-5.5217,2347.1,0.0057753,0,0,0.74493,42,0
0.0067053,0.07441,-80.166,-5.5328,1184.3,0.001972,0,0,0.82779,41,0
0.0061361,0.073503,-70.691,-5.4223,1162.8,0.0044795,0,0,0.87785,29,0
0.0056463,0.079855,-71.545,-5.5174,21.533,0.0047005,0,0,0.77185,43,0
0.0054059,0.084392,-68.47,-5.4078,2390.2,0.0047987,0,0,0.78938,44,0
0.0041944,0.091652,-68.288,-5.6382,21.533,0.0051101,0,0,0.83454,42,0
0.0038421,0.080762,-67.678,-5.6932,21.533,0.0013875,0,0,0.68037,43,0
0.0034639,0.054446,-61.831,-5.6737,43.066,0.0020204,0,0,0.38785,44,0
0.0099267,0.077132,-119.87,-5.9797,1184.3,0.0094753,0,0,0.41637,51,0
0.026848,0.11706,-60.683,-5.7337,1378.1,0.021807,2,15,0.41904,64,0
0.045143,0.12704,52.385,-5.8263,1636.5,0.034252,7,6,0.782,47,1
0.066781,0.095281,319.42,-5.3153,1141.3,0.02283,3,6,1.0766,34,1
0.065033,0.077132,290.01,-5.232,1141.3,0.02482,3,6,1.0999,39,1
0.056663,0.090744,165.22,-5.2561,581.4,0.01676,2,6,0.84516,26,1
0.065382,0.07441,295.51,-4.7765,1119.7,0.016909,2,6,1.4907,23,1
0.059938,0.068966,132.64,-5.0681,1119.7,0.011729,1,15,1.0163,20,1
0.055119,0.065336,264.96,-4.7907,1098.2,0.0088585,0,0,1.125,20,1
0.051751,0.058076,126.74,-5.1022,1076.7,0.012611,1,7,0.89152,18,1
0.050339,0.059891,154.31,-4.8879,1076.7,0.0052679,0,0,0.92923,24,1
0.047983,0.083485,134.77,-5.0435,1098.2,0.017912,1,8,0.93007,28,1
0.05014,0.10708,122.01,-5.2505,559.86,0.028262,3,7,0.92535,40,1
0.065781,0.097096,411.6,-4.8228,1076.7,0.018017,2,6,1.1252,50,1
0.083088,0.079855,423.75,-5.0251,2756.2,0.027335,2,6,1.0826,46,1
0.096158,0.088929,662.79,-5.0548,1119.7,0.033005,3,6,1.1847,44,1
0.095519,0.13702,590.93,-5.4385,2863.9,0.059201,3,6,0.9749,53,1
0.1091,0.15154,956.23,-5.295,2928.5,0.051553,3,9,1.1672,59,1
0.11521,0.15336,1002.3,-5.1928,4715.8,0.055588,3,9,1.168,86,1
0.10463,0.16969,933.84,-5.4468,4780.4,0.064385,3,6,0.90436,70,1
0.093253,0.15154,651.25,-5.5785,4845,0.059507,3,6,0.65902,84,1
0.093262,0.12886,843.9,-5.5358,624.46,0.049889,3,6,0.88042,59,1
0.0898,0.13339,557.03,-5.4249,624.46,0.053361,3,6,1.0227,61,1
0.07231,0.1461,341.07,-5.4364,3079.2,0.035127,3,7,1.1502,56,1
0.071627,0.14338,371.02,-5.6254,3079.2,0.045086,3,7,1.0586,55,1
0.075236,0.13884,446.9,-5.6822,3079.2,0.048205,3,6,0.95284,56,1
0.099393,0.12795,877.84,-5.6333,1248.9,0.052102,5,6,0.9153,55,1
0.12043,0.15245,1035.9,-5.4971,3036.2,0.065511,6,6,0.87807,69,1
0.12491,0.18421,1258.3,-5.1528,4801.9,0.051506,4,6,1.2609,88,1
0.12804,0.17332,1256.5,-5.1931,3036.2,0.059874,6,6,1.0972,82,1
0.12662,0.15699,1167.6,-5.7516,3079.2,0.082223,4,6,0.81846,67,1
0.11908,0.14338,1445.5,-5.7632,2497.9,0.074526,4,6,0.54055,64,1
0.1205,0.12704,1377.6,-5.6955,1270.5,0.076901,4,9,0.6536,46,1
0.13383,0.11343,1559.8,-5.7096,1270.5,0.055232,3,7,0.66966,36,1
0.14829,0.098004,1386.4,-5.5181,1313.5,0.047298,4,7,1.0497,26,1
0.13458,0.11434,1573.6,-5.6038,1313.5,0.042791,3,7,0.87823,32,1
0.10824,0.12704,1121.7,-5.6213,2950,0.056596,3,7,0.60931,68,1
0.10006,0.11706,842.19,-5.6948,1184.3,0.045842,3,7,0.48223,53,1
0.098938,0.11706,913.84,-5.6016,1184.3,0.052125,3,7,0.68548,46,1
0.10432,0.10799,867.56,-5.5513,1184.3,0.050026,3,7,0.92847,52,1
0.099903,0.097096,1039.2,-5.4344,602.93,0.042986,3,7,0.83775,46,1
0.081831,0.07804,445.65,-5.5102,602.93,0.045542,3,7,0.57383,33,1
0.059024,0.063521,307.63,-5.2713,602.93,0.019047,2,7,0.72304,22,1
0.049993,0.058984,115.72,-5.3896,602.93,0.029028,2,8,0.86513,16,1
0.047439,0.058076,123.75,-5.2096,602.93,0.012602,2,8,1.1096,23,1
0.040739,0.067151,71.195,-5.1975,602.93,0.023668,1,29,1.053,40,1
0.030677,0.07804,4.8168,-5.3141,602.93,0.022949,1,29,0.87143,51,1
0.022264,0.087114,-58.064,-5.4115,624.46,0.016028,1,29,0.77007,33,1
0.022042,0.07804,-68.732,-5.4698,1184.3,0.0080879,0,0,0.83435,29,1
0.020431,0.061706,-54.729,-5.3235,1184.3,0.01218,1,29,0.92335,22,1
0.015424,0.068966,-66.982,-5.3171,1205.9,0.01147,1,29,0.79555,32,1
0.012133,0.076225,-90.083,-5.5012,21.533,0.0048957,0,0,0.45479,50,1
0.012916,0.068966,-75.752,-5.3307,1184.3,0.0093945,0,0,0.94154,22,0
0.013031,0.061706,-68.254,-5.2386,1184.3,0.0057946,0,0,0.95642,22,0
0.0099771,0.069873,-70.196,-5.2516,1227.4,0.0045232,0,0,0.61505,31,0
0.007346,0.065336,-82.08,-5.6017,581.4,0.0063415,0,0,0.33892,37,0
0.0071275,0.055354,-74.026,-5.3942,21.533,0.0070407,0,0,0.60195,29,0
0.0070145,0.054446,-70.573,-5.3555,1184.3,0.0036862,0,0,0.71174,25,0
0.0092567,0.047187,-80.419,-5.5222,21.533,0.0052577,0,0,0.47156,28,0
0.017616,0.061706,-88.51,-5.5221,1335.1,0.0053914,0,0,0.6062,25,1
0.039192,0.083485,92.245,-5.373,1335.1,0.01983,2,6,0.73306,40,1
0.050364,0.11887,117.27,-5.7575,1055.1,0.060345,6,2,0.38857,74,1
0.06352,0.12795,326.96,-5.6014,1162.8,0.055103,6,2,0.57091,43,1
0.085765,0.085299,512.97,-4.9489,1184.3,0.025717,2,7,1.3606,24,1
0.086024,0.064428,344.15,-4.9927,1184.3,0.01924,2,7,1.2618,22,1
0.076837,0.061706,435.66,-4.8647,1162.8,0.018497,2,15,1.2035,23,1
0.076983,0.076225,441.27,-4.721,1184.3,0.015267,2,15,1.2274,44,1
0.063903,0.095281,192.76,-5.025,1141.3,0.018939,2,15,1.1813,48,1
0.070935,0.08167,293.48,-4.9492,1162.8,0.025399,2,15,1.1392,21,1
0.083099,0.068058,468.2,-4.6596,1141.3,0.016365,2,14,1.3318,21,1
0.081542,0.076225,476.39,-5.0676,1184.3,0.025328,3,7,0.87116,23,1
0.086874,0.073503,431.37,-4.9886,1184.3,0.024643,2,7,1.0793,22,1
0.078926,0.082577,353.5,-5.0267,1205.9,0.026633,2,6,0.96094,36,1
0.06973,0.10436,415.64,-4.9375,1098.2,0.026836,2,7,0.75087,39,1
0.083636,0.10254,556.23,-4.9205,2907,0.022706,3,7,1.0175,53,1
0.1019,0.094374,715.34,-5.0108,1184.3,0.030342,3,7,1.2338,38,1
0.11118,0.098004,721.28,-5.3272,602.93,0.039882,3,7,1.0847,43,1
0.12271,0.086207,1137.3,-5.3025,602.93,0.036982,3,7,0.71444,37,1
0.12175,0.082577,1265.3,-5.2918,1335.1,0.039584,3,7,0.72189,41,1
0.10547,0.087114,857.75,-5.5499,602.93,0.052829,3,7,0.50416,48,1
0.12174,0.079855,1360.8,-5.3708,602.93,0.040692,3,7,0.91428,27,1
0.13467,0.079855,1079.3,-5.4238,1313.5,0.038621,3,7,0.959,25,1
0.11805,0.095281,1107.2,-5.408,1313.5,0.049058,3,7,0.7069,45,1
0.10328,0.11071,990.01,-5.5238,1205.9,0.05218,3,7,0.5006,51,1
0.15312,0.086207,1305,-5.3398,1335.1,0.054799,3,7,1.147,24,1
0.16624,0.061706,1589.5,-5.1795,1313.5,0.063089,3,7,1.1807,24,1
0.12969,0.07804,1215.7,-5.2068,1292,0.054917,2,7,1.0025,25,1
0.098877,0.11162,444.75,-5.5874,1248.9,0.056812,3,7,0.8326,37,1
0.075254,0.11525,529.15,-5.3636,2907,0.050539,5,7,0.87147,53,1
0.075765,0.096189,405.56,-5.2976,1184.3,0.037466,2,7,0.94626,52,1
0.068736,0.07804,347.18,-5.5001,1313.5,0.027953,3,7,0.62369,30,1
0.061889,0.058076,245.46,-5.2074,624.46,0.016083,1,7,0.66459,23,1
0.048429,0.052632,169.16,-5.0638,1141.3,0.012035,1,7,0.9183,19,1
0.04363,0.055354,27.157,-5.2096,1162.8,0.010661,1,7,0.70521,22,1
0.048109,0.043557,189.56,-4.7116,602.93,0.0039814,0,0,1.0051,20,1
0.045136,0.034483,73.762,-4.8694,602.93,0.0070915,0,0,1.3061,11,1
0.032077,0.048094,7.4825,-5.0744,602.93,0.0054751,0,0,0.98556,15,1
